,"['Accurate Color Representation', 'Blue/Green Color Cast']_1","['Accurate Color Representation', 'Blue/Green Color Cast']_2","['Backlit Subjects', 'Frontlit Subjects']_1","['Backlit Subjects', 'Frontlit Subjects']_2","['Soft Focus', 'Sharp Detail']_1","['Soft Focus', 'Sharp Detail']_2","['Wide Angle', 'Macro']_1","['Wide Angle', 'Macro']_2","['Underexposed', 'Overexposed']_1","['Underexposed', 'Overexposed']_2","['Shallow Depth of Field', 'Deep Depth of Field']_1","['Shallow Depth of Field', 'Deep Depth of Field']_2","['High ISO Noise', 'Low ISO Clarity']_1","['High ISO Noise', 'Low ISO Clarity']_2","['Filtered Light', 'Direct Light']_1","['Filtered Light', 'Direct Light']_2","['Dynamic Movement', 'Static Calm']_1","['Dynamic Movement', 'Static Calm']_2","['Clarity', 'Murkiness']_1","['Clarity', 'Murkiness']_2","['Textured Surfaces', 'Smooth Surfaces']_1","['Textured Surfaces', 'Smooth Surfaces']_2","['Top-Down View', 'Eye-Level View']_1","['Top-Down View', 'Eye-Level View']_2","['Natural Ambient Light', 'Artificial Light']_1","['Natural Ambient Light', 'Artificial Light']_2","['Unaltered Colors', 'Color Enhanced']_1","['Unaltered Colors', 'Color Enhanced']_2","['Organic Shapes', 'Geometric Structures']_1","['Organic Shapes', 'Geometric Structures']_2","['Silhouetted', 'Illuminated Subjects']_1","['Silhouetted', 'Illuminated Subjects']_2","['Foreground Interest', 'Background Dominance']_1","['Foreground Interest', 'Background Dominance']_2"
./uieb_dataset/reference-890/596_img_.png,0.0542,0.946,0.3208,0.679,0.589,0.4111,0.2366,0.7637,0.7983,0.2018,0.1582,0.842,0.3381,0.662,0.662,0.3381,0.154,0.8457,0.86,0.1404,0.734,0.2659,0.803,0.1968,0.9136,0.0863,0.4534,0.547,0.788,0.212,0.02635,0.9736,0.978,0.02194
./uieb_dataset/reference-890/176_img_.png,0.381,0.6187,0.4417,0.558,0.0798,0.9204,0.9688,0.03114,0.296,0.704,0.04468,0.955,0.152,0.848,0.396,0.604,0.434,0.566,0.6226,0.3774,0.655,0.3452,0.496,0.504,0.906,0.094,0.593,0.4072,0.15,0.85,0.1603,0.84,0.5737,0.4263
./uieb_dataset/reference-890/185_img_.png,0.1582,0.842,0.269,0.731,0.2147,0.785,0.2751,0.725,0.5312,0.4688,0.3486,0.6514,0.02844,0.9717,0.1993,0.801,0.669,0.331,0.566,0.434,0.8857,0.1144,0.856,0.1442,0.856,0.1442,0.461,0.539,0.655,0.3452,0.05664,0.9434,0.9863,0.01363
./uieb_dataset/reference-890/558_img_.png,0.396,0.604,0.615,0.385,0.547,0.4534,0.4495,0.551,0.6113,0.3887,0.2069,0.793,0.126,0.874,0.905,0.09534,0.10376,0.8965,0.956,0.044,0.879,0.12085,0.496,0.504,0.9097,0.0901,0.593,0.4072,0.4226,0.5776,0.04147,0.9585,0.9185,0.08154
./uieb_dataset/reference-890/590_img_.png,0.2227,0.7773,0.4036,0.596,0.3208,0.679,0.813,0.1871,0.3074,0.693,0.0792,0.921,0.2451,0.755,0.6826,0.3174,0.3452,0.655,0.9336,0.0666,0.5547,0.4456,0.676,0.3242,0.8726,0.1277,0.547,0.4534,0.3667,0.6333,0.0927,0.907,0.662,0.3381
./uieb_dataset/reference-890/410_img_.png,0.3381,0.662,0.5776,0.4226,0.543,0.457,0.4648,0.535,0.78,0.22,0.07477,0.9253,0.1871,0.813,0.7217,0.2783,0.922,0.07806,0.7773,0.2227,0.5273,0.4727,0.589,0.4111,0.905,0.09534,0.3887,0.6113,0.881,0.1192,0.0851,0.915,0.867,0.1329
./uieb_dataset/reference-890/2882.png,0.874,0.126,0.4495,0.551,0.0888,0.911,0.1052,0.895,0.626,0.3738,0.18,0.82,0.596,0.4036,0.4226,0.5776,0.1009,0.899,0.4302,0.57,0.2366,0.7637,0.788,0.212,0.793,0.2069,0.63,0.37,0.709,0.291,0.0592,0.941,0.842,0.1582
./uieb_dataset/reference-890/171_img_.png,0.0792,0.921,0.3774,0.6226,0.6074,0.3923,0.7153,0.2847,0.6826,0.3174,0.4495,0.551,0.04025,0.96,0.725,0.2751,0.05835,0.942,0.955,0.04468,0.4648,0.535,0.854,0.1461,0.585,0.4148,0.893,0.1067,0.535,0.4648,0.05664,0.9434,0.9834,0.01666
./uieb_dataset/reference-890/859_img_.png,0.1582,0.842,0.304,0.696,0.385,0.615,0.558,0.4417,0.152,0.848,0.1082,0.8916,0.3174,0.6826,0.655,0.3452,0.248,0.752,0.7056,0.2942,0.8843,0.11597,0.3887,0.6113,0.5,0.5,0.728,0.272,0.2783,0.7217,0.658,0.3416,0.2783,0.7217
./uieb_dataset/reference-890/197_img_.png,0.304,0.696,0.2437,0.7563,0.045,0.955,0.82,0.18,0.463,0.537,0.0464,0.9536,0.0721,0.9277,0.3174,0.6826,0.8857,0.1144,0.9185,0.08154,0.1871,0.813,0.8057,0.1943,0.803,0.1968,0.5776,0.4226,0.3174,0.6826,0.1074,0.8926,0.5815,0.4187
./uieb_dataset/reference-890/312_img_.png,0.2095,0.7905,0.4036,0.596,0.5815,0.4187,0.4688,0.5312,0.4111,0.589,0.0927,0.907,0.363,0.637,0.508,0.4922,0.743,0.2568,0.946,0.0542,0.2659,0.734,0.626,0.3738,0.893,0.1067,0.535,0.4648,0.15,0.85,0.535,0.4648,0.3923,0.6074
./uieb_dataset/reference-890/557_img_.png,0.272,0.728,0.589,0.4111,0.728,0.272,0.6074,0.3923,0.6724,0.3276,0.2095,0.7905,0.1779,0.8223,0.709,0.291,0.558,0.4417,0.9424,0.0575,0.558,0.4417,0.535,0.4648,0.911,0.0888,0.658,0.3416,0.6826,0.3174,0.04147,0.9585,0.923,0.07697
./uieb_dataset/reference-890/862_img_.png,0.593,0.4072,0.1848,0.8154,0.5776,0.4226,0.942,0.05835,0.1848,0.8154,0.0888,0.911,0.1824,0.8174,0.1082,0.8916,0.899,0.1009,0.945,0.055,0.1779,0.8223,0.4072,0.593,0.8267,0.1733,0.6655,0.3345,0.0901,0.9097,0.5195,0.4805,0.6187,0.381
./uieb_dataset/reference-890/767_img_.png,0.269,0.731,0.615,0.385,0.547,0.4534,0.964,0.03622,0.963,0.03732,0.0496,0.95,0.1993,0.801,0.535,0.4648,0.2147,0.785,0.693,0.3074,0.4377,0.562,0.3738,0.626,0.679,0.3208,0.3108,0.6895,0.589,0.4111,0.9253,0.07477,0.8105,0.1896
./uieb_dataset/reference-890/2701.png,0.78,0.22,0.4495,0.551,0.12085,0.879,0.1294,0.8706,0.746,0.254,0.10376,0.8965,0.3594,0.6406,0.648,0.3523,0.907,0.0927,0.9004,0.0995,0.3174,0.6826,0.585,0.4148,0.9097,0.0901,0.589,0.4111,0.4263,0.5737,0.0575,0.9424,0.593,0.4072
./uieb_dataset/reference-890/750_img_.png,0.3887,0.6113,0.693,0.3074,0.9175,0.0827,0.3557,0.644,0.829,0.171,0.0981,0.902,0.1755,0.824,0.6226,0.3774,0.4377,0.562,0.676,0.3242,0.874,0.126,0.3276,0.6724,0.749,0.251,0.457,0.543,0.699,0.3008,0.686,0.314,0.881,0.1192
./uieb_dataset/reference-890/9557.png,0.2451,0.755,0.3594,0.6406,0.539,0.461,0.8687,0.1312,0.4187,0.5815,0.1128,0.887,0.2422,0.758,0.4844,0.5156,0.254,0.746,0.231,0.769,0.2974,0.7026,0.4534,0.547,0.907,0.0927,0.7188,0.2815,0.6187,0.381,0.566,0.434,0.6724,0.3276
./uieb_dataset/reference-890/285_img_.png,0.363,0.637,0.3738,0.626,0.363,0.637,0.9346,0.0656,0.766,0.2338,0.2173,0.7827,0.02802,0.972,0.1646,0.8354,0.615,0.385,0.852,0.1481,0.1646,0.8354,0.734,0.2659,0.8706,0.1294,0.824,0.1755,0.1603,0.84,0.2598,0.74,0.8726,0.1277
./uieb_dataset/reference-890/261_img_.png,0.04672,0.953,0.2751,0.725,0.539,0.461,0.4187,0.5815,0.9004,0.0995,0.3667,0.6333,0.04025,0.96,0.679,0.3208,0.0863,0.9136,0.895,0.1052,0.78,0.22,0.8105,0.1896,0.8887,0.11127,0.766,0.2338,0.731,0.269,0.07806,0.922,0.983,0.01718
./uieb_dataset/reference-890/735_img_.png,0.0619,0.938,0.4036,0.596,0.7827,0.2173,0.942,0.05835,0.793,0.2069,0.1312,0.8687,0.02596,0.974,0.4417,0.558,0.05582,0.9443,0.9272,0.07263,0.593,0.4072,0.6113,0.3887,0.85,0.15,0.662,0.3381,0.3667,0.6333,0.3523,0.648,0.987,0.01322
./uieb_dataset/reference-890/713_img_.png,0.637,0.363,0.3242,0.676,0.1422,0.858,0.9565,0.04337,0.2942,0.7056,0.03114,0.9688,0.1009,0.899,0.2815,0.7188,0.154,0.8457,0.709,0.291,0.2227,0.7773,0.7217,0.2783,0.7153,0.2847,0.4648,0.535,0.1225,0.8774,0.655,0.3452,0.8726,0.1277
./uieb_dataset/reference-890/206_img_.png,0.07587,0.9243,0.1896,0.8105,0.3242,0.676,0.551,0.4495,0.551,0.4495,0.2173,0.7827,0.126,0.874,0.547,0.4534,0.1624,0.8374,0.496,0.504,0.9365,0.0637,0.604,0.396,0.8354,0.1646,0.7026,0.2974,0.363,0.637,0.03732,0.963,0.987,0.01302
./uieb_dataset/reference-890/690_img_.png,0.1242,0.876,0.304,0.696,0.0496,0.95,0.01942,0.9805,0.84,0.1603,0.1312,0.8687,0.57,0.4302,0.7773,0.2227,0.3738,0.626,0.7744,0.2255,0.915,0.0851,0.731,0.269,0.662,0.3381,0.535,0.4648,0.7056,0.2942,0.0223,0.9775,0.9766,0.02333
./uieb_dataset/reference-890/759_img_.png,0.3108,0.6895,0.7124,0.2878,0.5273,0.4727,0.9546,0.04535,0.655,0.3452,0.0619,0.938,0.263,0.7373,0.6226,0.3774,0.269,0.731,0.6514,0.3486,0.4263,0.5737,0.3523,0.648,0.746,0.254,0.6514,0.3486,0.2366,0.7637,0.3523,0.648,0.7827,0.2173
./uieb_dataset/reference-890/172_img_.png,0.04742,0.9526,0.547,0.4534,0.2974,0.7026,0.8267,0.1733,0.793,0.2069,0.1052,0.895,0.1561,0.8438,0.461,0.539,0.1009,0.899,0.4727,0.5273,0.86,0.1404,0.8374,0.1624,0.7983,0.2018,0.3594,0.6406,0.626,0.3738,0.0542,0.946,0.9966,0.003483
./uieb_dataset/reference-890/821_img_.png,0.829,0.171,0.396,0.604,0.0666,0.9336,0.3738,0.626,0.171,0.829,0.1848,0.8154,0.385,0.615,0.5156,0.4844,0.1023,0.8975,0.1779,0.8223,0.539,0.461,0.543,0.457,0.699,0.3008,0.686,0.314,0.6895,0.3108,0.1384,0.8613,0.4417,0.558
./uieb_dataset/reference-890/639_img_.png,0.22,0.78,0.1422,0.858,0.1603,0.84,0.1277,0.8726,0.9004,0.0995,0.1646,0.8354,0.1779,0.8223,0.5273,0.4727,0.11597,0.8843,0.3345,0.6655,0.8105,0.1896,0.8267,0.1733,0.755,0.2451,0.8154,0.1848,0.363,0.637,0.1144,0.8857,0.9634,0.03677
./uieb_dataset/reference-890/70_img_.png,0.04602,0.954,0.3345,0.6655,0.4922,0.508,0.78,0.22,0.02129,0.9785,0.0511,0.9487,0.4072,0.593,0.743,0.2568,0.2281,0.772,0.543,0.457,0.566,0.434,0.1294,0.8706,0.5234,0.4766,0.728,0.272,0.5234,0.4766,0.055,0.945,0.615,0.385
./uieb_dataset/reference-890/466_img_.png,0.658,0.3416,0.4302,0.57,0.1366,0.8633,0.902,0.0981,0.3523,0.648,0.2394,0.7607,0.263,0.7373,0.4805,0.5195,0.04672,0.953,0.5117,0.4883,0.4727,0.5273,0.5195,0.4805,0.78,0.22,0.8154,0.1848,0.1733,0.8267,0.1968,0.803,0.4805,0.5195
./uieb_dataset/reference-890/129_img_.png,0.0851,0.915,0.1733,0.8267,0.02162,0.9785,0.22,0.78,0.4805,0.5195,0.1993,0.801,0.0901,0.9097,0.363,0.637,0.1009,0.899,0.8687,0.1312,0.755,0.2451,0.972,0.02802,0.854,0.1461,0.7607,0.2394,0.09534,0.905,0.02097,0.979,0.9434,0.05664
./uieb_dataset/reference-890/616_img_.png,0.3738,0.626,0.1294,0.8706,0.461,0.539,0.749,0.251,0.4805,0.5195,0.11597,0.8843,0.331,0.669,0.4766,0.5234,0.2422,0.758,0.63,0.37,0.785,0.2147,0.604,0.396,0.808,0.1919,0.6187,0.381,0.2255,0.7744,0.10376,0.8965,0.8613,0.1384
./uieb_dataset/reference-890/446_img_.png,0.291,0.709,0.4226,0.5776,0.1442,0.856,0.867,0.1329,0.461,0.539,0.04535,0.9546,0.0851,0.915,0.1348,0.865,0.8335,0.1666,0.7217,0.2783,0.1348,0.865,0.801,0.1993,0.648,0.3523,0.4036,0.596,0.07587,0.9243,0.314,0.686,0.3208,0.679
./uieb_dataset/reference-890/530_img_.png,0.5195,0.4805,0.3108,0.6895,0.07697,0.923,0.941,0.0592,0.662,0.3381,0.0695,0.9307,0.07263,0.9272,0.4805,0.5195,0.0863,0.9136,0.916,0.08386,0.4036,0.596,0.8223,0.1779,0.793,0.2069,0.4072,0.593,0.1666,0.8335,0.558,0.4417,0.8174,0.1824
./uieb_dataset/reference-890/757_img_.png,0.2147,0.785,0.4302,0.57,0.2069,0.793,0.2069,0.793,0.8057,0.1943,0.3381,0.662,0.07697,0.923,0.539,0.461,0.3416,0.658,0.9575,0.04272,0.5815,0.4187,0.535,0.4648,0.644,0.3557,0.662,0.3381,0.2568,0.743,0.314,0.686,0.8267,0.1733
./uieb_dataset/reference-890/188_img_.png,0.05185,0.948,0.2847,0.7153,0.314,0.686,0.4263,0.5737,0.496,0.504,0.3667,0.6333,0.0237,0.976,0.3208,0.679,0.1052,0.895,0.693,0.3074,0.9365,0.0637,0.801,0.1993,0.8335,0.1666,0.734,0.2659,0.7153,0.2847,0.11127,0.8887,0.997,0.002846
./uieb_dataset/reference-890/2787.png,0.876,0.1242,0.6113,0.3887,0.2598,0.74,0.1755,0.824,0.696,0.304,0.1242,0.876,0.396,0.604,0.304,0.696,0.84,0.1603,0.6226,0.3774,0.1442,0.856,0.7773,0.2227,0.858,0.1422,0.793,0.2069,0.801,0.1993,0.0995,0.9004,0.4844,0.5156
./uieb_dataset/reference-890/215_img_.png,0.3008,0.699,0.363,0.637,0.2751,0.725,0.2974,0.7026,0.772,0.2281,0.2043,0.796,0.094,0.906,0.63,0.37,0.3416,0.658,0.801,0.1993,0.8887,0.11127,0.6,0.4,0.8613,0.1384,0.4805,0.5195,0.4417,0.558,0.0666,0.9336,0.955,0.04468
./uieb_dataset/reference-890/330_img_.png,0.5234,0.4766,0.3208,0.679,0.2568,0.743,0.876,0.1242,0.152,0.848,0.03677,0.9634,0.5737,0.4263,0.2394,0.7607,0.2598,0.74,0.8057,0.1943,0.1023,0.8975,0.976,0.0237,0.4072,0.593,0.4263,0.5737,0.1422,0.858,0.1561,0.8438,0.84,0.1603
./uieb_dataset/reference-890/9947.png,0.7124,0.2878,0.6074,0.3923,0.2451,0.755,0.3174,0.6826,0.2451,0.755,0.04025,0.96,0.291,0.709,0.5156,0.4844,0.5156,0.4844,0.558,0.4417,0.6113,0.3887,0.6724,0.3276,0.854,0.1461,0.539,0.461,0.734,0.2659,0.1225,0.8774,0.788,0.212
./uieb_dataset/reference-890/878_img_.png,0.381,0.6187,0.37,0.63,0.3276,0.6724,0.7607,0.2394,0.648,0.3523,0.07587,0.9243,0.0914,0.9087,0.4111,0.589,0.5737,0.4263,0.9004,0.0995,0.658,0.3416,0.626,0.3738,0.752,0.248,0.709,0.291,0.1082,0.8916,0.4727,0.5273,0.6826,0.3174
./uieb_dataset/reference-890/326_img_.png,0.3345,0.6655,0.304,0.696,0.5156,0.4844,0.231,0.769,0.05664,0.9434,0.0792,0.921,0.1561,0.8438,0.615,0.385,0.3486,0.6514,0.8633,0.1366,0.6826,0.3174,0.7188,0.2815,0.8438,0.1561,0.5737,0.4263,0.3774,0.6226,0.8438,0.1561,0.2255,0.7744
./uieb_dataset/reference-890/405_img_.png,0.1582,0.842,0.2338,0.766,0.04535,0.9546,0.881,0.1192,0.725,0.2751,0.0575,0.9424,0.1666,0.8335,0.4072,0.593,0.3108,0.6895,0.662,0.3381,0.3738,0.626,0.676,0.3242,0.5815,0.4187,0.725,0.2751,0.0666,0.9336,0.5234,0.4766,0.929,0.07056
./uieb_dataset/reference-890/8046.png,0.3074,0.693,0.2568,0.743,0.813,0.1871,0.923,0.07697,0.3557,0.644,0.1348,0.865,0.1294,0.8706,0.1871,0.813,0.911,0.0888,0.755,0.2451,0.363,0.637,0.6895,0.3108,0.905,0.09534,0.6826,0.3174,0.2095,0.7905,0.3774,0.6226,0.3557,0.644
./uieb_dataset/reference-890/510_img_.png,0.212,0.788,0.3452,0.655,0.248,0.752,0.876,0.1242,0.725,0.2751,0.1384,0.8613,0.07367,0.9263,0.766,0.2338,0.2659,0.734,0.848,0.152,0.8823,0.11755,0.385,0.615,0.887,0.1128,0.4922,0.508,0.496,0.504,0.3074,0.693,0.946,0.0542
./uieb_dataset/reference-890/837_img_.png,0.915,0.0851,0.4922,0.508,0.0534,0.947,0.6113,0.3887,0.858,0.1422,0.0716,0.928,0.1896,0.8105,0.4072,0.593,0.1848,0.8154,0.96,0.04025,0.1277,0.8726,0.699,0.3008,0.6655,0.3345,0.746,0.254,0.1824,0.8174,0.2751,0.725,0.3523,0.648
./uieb_dataset/reference-890/18_img_.png,0.08154,0.9185,0.3108,0.6895,0.0223,0.9775,0.0695,0.9307,0.551,0.4495,0.2043,0.796,0.3242,0.676,0.4495,0.551,0.1993,0.801,0.2069,0.793,0.9194,0.0804,0.928,0.0716,0.655,0.3452,0.82,0.18,0.813,0.1871,0.03516,0.965,0.986,0.01428
./uieb_dataset/reference-890/400_img_.png,0.254,0.746,0.1646,0.8354,0.02518,0.9746,0.939,0.06097,0.8115,0.1884,0.04742,0.9526,0.248,0.752,0.11755,0.8823,0.4688,0.5312,0.9707,0.02931,0.126,0.874,0.7827,0.2173,0.7056,0.2942,0.752,0.248,0.0888,0.911,0.07697,0.923,0.8105,0.1896
./uieb_dataset/reference-890/366_img_.png,0.4,0.6,0.331,0.669,0.676,0.3242,0.867,0.1329,0.1848,0.8154,0.01495,0.985,0.5195,0.4805,0.679,0.3208,0.2366,0.7637,0.975,0.0248,0.3486,0.6514,0.558,0.4417,0.788,0.212,0.3523,0.648,0.3523,0.648,0.539,0.461,0.8267,0.1733
./uieb_dataset/reference-890/211_img_.png,0.02129,0.9785,0.5312,0.4688,0.1384,0.8613,0.0542,0.946,0.905,0.09534,0.231,0.769,0.04468,0.955,0.6074,0.3923,0.1896,0.8105,0.758,0.2422,0.95,0.0496,0.8267,0.1733,0.7744,0.2255,0.626,0.3738,0.9033,0.0967,0.09534,0.905,0.9927,0.007347
./uieb_dataset/reference-890/290_img_.png,0.3887,0.6113,0.434,0.566,0.4,0.6,0.6406,0.3594,0.1666,0.8335,0.0511,0.9487,0.434,0.566,0.4377,0.562,0.3452,0.655,0.749,0.251,0.585,0.4148,0.808,0.1919,0.699,0.3008,0.539,0.461,0.63,0.37,0.055,0.945,0.7153,0.2847
./uieb_dataset/reference-890/831_img_.png,0.4727,0.5273,0.3594,0.6406,0.5815,0.4187,0.9727,0.02759,0.693,0.3074,0.0695,0.9307,0.0827,0.9175,0.3667,0.6333,0.0995,0.9004,0.8174,0.1824,0.3345,0.6655,0.589,0.4111,0.9097,0.0901,0.74,0.2598,0.272,0.728,0.8457,0.154,0.824,0.1755
./uieb_dataset/reference-890/769_img_.png,0.0336,0.9663,0.566,0.434,0.22,0.78,0.813,0.1871,0.709,0.291,0.272,0.728,0.03732,0.963,0.5737,0.4263,0.3208,0.679,0.854,0.1461,0.5737,0.4263,0.82,0.18,0.508,0.4922,0.3345,0.6655,0.381,0.6187,0.0792,0.921,0.951,0.04886
./uieb_dataset/reference-890/811_img_.png,0.743,0.2568,0.6113,0.3887,0.8154,0.1848,0.304,0.696,0.3174,0.6826,0.1824,0.8174,0.1779,0.8223,0.7773,0.2227,0.793,0.2069,0.9434,0.05664,0.254,0.746,0.589,0.4111,0.734,0.2659,0.63,0.37,0.331,0.669,0.01363,0.9863,0.6826,0.3174
./uieb_dataset/reference-890/3001.png,0.231,0.769,0.604,0.396,0.1404,0.86,0.876,0.1242,0.785,0.2147,0.1312,0.8687,0.3381,0.662,0.4456,0.5547,0.686,0.314,0.3923,0.6074,0.1067,0.893,0.4805,0.5195,0.8887,0.11127,0.585,0.4148,0.8267,0.1733,0.829,0.171,0.749,0.251
./uieb_dataset/reference-890/745_img_.png,0.2173,0.7827,0.2751,0.725,0.4263,0.5737,0.8965,0.10376,0.8154,0.1848,0.1348,0.865,0.1582,0.842,0.7026,0.2974,0.1422,0.858,0.808,0.1919,0.6724,0.3276,0.2568,0.743,0.852,0.1481,0.6,0.4,0.314,0.686,0.558,0.4417,0.928,0.0716
./uieb_dataset/reference-890/3_img_.png,0.02718,0.9727,0.231,0.769,0.01385,0.9863,0.8438,0.1561,0.8267,0.1733,0.05032,0.9497,0.2338,0.766,0.2942,0.7056,0.2974,0.7026,0.8457,0.154,0.5156,0.4844,0.3923,0.6074,0.876,0.1242,0.566,0.434,0.1896,0.8105,0.2227,0.7773,0.9194,0.0804
./uieb_dataset/reference-890/130_img_.png,0.04672,0.953,0.3923,0.6074,0.8354,0.1646,0.6113,0.3887,0.8975,0.1023,0.1561,0.8438,0.0695,0.9307,0.658,0.3416,0.03568,0.9644,0.9424,0.0575,0.801,0.1993,0.539,0.461,0.793,0.2069,0.6826,0.3174,0.363,0.637,0.1733,0.8267,0.9946,0.005302
./uieb_dataset/reference-890/797_img_.png,0.755,0.2451,0.3381,0.662,0.6655,0.3345,0.4922,0.508,0.9185,0.08154,0.2147,0.785,0.1097,0.89,0.693,0.3074,0.4805,0.5195,0.9634,0.03677,0.5156,0.4844,0.385,0.615,0.922,0.07806,0.6,0.4,0.22,0.78,0.304,0.696,0.7188,0.2815
./uieb_dataset/reference-890/629_img_.png,0.0601,0.94,0.1779,0.8223,0.3594,0.6406,0.772,0.2281,0.3738,0.626,0.18,0.82,0.055,0.945,0.385,0.615,0.22,0.78,0.5737,0.4263,0.7124,0.2878,0.854,0.1461,0.8105,0.1896,0.772,0.2281,0.22,0.78,0.0695,0.9307,0.945,0.055
./uieb_dataset/reference-890/6062.png,0.2422,0.758,0.2173,0.7827,0.543,0.457,0.8267,0.1733,0.496,0.504,0.0851,0.915,0.4072,0.593,0.2043,0.796,0.8857,0.1144,0.916,0.08386,0.0637,0.9365,0.6074,0.3923,0.796,0.2043,0.6187,0.381,0.1943,0.8057,0.63,0.37,0.385,0.615
./uieb_dataset/reference-890/708_img_.png,0.272,0.728,0.1848,0.8154,0.4036,0.596,0.84,0.1603,0.589,0.4111,0.055,0.945,0.1294,0.8706,0.655,0.3452,0.1144,0.8857,0.7905,0.2095,0.755,0.2451,0.679,0.3208,0.856,0.1442,0.5156,0.4844,0.4,0.6,0.4805,0.5195,0.907,0.0927
./uieb_dataset/reference-890/764_img_.png,0.09534,0.905,0.231,0.769,0.3774,0.6226,0.1422,0.858,0.813,0.1871,0.1871,0.813,0.1277,0.8726,0.596,0.4036,0.0995,0.9004,0.5,0.5,0.921,0.0792,0.899,0.1009,0.82,0.18,0.4805,0.5195,0.6406,0.3594,0.1294,0.8706,0.9727,0.02759
./uieb_dataset/reference-890/828_img_.png,0.2422,0.758,0.4226,0.5776,0.0601,0.94,0.922,0.07806,0.7217,0.2783,0.04672,0.953,0.04742,0.9526,0.3276,0.6724,0.0248,0.975,0.74,0.2598,0.4072,0.593,0.7983,0.2018,0.86,0.1404,0.5156,0.4844,0.1561,0.8438,0.63,0.37,0.8057,0.1943
./uieb_dataset/reference-890/816_img_.png,0.2659,0.734,0.1824,0.8174,0.03021,0.9697,0.2338,0.766,0.2018,0.7983,0.331,0.669,0.1082,0.8916,0.3923,0.6074,0.1646,0.8354,0.8105,0.1896,0.9263,0.07367,0.848,0.152,0.854,0.1461,0.8354,0.1646,0.2394,0.7607,0.1968,0.803,0.84,0.1603
./uieb_dataset/reference-890/721_img_.png,0.3557,0.644,0.5117,0.4883,0.585,0.4148,0.7905,0.2095,0.796,0.2043,0.1733,0.8267,0.1225,0.8774,0.731,0.269,0.2366,0.7637,0.9087,0.0914,0.6113,0.3887,0.4,0.6,0.895,0.1052,0.539,0.461,0.3738,0.626,0.4534,0.547,0.8916,0.1082
./uieb_dataset/reference-890/50_img_.png,0.3667,0.6333,0.396,0.604,0.4534,0.547,0.758,0.2422,0.921,0.0792,0.2751,0.725,0.03964,0.9604,0.2598,0.74,0.6655,0.3345,0.9473,0.0526,0.4456,0.5547,0.4495,0.551,0.824,0.1755,0.8267,0.1733,0.1461,0.854,0.6895,0.3108,0.9253,0.07477
./uieb_dataset/reference-890/753_img_.png,0.2568,0.743,0.3345,0.6655,0.6514,0.3486,0.958,0.04208,0.951,0.04886,0.0695,0.9307,0.1755,0.824,0.2751,0.725,0.7983,0.2018,0.9272,0.07263,0.126,0.874,0.4844,0.5156,0.8057,0.1943,0.461,0.539,0.1624,0.8374,0.696,0.304,0.82,0.18
./uieb_dataset/reference-890/605_img_.png,0.1082,0.8916,0.3008,0.699,0.8105,0.1896,0.8916,0.1082,0.7827,0.2173,0.1848,0.8154,0.2069,0.793,0.813,0.1871,0.1919,0.808,0.785,0.2147,0.769,0.231,0.4417,0.558,0.9004,0.0995,0.4922,0.508,0.3416,0.658,0.1666,0.8335,0.939,0.06097
./uieb_dataset/reference-890/611_img_.png,0.2227,0.7773,0.2659,0.734,0.18,0.82,0.86,0.1404,0.5273,0.4727,0.1688,0.831,0.0967,0.9033,0.434,0.566,0.461,0.539,0.9756,0.02443,0.5195,0.4805,0.6406,0.3594,0.874,0.126,0.7153,0.2847,0.2043,0.796,0.1993,0.801,0.699,0.3008
./uieb_dataset/reference-890/9554.png,0.3208,0.679,0.551,0.4495,0.6187,0.381,0.9004,0.0995,0.457,0.543,0.04208,0.958,0.2394,0.7607,0.5737,0.4263,0.2227,0.7773,0.314,0.686,0.4036,0.596,0.3452,0.655,0.858,0.1422,0.3774,0.6226,0.852,0.1481,0.879,0.12085,0.5117,0.4883
./uieb_dataset/reference-890/98_img_.png,0.5776,0.4226,0.5,0.5,0.1082,0.8916,0.9614,0.03845,0.6187,0.381,0.11597,0.8843,0.1422,0.858,0.1848,0.8154,0.1824,0.8174,0.1144,0.8857,0.1755,0.824,0.626,0.3738,0.772,0.2281,0.728,0.272,0.396,0.604,0.8223,0.1779,0.728,0.272
./uieb_dataset/reference-890/893_img_.png,0.7827,0.2173,0.5117,0.4883,0.06854,0.9316,0.6074,0.3923,0.2422,0.758,0.2043,0.796,0.2255,0.7744,0.1646,0.8354,0.3276,0.6724,0.1404,0.86,0.4534,0.547,0.709,0.291,0.8916,0.1082,0.89,0.1097,0.686,0.314,0.1277,0.8726,0.6514,0.3486
./uieb_dataset/reference-890/370_img_.png,0.2659,0.734,0.5156,0.4844,0.055,0.945,0.6226,0.3774,0.6514,0.3486,0.2018,0.7983,0.3276,0.6724,0.1422,0.858,0.2568,0.743,0.2227,0.7773,0.4148,0.585,0.9663,0.0336,0.6333,0.3667,0.848,0.152,0.626,0.3738,0.04672,0.953,0.9185,0.08154
./uieb_dataset/reference-890/2774.png,0.4805,0.5195,0.5312,0.4688,0.3923,0.6074,0.00899,0.991,0.381,0.6187,0.1366,0.8633,0.7637,0.2366,0.434,0.566,0.9487,0.0511,0.725,0.2751,0.2451,0.755,0.461,0.539,0.8354,0.1646,0.7905,0.2095,0.637,0.363,0.00885,0.991,0.385,0.615
