,"['Accurate Color Representation', 'Blue/Green Color Cast']_1","['Accurate Color Representation', 'Blue/Green Color Cast']_2","['Backlit Subjects', 'Frontlit Subjects']_1","['Backlit Subjects', 'Frontlit Subjects']_2","['Soft Focus', 'Sharp Detail']_1","['Soft Focus', 'Sharp Detail']_2","['Wide Angle', 'Macro']_1","['Wide Angle', 'Macro']_2","['Underexposed', 'Overexposed']_1","['Underexposed', 'Overexposed']_2","['Shallow Depth of Field', 'Deep Depth of Field']_1","['Shallow Depth of Field', 'Deep Depth of Field']_2","['High ISO Noise', 'Low ISO Clarity']_1","['High ISO Noise', 'Low ISO Clarity']_2","['Filtered Light', 'Direct Light']_1","['Filtered Light', 'Direct Light']_2","['Dynamic Movement', 'Static Calm']_1","['Dynamic Movement', 'Static Calm']_2","['Clarity', 'Murkiness']_1","['Clarity', 'Murkiness']_2","['Textured Surfaces', 'Smooth Surfaces']_1","['Textured Surfaces', 'Smooth Surfaces']_2","['Top-Down View', 'Eye-Level View']_1","['Top-Down View', 'Eye-Level View']_2","['Natural Ambient Light', 'Artificial Light']_1","['Natural Ambient Light', 'Artificial Light']_2","['Unaltered Colors', 'Color Enhanced']_1","['Unaltered Colors', 'Color Enhanced']_2","['Organic Shapes', 'Geometric Structures']_1","['Organic Shapes', 'Geometric Structures']_2","['Silhouetted', 'Illuminated Subjects']_1","['Silhouetted', 'Illuminated Subjects']_2","['Foreground Interest', 'Background Dominance']_1","['Foreground Interest', 'Background Dominance']_2"
./uieb_dataset/raw-890/767_img_.png,0.18,0.82,0.535,0.4648,0.4805,0.5195,0.973,0.02676,0.9424,0.0575,0.1097,0.89,0.1779,0.8223,0.504,0.496,0.15,0.85,0.6724,0.3276,0.37,0.63,0.314,0.686,0.7124,0.2878,0.604,0.396,0.3008,0.699,0.8843,0.11597,0.8774,0.1225
./uieb_dataset/raw-890/2701.png,0.644,0.3557,0.304,0.696,0.1871,0.813,0.3486,0.6514,0.914,0.0857,0.0666,0.9336,0.3557,0.644,0.551,0.4495,0.8335,0.1666,0.867,0.1329,0.3208,0.679,0.637,0.363,0.874,0.126,0.7056,0.2942,0.4883,0.5117,0.1779,0.8223,0.5156,0.4844
./uieb_dataset/raw-890/750_img_.png,0.2751,0.725,0.6406,0.3594,0.8774,0.1225,0.755,0.2451,0.752,0.248,0.0914,0.9087,0.1666,0.8335,0.5234,0.4766,0.4263,0.5737,0.676,0.3242,0.8857,0.1144,0.3594,0.6406,0.801,0.1993,0.496,0.504,0.535,0.4648,0.589,0.4111,0.9272,0.07263
./uieb_dataset/raw-890/9557.png,0.171,0.829,0.5,0.5,0.626,0.3738,0.9326,0.06757,0.2598,0.74,0.1646,0.8354,0.1624,0.8374,0.1943,0.8057,0.1582,0.842,0.1348,0.865,0.0981,0.902,0.2783,0.7217,0.9307,0.0695,0.8887,0.11127,0.604,0.396,0.74,0.2598,0.6655,0.3345
./uieb_dataset/raw-890/285_img_.png,0.1582,0.842,0.3452,0.655,0.6,0.4,0.879,0.12085,0.4844,0.5156,0.2281,0.772,0.04468,0.955,0.1404,0.86,0.566,0.434,0.7773,0.2227,0.1144,0.8857,0.535,0.4648,0.858,0.1422,0.8843,0.11597,0.1242,0.876,0.4148,0.585,0.686,0.314
./uieb_dataset/raw-890/261_img_.png,0.0666,0.9336,0.3174,0.6826,0.829,0.171,0.3486,0.6514,0.696,0.304,0.3416,0.658,0.0379,0.962,0.5776,0.4226,0.07806,0.922,0.6074,0.3923,0.749,0.251,0.8267,0.1733,0.876,0.1242,0.893,0.1067,0.585,0.4148,0.291,0.709,0.969,0.03067
./uieb_dataset/raw-890/735_img_.png,0.1009,0.899,0.4072,0.593,0.829,0.171,0.89,0.1097,0.772,0.2281,0.1128,0.887,0.02443,0.9756,0.539,0.461,0.0496,0.95,0.946,0.0542,0.63,0.37,0.6,0.4,0.86,0.1404,0.7056,0.2942,0.2783,0.7217,0.2847,0.7153,0.9644,0.03568
./uieb_dataset/raw-890/713_img_.png,0.3208,0.679,0.212,0.788,0.0851,0.915,0.9355,0.06464,0.5312,0.4688,0.0326,0.9673,0.1666,0.8335,0.2366,0.7637,0.05582,0.9443,0.7188,0.2815,0.18,0.82,0.7827,0.2173,0.693,0.3074,0.5815,0.4187,0.03732,0.963,0.746,0.254,0.829,0.171
./uieb_dataset/raw-890/206_img_.png,0.0995,0.9004,0.1968,0.803,0.3486,0.6514,0.7607,0.2394,0.504,0.496,0.2018,0.7983,0.1329,0.867,0.4111,0.589,0.1128,0.887,0.4883,0.5117,0.84,0.1603,0.5776,0.4226,0.876,0.1242,0.824,0.1755,0.1481,0.852,0.0927,0.907,0.982,0.01826
./uieb_dataset/raw-890/690_img_.png,0.02718,0.9727,0.4456,0.5547,0.0346,0.9653,0.03906,0.961,0.998,0.001867,0.0995,0.9004,0.396,0.604,0.535,0.4648,0.04083,0.959,0.4883,0.5117,0.8887,0.11127,0.7026,0.2974,0.3667,0.6333,0.7153,0.2847,0.8774,0.1225,0.231,0.769,0.9746,0.02556
./uieb_dataset/raw-890/759_img_.png,0.2281,0.772,0.7217,0.2783,0.662,0.3381,0.9683,0.03162,0.693,0.3074,0.0695,0.9307,0.2227,0.7773,0.593,0.4072,0.263,0.7373,0.551,0.4495,0.4,0.6,0.3381,0.662,0.7217,0.2783,0.749,0.251,0.2281,0.772,0.3557,0.644,0.8223,0.1779
./uieb_dataset/raw-890/172_img_.png,0.007935,0.992,0.4263,0.5737,0.63,0.37,0.865,0.1348,0.7124,0.2878,0.1097,0.89,0.1294,0.8706,0.686,0.314,0.0914,0.9087,0.725,0.2751,0.858,0.1422,0.658,0.3416,0.8154,0.1848,0.4648,0.535,0.4534,0.547,0.0592,0.941,0.995,0.004906
./uieb_dataset/raw-890/821_img_.png,0.867,0.1329,0.314,0.686,0.055,0.945,0.3923,0.6074,0.2568,0.743,0.2043,0.796,0.4072,0.593,0.3887,0.6113,0.0914,0.9087,0.1144,0.8857,0.547,0.4534,0.457,0.543,0.679,0.3208,0.8105,0.1896,0.63,0.37,0.1422,0.858,0.3276,0.6724
./uieb_dataset/raw-890/639_img_.png,0.1871,0.813,0.0695,0.9307,0.2366,0.7637,0.3276,0.6724,0.8916,0.1082,0.251,0.749,0.1666,0.8335,0.461,0.539,0.07477,0.9253,0.4922,0.508,0.6113,0.3887,0.772,0.2281,0.7124,0.2878,0.8438,0.1561,0.1733,0.8267,0.0914,0.9087,0.953,0.04672
./uieb_dataset/raw-890/70_img_.png,0.05185,0.948,0.2568,0.743,0.593,0.4072,0.8823,0.11755,0.1666,0.8335,0.04025,0.96,0.254,0.746,0.604,0.396,0.154,0.8457,0.693,0.3074,0.3887,0.6113,0.2147,0.785,0.535,0.4648,0.78,0.22,0.4534,0.547,0.1348,0.865,0.4648,0.535
./uieb_dataset/raw-890/466_img_.png,0.304,0.696,0.3523,0.648,0.0967,0.9033,0.9307,0.0695,0.648,0.3523,0.3008,0.699,0.2451,0.755,0.3667,0.6333,0.0876,0.9126,0.5,0.5,0.3486,0.6514,0.4302,0.57,0.8633,0.1366,0.86,0.1404,0.1442,0.856,0.1848,0.8154,0.585,0.4148
./uieb_dataset/raw-890/129_img_.png,0.01718,0.983,0.1688,0.831,0.02129,0.9785,0.589,0.4111,0.648,0.3523,0.1052,0.895,0.1943,0.8057,0.2847,0.7153,0.1082,0.8916,0.7373,0.263,0.562,0.4377,0.867,0.1329,0.7905,0.2095,0.7188,0.2815,0.0851,0.915,0.1009,0.899,0.848,0.152
./uieb_dataset/raw-890/616_img_.png,0.4377,0.562,0.126,0.874,0.263,0.7373,0.7026,0.2974,0.6,0.4,0.1688,0.831,0.3774,0.6226,0.4036,0.596,0.1442,0.856,0.699,0.3008,0.593,0.4072,0.7217,0.2783,0.7983,0.2018,0.758,0.2422,0.07367,0.9263,0.231,0.769,0.7056,0.2942
./uieb_dataset/raw-890/446_img_.png,0.08154,0.9185,0.381,0.6187,0.152,0.848,0.793,0.2069,0.788,0.212,0.03021,0.9697,0.12085,0.879,0.1384,0.8613,0.7153,0.2847,0.6,0.4,0.05032,0.9497,0.6074,0.3923,0.543,0.457,0.4844,0.5156,0.0526,0.9473,0.385,0.615,0.2147,0.785
./uieb_dataset/raw-890/530_img_.png,0.2255,0.7744,0.231,0.769,0.0592,0.941,0.9473,0.0526,0.6826,0.3174,0.07263,0.9272,0.0901,0.9097,0.457,0.543,0.05582,0.9443,0.86,0.1404,0.381,0.6187,0.752,0.248,0.84,0.1603,0.4883,0.5117,0.11597,0.8843,0.5156,0.4844,0.8154,0.1848
./uieb_dataset/raw-890/757_img_.png,0.2227,0.7773,0.504,0.496,0.1312,0.8687,0.4263,0.5737,0.902,0.0981,0.3667,0.6333,0.0981,0.902,0.4187,0.5815,0.381,0.6187,0.929,0.07056,0.3594,0.6406,0.696,0.304,0.5,0.5,0.5776,0.4226,0.1666,0.8335,0.4922,0.508,0.785,0.2147
./uieb_dataset/raw-890/188_img_.png,0.11755,0.8823,0.4417,0.558,0.434,0.566,0.5,0.5,0.4648,0.535,0.381,0.6187,0.01616,0.984,0.3108,0.6895,0.2227,0.7773,0.547,0.4534,0.9033,0.0967,0.796,0.2043,0.8687,0.1312,0.74,0.2598,0.5195,0.4805,0.2281,0.772,0.9775,0.0223
./uieb_dataset/raw-890/2787.png,0.4805,0.5195,0.5273,0.4727,0.07697,0.923,0.2281,0.772,0.8374,0.1624,0.05032,0.9497,0.57,0.4302,0.1919,0.808,0.772,0.2281,0.4226,0.5776,0.11597,0.8843,0.7744,0.2255,0.788,0.212,0.8267,0.1733,0.813,0.1871,0.2451,0.755,0.3242,0.676
./uieb_dataset/raw-890/215_img_.png,0.3108,0.6895,0.3452,0.655,0.57,0.4302,0.662,0.3381,0.796,0.2043,0.272,0.728,0.05835,0.942,0.543,0.457,0.1646,0.8354,0.842,0.1582,0.8374,0.1624,0.4844,0.5156,0.9326,0.06757,0.85,0.15,0.2227,0.7773,0.1688,0.831,0.9756,0.02443
./uieb_dataset/raw-890/330_img_.png,0.8687,0.1312,0.1755,0.824,0.251,0.749,0.709,0.291,0.12085,0.879,0.0379,0.962,0.2659,0.734,0.269,0.731,0.1824,0.8174,0.959,0.04083,0.09534,0.905,0.86,0.1404,0.6187,0.381,0.4727,0.5273,0.06464,0.9355,0.2451,0.755,0.562,0.4377
./uieb_dataset/raw-890/9947.png,0.725,0.2751,0.543,0.457,0.3923,0.6074,0.539,0.461,0.1981,0.802,0.10376,0.8965,0.2847,0.7153,0.504,0.496,0.4036,0.596,0.3923,0.6074,0.5156,0.4844,0.604,0.396,0.893,0.1067,0.829,0.171,0.6655,0.3345,0.0967,0.9033,0.8965,0.10376
./uieb_dataset/raw-890/878_img_.png,0.05582,0.9443,0.2751,0.725,0.3667,0.6333,0.8105,0.1896,0.4883,0.5117,0.07806,0.922,0.2878,0.7124,0.3108,0.6895,0.793,0.2069,0.85,0.15,0.5,0.5,0.6187,0.381,0.6655,0.3345,0.6226,0.3774,0.06757,0.9326,0.3923,0.6074,0.4495,0.551
./uieb_dataset/raw-890/326_img_.png,0.2255,0.7744,0.22,0.78,0.4844,0.5156,0.126,0.874,0.07263,0.9272,0.07477,0.9253,0.1404,0.86,0.6333,0.3667,0.4111,0.589,0.8975,0.1023,0.6406,0.3594,0.4688,0.5312,0.803,0.1968,0.679,0.3208,0.1871,0.813,0.769,0.231,0.1329,0.867
./uieb_dataset/raw-890/405_img_.png,0.0496,0.95,0.1993,0.801,0.04337,0.9565,0.8267,0.1733,0.709,0.291,0.04886,0.951,0.1329,0.867,0.543,0.457,0.1733,0.8267,0.8633,0.1366,0.1067,0.893,0.8223,0.1779,0.5273,0.4727,0.676,0.3242,0.1225,0.8774,0.6074,0.3923,0.766,0.2338
./uieb_dataset/raw-890/8046.png,0.03845,0.9614,0.4,0.6,0.7827,0.2173,0.9863,0.01343,0.5,0.5,0.0967,0.9033,0.251,0.749,0.1733,0.8267,0.7026,0.2974,0.842,0.1582,0.12085,0.879,0.589,0.4111,0.699,0.3008,0.63,0.37,0.1348,0.865,0.8174,0.1824,0.3174,0.6826
./uieb_dataset/raw-890/510_img_.png,0.05664,0.9434,0.4688,0.5312,0.3008,0.699,0.86,0.1404,0.854,0.1461,0.0967,0.9033,0.1144,0.8857,0.658,0.3416,0.22,0.78,0.788,0.212,0.766,0.2338,0.4,0.6,0.9126,0.0876,0.731,0.269,0.4072,0.593,0.6113,0.3887,0.906,0.094
./uieb_dataset/raw-890/837_img_.png,0.84,0.1603,0.4495,0.551,0.1779,0.8223,0.84,0.1603,0.876,0.1242,0.1481,0.852,0.1277,0.8726,0.2394,0.7607,0.1582,0.842,0.9487,0.0511,0.07587,0.9243,0.6,0.4,0.8335,0.1666,0.8633,0.1366,0.2451,0.755,0.2815,0.7188,0.4111,0.589
./uieb_dataset/raw-890/18_img_.png,0.04813,0.9517,0.2815,0.7188,0.4766,0.5234,0.74,0.2598,0.803,0.1968,0.12085,0.879,0.11127,0.8887,0.461,0.539,0.04535,0.9546,0.3774,0.6226,0.4495,0.551,0.8223,0.1779,0.831,0.1688,0.8887,0.11127,0.5273,0.4727,0.154,0.8457,0.916,0.08386
./uieb_dataset/raw-890/400_img_.png,0.04813,0.9517,0.1824,0.8174,0.03284,0.9673,0.906,0.094,0.9136,0.0863,0.02676,0.973,0.248,0.752,0.1366,0.8633,0.457,0.543,0.9746,0.02556,0.1348,0.865,0.74,0.2598,0.6406,0.3594,0.6074,0.3923,0.05835,0.942,0.0863,0.9136,0.676,0.3242
./uieb_dataset/raw-890/366_img_.png,0.3887,0.6113,0.3208,0.679,0.604,0.396,0.854,0.1461,0.2394,0.7607,0.02759,0.9727,0.4148,0.585,0.693,0.3074,0.1688,0.831,0.9644,0.03568,0.396,0.604,0.4883,0.5117,0.8057,0.1943,0.5117,0.4883,0.2018,0.7983,0.4844,0.5156,0.746,0.254
./uieb_dataset/raw-890/211_img_.png,0.1848,0.8154,0.6655,0.3345,0.6724,0.3276,0.171,0.829,0.842,0.1582,0.2366,0.7637,0.0237,0.976,0.658,0.3416,0.1294,0.8706,0.8057,0.1943,0.874,0.126,0.8354,0.1646,0.858,0.1422,0.699,0.3008,0.8267,0.1733,0.1871,0.813,0.954,0.04602
./uieb_dataset/raw-890/290_img_.png,0.2659,0.734,0.231,0.769,0.2568,0.743,0.824,0.1755,0.1376,0.8623,0.0792,0.921,0.3345,0.6655,0.3276,0.6724,0.37,0.63,0.766,0.2338,0.4187,0.5815,0.8335,0.1666,0.6074,0.3923,0.6514,0.3486,0.2069,0.793,0.044,0.956,0.813,0.1871
./uieb_dataset/raw-890/831_img_.png,0.2598,0.74,0.3738,0.626,0.593,0.4072,0.97,0.02975,0.8774,0.1225,0.04813,0.9517,0.1242,0.876,0.4072,0.593,0.11597,0.8843,0.858,0.1422,0.381,0.6187,0.5117,0.4883,0.879,0.12085,0.6724,0.3276,0.171,0.829,0.848,0.152,0.8105,0.1896
./uieb_dataset/raw-890/769_img_.png,0.04272,0.9575,0.547,0.4534,0.5815,0.4187,0.7744,0.2255,0.314,0.686,0.3594,0.6406,0.0346,0.9653,0.5273,0.4727,0.3276,0.6724,0.8706,0.1294,0.4226,0.5776,0.7637,0.2366,0.6895,0.3108,0.457,0.543,0.4,0.6,0.04083,0.959,0.955,0.04468
./uieb_dataset/raw-890/811_img_.png,0.5776,0.4226,0.504,0.496,0.7905,0.2095,0.1561,0.8438,0.3887,0.6113,0.154,0.8457,0.171,0.829,0.4263,0.5737,0.686,0.314,0.865,0.1348,0.11755,0.8823,0.5273,0.4727,0.788,0.212,0.848,0.152,0.4922,0.508,0.044,0.956,0.3667,0.6333
./uieb_dataset/raw-890/3001.png,0.3486,0.6514,0.558,0.4417,0.08154,0.9185,0.8857,0.1144,0.852,0.1481,0.0237,0.976,0.3416,0.658,0.363,0.637,0.4766,0.5234,0.2043,0.796,0.0496,0.95,0.3667,0.6333,0.755,0.2451,0.4111,0.589,0.9346,0.0656,0.9434,0.05664,0.3557,0.644
./uieb_dataset/raw-890/745_img_.png,0.2974,0.7026,0.2974,0.7026,0.6226,0.3774,0.9194,0.0804,0.82,0.18,0.1366,0.8633,0.1582,0.842,0.4844,0.5156,0.1461,0.854,0.74,0.2598,0.4883,0.5117,0.2018,0.7983,0.8706,0.1294,0.728,0.272,0.331,0.669,0.7188,0.2815,0.879,0.12085
./uieb_dataset/raw-890/3_img_.png,0.1009,0.899,0.1688,0.831,0.00986,0.99,0.7773,0.2227,0.772,0.2281,0.04742,0.9526,0.1943,0.8057,0.2847,0.7153,0.154,0.8457,0.84,0.1603,0.3594,0.6406,0.566,0.434,0.9097,0.0901,0.699,0.3008,0.1312,0.8687,0.2878,0.7124,0.8687,0.1312
./uieb_dataset/raw-890/130_img_.png,0.11755,0.8823,0.2451,0.755,0.937,0.0628,0.734,0.2659,0.796,0.2043,0.2878,0.7124,0.05835,0.942,0.5737,0.4263,0.04813,0.9517,0.9033,0.0967,0.6724,0.3276,0.4148,0.585,0.852,0.1481,0.8223,0.1779,0.1871,0.813,0.3452,0.655,0.989,0.01099
./uieb_dataset/raw-890/797_img_.png,0.731,0.269,0.2847,0.7153,0.6333,0.3667,0.508,0.4922,0.906,0.094,0.2147,0.785,0.0914,0.9087,0.679,0.3208,0.457,0.543,0.9673,0.0326,0.4727,0.5273,0.363,0.637,0.929,0.07056,0.6113,0.3887,0.171,0.829,0.3345,0.6655,0.725,0.2751
./uieb_dataset/raw-890/629_img_.png,0.08386,0.916,0.2147,0.785,0.2598,0.74,0.7124,0.2878,0.4456,0.5547,0.2227,0.7773,0.06464,0.9355,0.396,0.604,0.1733,0.8267,0.4688,0.5312,0.648,0.3523,0.8823,0.11755,0.8843,0.11597,0.8174,0.1824,0.1666,0.8335,0.12085,0.879,0.865,0.1348
./uieb_dataset/raw-890/6062.png,0.3557,0.644,0.22,0.78,0.676,0.3242,0.803,0.1968,0.4263,0.5737,0.04208,0.958,0.3452,0.655,0.2173,0.7827,0.842,0.1582,0.911,0.0888,0.044,0.956,0.731,0.269,0.8057,0.1943,0.589,0.4111,0.3074,0.693,0.788,0.212,0.2598,0.74
./uieb_dataset/raw-890/708_img_.png,0.2394,0.7607,0.2043,0.796,0.551,0.4495,0.7983,0.2018,0.5776,0.4226,0.06464,0.9355,0.07367,0.9263,0.746,0.254,0.0914,0.9087,0.848,0.152,0.7744,0.2255,0.655,0.3452,0.879,0.12085,0.543,0.457,0.3416,0.658,0.4883,0.5117,0.874,0.126
./uieb_dataset/raw-890/764_img_.png,0.2878,0.7124,0.2422,0.758,0.3208,0.679,0.2018,0.7983,0.709,0.291,0.1993,0.801,0.06097,0.939,0.5815,0.4187,0.094,0.906,0.539,0.461,0.9136,0.0863,0.915,0.0851,0.876,0.1242,0.676,0.3242,0.7637,0.2366,0.1582,0.842,0.867,0.1329
./uieb_dataset/raw-890/828_img_.png,0.1993,0.801,0.4226,0.5776,0.05185,0.948,0.915,0.0851,0.793,0.2069,0.04602,0.954,0.04468,0.955,0.3242,0.676,0.02596,0.974,0.709,0.291,0.4072,0.593,0.82,0.18,0.858,0.1422,0.461,0.539,0.1666,0.8335,0.6333,0.3667,0.808,0.1919
./uieb_dataset/raw-890/816_img_.png,0.1404,0.86,0.1733,0.8267,0.04272,0.9575,0.331,0.669,0.2255,0.7744,0.331,0.669,0.0981,0.902,0.381,0.6187,0.1481,0.852,0.7905,0.2095,0.9185,0.08154,0.879,0.12085,0.8438,0.1561,0.8267,0.1733,0.2255,0.7744,0.1733,0.8267,0.8267,0.1733
./uieb_dataset/raw-890/721_img_.png,0.4922,0.508,0.4805,0.5195,0.637,0.363,0.693,0.3074,0.766,0.2338,0.1968,0.803,0.1242,0.876,0.7026,0.2974,0.2173,0.7827,0.915,0.0851,0.6514,0.3486,0.4495,0.551,0.906,0.094,0.558,0.4417,0.381,0.6187,0.4883,0.5117,0.876,0.1242
./uieb_dataset/raw-890/50_img_.png,0.1348,0.865,0.231,0.769,0.755,0.2451,0.829,0.171,0.895,0.1052,0.2227,0.7773,0.04742,0.9526,0.251,0.749,0.4226,0.5776,0.969,0.03067,0.4148,0.585,0.504,0.496,0.793,0.2069,0.858,0.1422,0.1348,0.865,0.3074,0.693,0.8887,0.11127
./uieb_dataset/raw-890/753_img_.png,0.3887,0.6113,0.314,0.686,0.5776,0.4226,0.9443,0.05582,0.981,0.01912,0.0716,0.928,0.0967,0.9033,0.251,0.749,0.699,0.3008,0.9307,0.0695,0.0995,0.9004,0.644,0.3557,0.808,0.1919,0.4883,0.5117,0.1848,0.8154,0.7827,0.2173,0.746,0.254
./uieb_dataset/raw-890/605_img_.png,0.1329,0.867,0.154,0.8457,0.752,0.248,0.6895,0.3108,0.874,0.126,0.231,0.769,0.2598,0.74,0.676,0.3242,0.1128,0.887,0.769,0.231,0.7637,0.2366,0.4148,0.585,0.9126,0.0876,0.766,0.2338,0.0981,0.902,0.2366,0.7637,0.8687,0.1312
./uieb_dataset/raw-890/611_img_.png,0.09534,0.905,0.2394,0.7607,0.2255,0.7744,0.941,0.0592,0.7705,0.2295,0.1824,0.8174,0.11755,0.8823,0.3523,0.648,0.4036,0.596,0.9717,0.02844,0.457,0.543,0.57,0.4302,0.854,0.1461,0.808,0.1919,0.2018,0.7983,0.11127,0.8887,0.7124,0.2878
./uieb_dataset/raw-890/9554.png,0.2568,0.743,0.4844,0.5156,0.854,0.1461,0.956,0.044,0.3887,0.6113,0.04813,0.9517,0.1422,0.858,0.3381,0.662,0.1481,0.852,0.291,0.709,0.3486,0.6514,0.4648,0.535,0.9087,0.0914,0.709,0.291,0.725,0.2751,0.8843,0.11597,0.648,0.3523
./uieb_dataset/raw-890/98_img_.png,0.604,0.396,0.4377,0.562,0.1993,0.801,0.9653,0.0346,0.9033,0.0967,0.126,0.874,0.2338,0.766,0.094,0.906,0.1561,0.8438,0.055,0.945,0.0656,0.9346,0.6724,0.3276,0.755,0.2451,0.808,0.1919,0.4072,0.593,0.856,0.1442,0.604,0.396
./uieb_dataset/raw-890/893_img_.png,0.37,0.63,0.604,0.396,0.0666,0.9336,0.9307,0.0695,0.5,0.5,0.1848,0.8154,0.1848,0.8154,0.1896,0.8105,0.231,0.769,0.2598,0.74,0.3594,0.6406,0.63,0.37,0.905,0.09534,0.899,0.1009,0.543,0.457,0.2974,0.7026,0.551,0.4495
./uieb_dataset/raw-890/370_img_.png,0.2598,0.74,0.4844,0.5156,0.04083,0.959,0.3008,0.699,0.9033,0.0967,0.04813,0.9517,0.6187,0.381,0.1603,0.84,0.363,0.637,0.0542,0.946,0.385,0.615,0.9243,0.07587,0.4534,0.547,0.696,0.304,0.658,0.3416,0.1871,0.813,0.596,0.4036
./uieb_dataset/raw-890/2774.png,0.4727,0.5273,0.4805,0.5195,0.304,0.696,0.02759,0.9727,0.461,0.539,0.10376,0.8965,0.788,0.212,0.3074,0.693,0.938,0.0619,0.4766,0.5234,0.152,0.848,0.5156,0.4844,0.7637,0.2366,0.8105,0.1896,0.6895,0.3108,0.02518,0.9746,0.4036,0.596
./uieb_dataset/raw-890/337_img_.png,0.269,0.731,0.1919,0.808,0.0592,0.941,0.879,0.12085,0.539,0.461,0.02844,0.9717,0.1582,0.842,0.434,0.566,0.01772,0.9824,0.865,0.1348,0.3594,0.6406,0.4302,0.57,0.8105,0.1896,0.4226,0.5776,0.05582,0.9443,0.679,0.3208,0.626,0.3738
./uieb_dataset/raw-890/278_img_.png,0.07367,0.9263,0.1561,0.8438,0.1294,0.8706,0.954,0.04602,0.1067,0.893,0.04672,0.953,0.3074,0.693,0.604,0.396,0.508,0.4922,0.728,0.272,0.63,0.37,0.1666,0.8335,0.734,0.2659,0.7983,0.2018,0.2751,0.725,0.07587,0.9243,0.824,0.1755
./uieb_dataset/raw-890/26_img_.png,0.508,0.4922,0.504,0.496,0.9824,0.01772,0.963,0.03732,0.2942,0.7056,0.269,0.731,0.07477,0.9253,0.3486,0.6514,0.6406,0.3594,0.734,0.2659,0.1666,0.8335,0.3594,0.6406,0.8613,0.1384,0.881,0.1192,0.1023,0.8975,0.4,0.6,0.615,0.385
./uieb_dataset/raw-890/320_img_.png,0.03964,0.9604,0.4495,0.551,0.434,0.566,0.907,0.0927,0.2281,0.772,0.0888,0.911,0.2018,0.7983,0.7827,0.2173,0.2338,0.766,0.7056,0.2942,0.589,0.4111,0.248,0.752,0.7905,0.2095,0.6074,0.3923,0.37,0.63,0.231,0.769,0.676,0.3242
./uieb_dataset/raw-890/729_img_.png,0.07263,0.9272,0.1561,0.8438,0.05582,0.9443,0.8223,0.1779,0.3242,0.676,0.1582,0.842,0.04813,0.9517,0.263,0.7373,0.05835,0.942,0.9243,0.07587,0.2751,0.725,0.772,0.2281,0.7124,0.2878,0.679,0.3208,0.05032,0.9497,0.02998,0.97,0.8438,0.1561
./uieb_dataset/raw-890/334_img_.png,0.396,0.604,0.1614,0.839,0.1294,0.8706,0.1366,0.8633,0.03622,0.964,0.0601,0.94,0.1461,0.854,0.758,0.2422,0.1144,0.8857,0.831,0.1688,0.755,0.2451,0.7983,0.2018,0.4883,0.5117,0.5312,0.4688,0.01343,0.9863,0.07587,0.9243,0.543,0.457
./uieb_dataset/raw-890/209_img_.png,0.2847,0.7153,0.2366,0.7637,0.3523,0.648,0.8706,0.1294,0.6406,0.3594,0.314,0.686,0.03568,0.9644,0.4534,0.547,0.1242,0.876,0.6826,0.3174,0.8267,0.1733,0.658,0.3416,0.9185,0.08154,0.8174,0.1824,0.1779,0.8223,0.1779,0.8223,0.9673,0.0326
./uieb_dataset/raw-890/741_img_.png,0.06757,0.9326,0.263,0.7373,0.3557,0.644,0.1779,0.8223,0.887,0.1128,0.1624,0.8374,0.2974,0.7026,0.5,0.5,0.4148,0.585,0.4302,0.57,0.9175,0.0827,0.6826,0.3174,0.6187,0.381,0.648,0.3523,0.7026,0.2974,0.04147,0.9585,0.9727,0.02718
./uieb_dataset/raw-890/493_img_.png,0.2783,0.7217,0.4534,0.547,0.07697,0.923,0.4534,0.547,0.2422,0.758,0.09534,0.905,0.2878,0.7124,0.1225,0.8774,0.2974,0.7026,0.1277,0.8726,0.4187,0.5815,0.3208,0.679,0.796,0.2043,0.74,0.2598,0.7744,0.2255,0.07697,0.923,0.3774,0.6226
./uieb_dataset/raw-890/154_img_.png,0.18,0.82,0.1779,0.8223,0.86,0.1404,0.658,0.3416,0.7827,0.2173,0.231,0.769,0.07367,0.9263,0.543,0.457,0.08386,0.916,0.8857,0.1144,0.7637,0.2366,0.4534,0.547,0.8726,0.1277,0.8154,0.1848,0.231,0.769,0.254,0.746,0.9824,0.01772
./uieb_dataset/raw-890/781_img_.png,0.2147,0.785,0.3923,0.6074,0.9097,0.0901,0.8687,0.1312,0.911,0.0888,0.1461,0.854,0.04886,0.951,0.6826,0.3174,0.0619,0.938,0.7905,0.2095,0.766,0.2338,0.543,0.457,0.8857,0.1144,0.658,0.3416,0.1943,0.8057,0.37,0.63,0.8916,0.1082
./uieb_dataset/raw-890/578_img_.png,0.152,0.848,0.2451,0.755,0.4302,0.57,0.4766,0.5234,0.4844,0.5156,0.1666,0.8335,0.07367,0.9263,0.658,0.3416,0.272,0.728,0.6,0.4,0.725,0.2751,0.3887,0.6113,0.7188,0.2815,0.874,0.126,0.669,0.331,0.4302,0.57,0.9497,0.05032
./uieb_dataset/raw-890/192_img_.png,0.07806,0.922,0.363,0.637,0.6187,0.381,0.4534,0.547,0.8174,0.1824,0.3074,0.693,0.05835,0.942,0.551,0.4495,0.0927,0.907,0.947,0.0534,0.8057,0.1943,0.7217,0.2783,0.8857,0.1144,0.82,0.18,0.3416,0.658,0.10376,0.8965,0.9863,0.01385
