image,psnr,ssim,Accurate Color Representation,Blue/Green Color Cast,Vibrant and vivid,Dull and washed-out,"Bright, Colorful Underwater Scene","Dim, Desaturated Underwater Colors",Crystal-clear and Unobstructed Scene,Murky and Obscured View,Balanced and Well-Lit view,Underlit scene and Backlit Objects
476.jpg,21.414278030395508,0.8937143683433533,0.6113,0.3887,0.0851,0.915,0.152,0.848,0.906,0.094,0.7744,0.2255
477.jpg,21.158071517944336,0.8735958337783813,0.947,0.0534,0.1422,0.858,0.1779,0.8223,0.8154,0.1848,0.251,0.749
478.jpg,20.261768341064453,0.8946149945259094,0.5547,0.4456,0.8335,0.1666,0.9087,0.0914,0.989,0.01099,0.02002,0.98
479.jpg,19.84532928466797,0.8291106224060059,0.796,0.2043,0.1733,0.8267,0.1023,0.8975,0.9185,0.08154,0.4036,0.596
480.jpg,20.8053035736084,0.8134912252426147,0.84,0.1603,0.2255,0.7744,0.08386,0.916,0.7905,0.2095,0.212,0.788
481.jpg,19.205734252929688,0.7876659035682678,0.4111,0.589,0.3345,0.6655,0.3887,0.6113,0.9316,0.06854,0.3738,0.626
482.jpg,19.77679443359375,0.8214104771614075,0.8457,0.154,0.1968,0.803,0.04147,0.9585,0.923,0.07697,0.709,0.291
483.jpg,20.37535858154297,0.8710044622421265,0.5776,0.4226,0.4727,0.5273,0.662,0.3381,0.9087,0.0914,0.504,0.496
484.jpg,20.795879364013672,0.8582656383514404,0.4148,0.585,0.02065,0.9795,0.0575,0.9424,0.766,0.2338,0.5156,0.4844
485.jpg,17.341100692749023,0.8171029686927795,0.956,0.044,0.0575,0.9424,0.06097,0.939,0.9126,0.0876,0.1824,0.8174
486.jpg,20.003015518188477,0.8490756750106812,0.796,0.2043,0.0995,0.9004,0.0876,0.9126,0.8457,0.154,0.4072,0.593
487.jpg,19.822647094726562,0.8583889007568359,0.6895,0.3108,0.3074,0.693,0.562,0.4377,0.6333,0.3667,0.269,0.731
488.jpg,18.487871170043945,0.7518889307975769,0.9517,0.04813,0.3452,0.655,0.18,0.82,0.887,0.1128,0.508,0.4922
489.jpg,21.108823776245117,0.8861211538314819,0.566,0.434,0.63,0.37,0.8105,0.1896,0.9897,0.01001,0.04813,0.9517
490.jpg,19.36646270751953,0.8242652416229248,0.945,0.055,0.813,0.1871,0.746,0.254,0.9883,0.01169,0.6113,0.3887
491.jpg,21.41836166381836,0.8965829014778137,0.731,0.269,0.381,0.6187,0.2942,0.7056,0.9775,0.02263,0.3923,0.6074
492.jpg,23.289072036743164,0.9038338661193848,0.4495,0.551,0.0534,0.947,0.1242,0.876,0.911,0.0888,0.5234,0.4766
493.jpg,18.629741668701172,0.7884453535079956,0.921,0.0792,0.626,0.3738,0.3208,0.679,0.9263,0.07367,0.3557,0.644
494.jpg,20.474946975708008,0.8637098670005798,0.676,0.3242,0.496,0.504,0.5776,0.4226,0.972,0.02802,0.7026,0.2974
495.jpg,16.720338821411133,0.7627144455909729,0.4883,0.5117,0.5776,0.4226,0.4302,0.57,0.7188,0.2815,0.37,0.63
496.jpg,21.105945587158203,0.8752534985542297,0.899,0.1009,0.709,0.291,0.57,0.4302,0.974,0.02596,0.4648,0.535
497.jpg,18.85003662109375,0.846653401851654,0.9253,0.07477,0.2847,0.7153,0.4766,0.5234,0.89,0.1097,0.8154,0.1848
498.jpg,17.14883041381836,0.8246209621429443,0.74,0.2598,0.15,0.85,0.2069,0.793,0.953,0.04672,0.4072,0.593
499.jpg,23.491090774536133,0.923515796661377,0.3008,0.699,0.07056,0.929,0.04886,0.951,0.8726,0.1277,0.648,0.3523
500.jpg,20.905302047729492,0.8626067042350769,0.658,0.3416,0.585,0.4148,0.749,0.251,0.967,0.03308,0.0666,0.9336
501.jpg,22.207477569580078,0.917204737663269,0.2751,0.725,0.04025,0.96,0.1481,0.852,0.8105,0.1896,0.2974,0.7026
502.jpg,19.600826263427734,0.8500604629516602,0.508,0.4922,0.2878,0.7124,0.1871,0.813,0.9272,0.07263,0.4727,0.5273
503.jpg,16.412372589111328,0.8064298033714294,0.272,0.728,0.0914,0.9087,0.2281,0.772,0.8633,0.1366,0.254,0.746
504.jpg,16.174230575561523,0.7396907210350037,0.78,0.22,0.589,0.4111,0.508,0.4922,0.801,0.1993,0.508,0.4922
505.jpg,16.282848358154297,0.752752959728241,0.746,0.254,0.363,0.637,0.5815,0.4187,0.9795,0.02034,0.381,0.6187
506.jpg,21.58893394470215,0.8974088430404663,0.693,0.3074,0.2568,0.743,0.4036,0.596,0.959,0.04083,0.3887,0.6113
508.jpg,19.354326248168945,0.8775972127914429,0.829,0.171,0.662,0.3381,0.4302,0.57,0.975,0.0248,0.22,0.78
509.jpg,21.339550018310547,0.8896019458770752,0.9727,0.02759,0.4417,0.558,0.1582,0.842,0.669,0.331,0.9263,0.07367
510.jpg,21.268030166625977,0.9344943165779114,0.766,0.2338,0.171,0.829,0.126,0.874,0.9185,0.08154,0.385,0.615
511.jpg,20.719974517822266,0.8625878691673279,0.4766,0.5234,0.7124,0.2878,0.8057,0.1943,0.9814,0.01854,0.04147,0.9585
512.jpg,17.060720443725586,0.7288439869880676,0.6826,0.3174,0.152,0.848,0.1993,0.801,0.824,0.1755,0.269,0.731
513.jpg,17.61436653137207,0.8374664187431335,0.9175,0.0827,0.4,0.6,0.4302,0.57,0.9443,0.05582,0.5737,0.4263
514.jpg,20.575899124145508,0.8780609965324402,0.9746,0.02518,0.2942,0.7056,0.1779,0.8223,0.808,0.1919,0.331,0.669
515.jpg,20.657329559326172,0.872337818145752,0.758,0.2422,0.251,0.749,0.331,0.669,0.9824,0.01744,0.57,0.4302
516.jpg,20.221742630004883,0.8876962065696716,0.4766,0.5234,0.0851,0.915,0.457,0.543,0.9644,0.03568,0.2751,0.725
517.jpg,21.586200714111328,0.9030736088752747,0.842,0.1582,0.788,0.212,0.788,0.212,0.964,0.03622,0.6406,0.3594
518.jpg,18.79327392578125,0.8160707950592041,0.551,0.4495,0.6406,0.3594,0.508,0.4922,0.955,0.04468,0.5815,0.4187
519.jpg,20.445375442504883,0.868709146976471,0.7124,0.2878,0.2783,0.7217,0.5234,0.4766,0.772,0.2281,0.4844,0.5156
520.jpg,20.753969192504883,0.8769415020942688,0.743,0.2568,0.1755,0.824,0.1097,0.89,0.9717,0.02844,0.251,0.749
521.jpg,20.545448303222656,0.8920068144798279,0.2366,0.7637,0.05664,0.9434,0.263,0.7373,0.785,0.2147,0.734,0.2659
522.jpg,20.769861221313477,0.8995470404624939,0.5195,0.4805,0.922,0.07806,0.9473,0.0526,0.9907,0.009125,0.0237,0.976
523.jpg,20.196575164794922,0.8359829187393188,0.585,0.4148,0.0695,0.9307,0.3381,0.662,0.906,0.094,0.3345,0.6655
524.jpg,19.914636611938477,0.8615319728851318,0.3452,0.655,0.1943,0.8057,0.3887,0.6113,0.976,0.0237,0.4263,0.5737
525.jpg,20.362951278686523,0.8700606226921082,0.1733,0.8267,0.0927,0.907,0.03114,0.9688,0.803,0.1968,0.2598,0.74
526.jpg,20.22579574584961,0.8929758071899414,0.1968,0.803,0.1624,0.8374,0.1848,0.8154,0.9097,0.0901,0.4111,0.589
527.jpg,19.726530075073242,0.9168673157691956,0.5737,0.4263,0.3208,0.679,0.3345,0.6655,0.9194,0.0804,0.331,0.669
528.jpg,20.652053833007812,0.8678233027458191,0.3108,0.6895,0.1192,0.881,0.1461,0.854,0.8057,0.1943,0.18,0.82
529.jpg,19.910457611083984,0.8597695827484131,0.984,0.0159,0.4844,0.5156,0.1582,0.842,0.396,0.604,0.566,0.434
530.jpg,20.476816177368164,0.8676031827926636,0.3523,0.648,0.171,0.829,0.2255,0.7744,0.915,0.0851,0.2255,0.7744
531.jpg,20.342514038085938,0.8618009090423584,0.457,0.543,0.2974,0.7026,0.4648,0.535,0.95,0.0496,0.881,0.1192
532.jpg,20.000572204589844,0.8958131074905396,0.7905,0.2095,0.3208,0.679,0.1993,0.801,0.879,0.12085,0.543,0.457
533.jpg,17.482702255249023,0.7646556496620178,0.829,0.171,0.4495,0.551,0.2751,0.725,0.942,0.05835,0.0888,0.911
534.jpg,21.359222412109375,0.8975462317466736,0.772,0.2281,0.2751,0.725,0.314,0.686,0.9805,0.01971,0.4844,0.5156
535.jpg,20.744199752807617,0.8820556998252869,0.615,0.385,0.3887,0.6113,0.385,0.615,0.879,0.12085,0.5815,0.4187
536.jpg,21.185665130615234,0.8681434392929077,0.5,0.5,0.2147,0.785,0.3242,0.676,0.964,0.03622,0.5737,0.4263
537.jpg,19.0397891998291,0.8542556762695312,0.496,0.504,0.655,0.3452,0.637,0.363,0.824,0.1755,0.4187,0.5815
538.jpg,20.5303897857666,0.8568463921546936,0.856,0.1442,0.1582,0.842,0.2338,0.766,0.7983,0.2018,0.1582,0.842
539.jpg,18.97539710998535,0.858429491519928,0.5,0.5,0.4456,0.5547,0.4111,0.589,0.801,0.1993,0.3242,0.676
540.jpg,20.751161575317383,0.9175467491149902,0.4495,0.551,0.18,0.82,0.604,0.396,0.9683,0.03162,0.4263,0.5737
541.jpg,18.147226333618164,0.7804840207099915,0.7217,0.2783,0.57,0.4302,0.5234,0.4766,0.3923,0.6074,0.535,0.4648
542.jpg,21.17275619506836,0.8916152715682983,0.7153,0.2847,0.0804,0.9194,0.2568,0.743,0.947,0.0534,0.566,0.434
543.jpg,20.752334594726562,0.8694438934326172,0.8613,0.1384,0.644,0.3557,0.596,0.4036,0.984,0.0159,0.05835,0.942
544.jpg,19.723539352416992,0.8506722450256348,0.8154,0.1848,0.2069,0.793,0.1277,0.8726,0.881,0.1192,0.6074,0.3923
545.jpg,17.243322372436523,0.7952346801757812,0.8223,0.1779,0.1144,0.8857,0.0496,0.95,0.4417,0.558,0.3174,0.6826
546.jpg,19.703136444091797,0.836839497089386,0.743,0.2568,0.248,0.752,0.3416,0.658,0.9727,0.02718,0.4844,0.5156
547.jpg,17.023893356323242,0.7694534063339233,0.6724,0.3276,0.1461,0.854,0.0876,0.9126,0.7773,0.2227,0.4922,0.508
548.jpg,19.610179901123047,0.8336488008499146,0.4226,0.5776,0.1277,0.8726,0.2751,0.725,0.895,0.1052,0.15,0.85
549.jpg,20.08426284790039,0.8387530446052551,0.6826,0.3174,0.1366,0.8633,0.1312,0.8687,0.8438,0.1561,0.4226,0.5776
550.jpg,18.53308868408203,0.8369125723838806,0.314,0.686,0.3208,0.679,0.1348,0.865,0.856,0.1442,0.686,0.314
551.jpg,19.164758682250977,0.7963725328445435,0.6113,0.3887,0.07806,0.922,0.04083,0.959,0.915,0.0851,0.5,0.5
552.jpg,19.9869441986084,0.8295275568962097,0.9707,0.02931,0.1688,0.831,0.2173,0.7827,0.74,0.2598,0.1733,0.8267
553.jpg,22.027856826782227,0.9071467518806458,0.7188,0.2815,0.0346,0.9653,0.03114,0.9688,0.6226,0.3774,0.314,0.686
554.jpg,17.69964027404785,0.8735233545303345,0.979,0.02097,0.4688,0.5312,0.1422,0.858,0.929,0.07056,0.22,0.78
555.jpg,20.741470336914062,0.8709062933921814,0.291,0.709,0.63,0.37,0.858,0.1422,0.9897,0.01017,0.0336,0.9663
556.jpg,20.31247901916504,0.8489496111869812,0.8843,0.11597,0.2394,0.7607,0.0851,0.915,0.9434,0.05664,0.772,0.2281
557.jpg,20.619510650634766,0.8885583877563477,0.254,0.746,0.0326,0.9673,0.1919,0.808,0.9126,0.0876,0.2815,0.7188
558.jpg,15.273706436157227,0.7461938261985779,0.8354,0.1646,0.1067,0.893,0.0379,0.962,0.3667,0.6333,0.381,0.6187
559.jpg,16.429025650024414,0.7719414234161377,0.6,0.4,0.07697,0.923,0.0601,0.94,0.9253,0.07477,0.4263,0.5737
560.jpg,15.316319465637207,0.7228705286979675,0.7056,0.2942,0.2568,0.743,0.1329,0.867,0.921,0.0792,0.2568,0.743
561.jpg,14.63146686553955,0.6928877234458923,0.676,0.3242,0.655,0.3452,0.37,0.63,0.8726,0.1277,0.7056,0.2942
562.jpg,17.641565322875977,0.8197409510612488,0.4648,0.535,0.496,0.504,0.2338,0.766,0.7056,0.2942,0.758,0.2422
563.jpg,17.553882598876953,0.7910065054893494,0.2018,0.7983,0.02759,0.9727,0.0379,0.962,0.743,0.2568,0.1871,0.813
564.jpg,18.86461067199707,0.8426938056945801,0.547,0.4534,0.2451,0.755,0.0981,0.902,0.693,0.3074,0.4148,0.585
565.jpg,16.35955238342285,0.8397852182388306,0.696,0.304,0.3774,0.6226,0.3667,0.6333,0.709,0.291,0.6724,0.3276
566.jpg,20.50197410583496,0.893473744392395,0.5737,0.4263,0.655,0.3452,0.842,0.1582,0.9883,0.01187,0.1067,0.893
567.jpg,17.837955474853516,0.7775415778160095,0.396,0.604,0.006905,0.993,0.0511,0.9487,0.7026,0.2974,0.07263,0.9272
568.jpg,18.909503936767578,0.8782205581665039,0.385,0.615,0.06854,0.9316,0.06097,0.939,0.89,0.1097,0.1128,0.887
569.jpg,18.164377212524414,0.8190119862556458,0.6226,0.3774,0.269,0.731,0.4148,0.585,0.793,0.2069,0.1366,0.8633
570.jpg,16.84442901611328,0.8864069581031799,0.543,0.457,0.06757,0.9326,0.1646,0.8354,0.696,0.304,0.566,0.434
571.jpg,19.61815071105957,0.8545791506767273,0.7373,0.263,0.0619,0.938,0.06097,0.939,0.589,0.4111,0.2847,0.7153
572.jpg,17.183761596679688,0.7896354794502258,0.4766,0.5234,0.1097,0.89,0.1779,0.8223,0.743,0.2568,0.094,0.906
573.jpg,22.476215362548828,0.9007123112678528,0.8823,0.11755,0.5117,0.4883,0.2942,0.7056,0.769,0.231,0.731,0.269
574.jpg,17.438297271728516,0.7981460094451904,0.5234,0.4766,0.2018,0.7983,0.11597,0.8843,0.867,0.1329,0.558,0.4417
575.jpg,17.13258934020996,0.7710310816764832,0.3923,0.6074,0.07477,0.9253,0.0496,0.95,0.9126,0.0876,0.251,0.749
576.jpg,16.069828033447266,0.7703787684440613,0.363,0.637,0.0695,0.9307,0.01826,0.982,0.3557,0.644,0.4766,0.5234
577.jpg,20.442047119140625,0.844702422618866,0.3887,0.6113,0.2942,0.7056,0.679,0.3208,0.9707,0.02931,0.00956,0.99
578.jpg,20.469579696655273,0.8457247614860535,0.4805,0.5195,0.04672,0.953,0.1329,0.867,0.958,0.04208,0.4377,0.562
579.jpg,20.449235916137695,0.8918368816375732,0.9473,0.0526,0.0628,0.937,0.00885,0.991,0.508,0.4922,0.644,0.3557
580.jpg,18.939722061157227,0.8030520081520081,0.793,0.2069,0.0511,0.9487,0.03622,0.964,0.679,0.3208,0.263,0.7373
581.jpg,21.052635192871094,0.8507659435272217,0.4456,0.5547,0.1993,0.801,0.094,0.906,0.8374,0.1624,0.562,0.4377
582.jpg,19.405555725097656,0.8056087493896484,0.8223,0.1779,0.304,0.696,0.1824,0.8174,0.9517,0.04813,0.644,0.3557
583.jpg,19.961259841918945,0.7718341946601868,0.5273,0.4727,0.0876,0.9126,0.1097,0.89,0.793,0.2069,0.508,0.4922
584.jpg,19.169740676879883,0.8542372584342957,0.8687,0.1312,0.0827,0.9175,0.0901,0.9097,0.8843,0.11597,0.4072,0.593
585.jpg,19.267608642578125,0.7142185568809509,0.291,0.709,0.1848,0.8154,0.1225,0.8774,0.842,0.1582,0.2173,0.7827
586.jpg,15.371512413024902,0.7513510584831238,0.644,0.3557,0.07367,0.9263,0.0592,0.941,0.8613,0.1384,0.37,0.63
587.jpg,17.78327178955078,0.8385999202728271,0.927,0.0732,0.1582,0.842,0.0695,0.9307,0.9487,0.0511,0.212,0.788
588.jpg,21.882112503051758,0.8654923439025879,0.604,0.396,0.3452,0.655,0.5273,0.4727,0.9844,0.01567,0.0656,0.9346
589.jpg,14.711033821105957,0.8693450093269348,0.3738,0.626,0.3774,0.6226,0.4688,0.5312,0.989,0.01116,0.679,0.3208
590.jpg,21.512117385864258,0.8330340385437012,0.3667,0.6333,0.004467,0.9956,0.0876,0.9126,0.9434,0.05664,0.1009,0.899
591.jpg,19.375455856323242,0.9083597660064697,0.7056,0.2942,0.1561,0.8438,0.1561,0.8438,0.626,0.3738,0.3208,0.679
592.jpg,19.83341407775879,0.8277381062507629,0.8057,0.1943,0.3008,0.699,0.1404,0.86,0.972,0.02802,0.1561,0.8438
593.jpg,17.917144775390625,0.7858407497406006,0.9194,0.0804,0.07697,0.923,0.0666,0.9336,0.539,0.461,0.648,0.3523
594.jpg,20.715635299682617,0.8575311303138733,0.0901,0.9097,0.0496,0.95,0.05664,0.9434,0.746,0.254,0.2338,0.766
595.jpg,18.876741409301758,0.7830883860588074,0.86,0.1404,0.171,0.829,0.094,0.906,0.9253,0.07477,0.396,0.604
596.jpg,18.84941864013672,0.827500581741333,0.731,0.269,0.22,0.78,0.2281,0.772,0.6406,0.3594,0.543,0.457
597.jpg,19.663530349731445,0.8237780332565308,0.4111,0.589,0.0827,0.9175,0.0601,0.94,0.6,0.4,0.1993,0.801
598.jpg,16.328224182128906,0.7999322414398193,0.6826,0.3174,0.15,0.85,0.10376,0.8965,0.881,0.1192,0.842,0.1582
599.jpg,21.738983154296875,0.8806611895561218,0.693,0.3074,0.0927,0.907,0.3486,0.6514,0.9565,0.04337,0.0248,0.975
600.jpg,20.115816116333008,0.8781920075416565,0.709,0.291,0.01799,0.982,0.01385,0.9863,0.4688,0.5312,0.4226,0.5776
601.jpg,15.471322059631348,0.8732861280441284,0.558,0.4417,0.2394,0.7607,0.212,0.788,0.9565,0.04337,0.676,0.3242
602.jpg,21.78336524963379,0.8565622568130493,0.2043,0.796,0.0592,0.941,0.0967,0.9033,0.842,0.1582,0.4377,0.562
603.jpg,18.595129013061523,0.8071684837341309,0.648,0.3523,0.2095,0.7905,0.0592,0.941,0.8965,0.10376,0.4727,0.5273
604.jpg,19.364295959472656,0.7534763216972351,0.57,0.4302,0.0888,0.911,0.03067,0.969,0.8223,0.1779,0.2227,0.7773
605.jpg,17.415878295898438,0.8757608532905579,0.5,0.5,0.1128,0.887,0.231,0.769,0.9272,0.07263,0.5776,0.4226
606.jpg,20.39374351501465,0.8594310283660889,0.686,0.314,0.1067,0.893,0.0927,0.907,0.856,0.1442,0.4148,0.585
607.jpg,18.866474151611328,0.8724738955497742,0.0981,0.902,0.126,0.874,0.11127,0.8887,0.648,0.3523,0.4688,0.5312
608.jpg,23.138187408447266,0.8566998243331909,0.4844,0.5156,0.0792,0.921,0.07587,0.9243,0.731,0.269,0.8613,0.1384
609.jpg,22.003860473632812,0.8791502118110657,0.461,0.539,0.4688,0.5312,0.743,0.2568,0.9473,0.0526,0.01718,0.983
610.jpg,21.594636917114258,0.8880484104156494,0.5815,0.4187,0.154,0.8457,0.231,0.769,0.813,0.1871,0.3923,0.6074
611.jpg,19.32813262939453,0.7785859704017639,0.94,0.0601,0.1733,0.8267,0.07806,0.922,0.9126,0.0876,0.254,0.746
612.jpg,18.543243408203125,0.8796091675758362,0.852,0.1481,0.1993,0.801,0.3923,0.6074,0.923,0.07697,0.743,0.2568
613.jpg,19.73020362854004,0.8547062277793884,0.699,0.3008,0.2974,0.7026,0.2815,0.7188,0.8887,0.11127,0.543,0.457
614.jpg,20.001895904541016,0.813826858997345,0.6187,0.381,0.06464,0.9355,0.37,0.63,0.848,0.152,0.2751,0.725
615.jpg,21.69428825378418,0.8814172744750977,0.6226,0.3774,0.504,0.496,0.2974,0.7026,0.693,0.3074,0.699,0.3008
616.jpg,19.466960906982422,0.8594602346420288,0.547,0.4534,0.1871,0.813,0.1277,0.8726,0.887,0.1128,0.3774,0.6226
617.jpg,18.961875915527344,0.871516764163971,0.801,0.1993,0.2659,0.734,0.251,0.749,0.746,0.254,0.5234,0.4766
618.jpg,17.4752197265625,0.8191027641296387,0.696,0.304,0.03162,0.9683,0.0716,0.928,0.669,0.331,0.3242,0.676
619.jpg,21.937091827392578,0.8725345730781555,0.496,0.504,0.4766,0.5234,0.808,0.1919,0.965,0.03516,0.02975,0.97
620.jpg,18.134300231933594,0.6580597162246704,0.879,0.12085,0.0827,0.9175,0.1144,0.8857,0.893,0.1067,0.3008,0.699
621.jpg,21.361745834350586,0.8957046866416931,0.676,0.3242,0.2147,0.785,0.3208,0.679,0.8726,0.1277,0.396,0.604
622.jpg,19.540952682495117,0.8839520215988159,0.686,0.314,0.1896,0.8105,0.15,0.85,0.788,0.212,0.18,0.82
623.jpg,18.674245834350586,0.8382760882377625,0.212,0.788,0.0876,0.9126,0.09534,0.905,0.8823,0.11755,0.6724,0.3276
624.jpg,18.161794662475586,0.7692174911499023,0.758,0.2422,0.1294,0.8706,0.2338,0.766,0.6187,0.381,0.2783,0.7217
625.jpg,19.520334243774414,0.919963002204895,0.758,0.2422,0.0716,0.928,0.05582,0.9443,0.929,0.07056,0.7637,0.2366
626.jpg,20.434328079223633,0.9345217347145081,0.8174,0.1824,0.1461,0.854,0.0827,0.9175,0.867,0.1329,0.5312,0.4688
627.jpg,19.476839065551758,0.8845874071121216,0.9263,0.07367,0.596,0.4036,0.5273,0.4727,0.6,0.4,0.662,0.3381
628.jpg,21.76150131225586,0.9493880867958069,0.755,0.2451,0.3008,0.699,0.2659,0.734,0.879,0.12085,0.4111,0.589
629.jpg,19.909364700317383,0.888460636138916,0.3887,0.6113,0.0511,0.9487,0.2255,0.7744,0.905,0.09534,0.8154,0.1848
630.jpg,20.857431411743164,0.8754079937934875,0.4187,0.5815,0.648,0.3523,0.728,0.272,0.9893,0.01082,0.03964,0.9604
631.jpg,18.753082275390625,0.8794952034950256,0.78,0.22,0.1348,0.865,0.05664,0.9434,0.63,0.37,0.3345,0.6655
633.jpg,19.850557327270508,0.9101988077163696,0.865,0.1348,0.457,0.543,0.1666,0.8335,0.655,0.3452,0.6113,0.3887
634.jpg,23.178434371948242,0.88541179895401,0.5815,0.4187,0.2095,0.7905,0.1082,0.8916,0.85,0.15,0.2568,0.743
635.jpg,17.877004623413086,0.9171437621116638,0.6406,0.3594,0.291,0.709,0.637,0.363,0.9805,0.01942,0.4302,0.57
636.jpg,18.911556243896484,0.9241976141929626,0.3242,0.676,0.1192,0.881,0.457,0.543,0.946,0.0542,0.604,0.396
637.jpg,20.691898345947266,0.8716269731521606,0.6895,0.3108,0.2659,0.734,0.254,0.746,0.57,0.4302,0.6,0.4
638.jpg,21.18137550354004,0.8258804082870483,0.82,0.18,0.2451,0.755,0.1919,0.808,0.858,0.1422,0.4534,0.547
639.jpg,22.05267333984375,0.9139690399169922,0.4417,0.558,0.1848,0.8154,0.263,0.7373,0.895,0.1052,0.3108,0.6895
640.jpg,18.180727005004883,0.79264897108078,0.07806,0.922,0.0619,0.938,0.171,0.829,0.8687,0.1312,0.7056,0.2942
641.jpg,20.661134719848633,0.845991313457489,0.731,0.269,0.769,0.231,0.9126,0.0876,0.99,0.00956,0.07056,0.929
642.jpg,19.31050682067871,0.9314529895782471,0.655,0.3452,0.37,0.63,0.457,0.543,0.9434,0.05664,0.3008,0.699
643.jpg,21.029951095581055,0.8792115449905396,0.7983,0.2018,0.1896,0.8105,0.22,0.78,0.755,0.2451,0.6226,0.3774
644.jpg,15.169733047485352,0.6953228712081909,0.8887,0.11127,0.1312,0.8687,0.1461,0.854,0.3074,0.693,0.1128,0.887
645.jpg,16.914209365844727,0.7525181770324707,0.8354,0.1646,0.1666,0.8335,0.2018,0.7983,0.89,0.1097,0.3276,0.6724
646.jpg,22.49300193786621,0.90354323387146,0.852,0.1481,0.6333,0.3667,0.3074,0.693,0.8438,0.1561,0.4456,0.5547
647.jpg,16.664958953857422,0.7505864500999451,0.6724,0.3276,0.1052,0.895,0.0888,0.911,0.867,0.1329,0.2598,0.74
648.jpg,23.262042999267578,0.8527506589889526,0.3774,0.6226,0.1097,0.89,0.044,0.956,0.5312,0.4688,0.5117,0.4883
649.jpg,20.675769805908203,0.8680077791213989,0.7637,0.2366,0.171,0.829,0.15,0.85,0.8374,0.1624,0.3208,0.679
650.jpg,22.16558074951172,0.9115104675292969,0.854,0.1461,0.1779,0.8223,0.4187,0.5815,0.769,0.231,0.3774,0.6226
651.jpg,19.46364402770996,0.8493130207061768,0.5737,0.4263,0.3887,0.6113,0.5312,0.4688,0.86,0.1404,0.5547,0.4456
652.jpg,17.143753051757812,0.7201581001281738,0.604,0.396,0.248,0.752,0.02596,0.974,0.99,0.00986,0.04468,0.955
653.jpg,20.665063858032227,0.8496386408805847,0.637,0.363,0.709,0.291,0.508,0.4922,0.9243,0.07587,0.4456,0.5547
654.jpg,19.224496841430664,0.8246030807495117,0.803,0.1968,0.03114,0.9688,0.01912,0.981,0.842,0.1582,0.676,0.3242
655.jpg,20.07682228088379,0.8718798160552979,0.9136,0.0863,0.10376,0.8965,0.1943,0.8057,0.758,0.2422,0.461,0.539
656.jpg,21.039169311523438,0.9259623885154724,0.879,0.12085,0.3557,0.644,0.1919,0.808,0.6333,0.3667,0.396,0.604
657.jpg,21.0405330657959,0.8494107723236084,0.7607,0.2394,0.655,0.3452,0.396,0.604,0.8438,0.1561,0.461,0.539
658.jpg,19.26456642150879,0.8676435351371765,0.4534,0.547,0.0637,0.9365,0.11755,0.8823,0.743,0.2568,0.5737,0.4263
659.jpg,19.202007293701172,0.8835891485214233,0.5737,0.4263,0.22,0.78,0.385,0.615,0.9526,0.04742,0.648,0.3523
660.jpg,19.321292877197266,0.8670427203178406,0.5547,0.4456,0.0237,0.976,0.0981,0.902,0.966,0.0341,0.434,0.566
661.jpg,20.833755493164062,0.8861736059188843,0.434,0.566,0.1082,0.8916,0.248,0.752,0.965,0.03516,0.752,0.248
662.jpg,18.309730529785156,0.7515385150909424,0.8687,0.1312,0.1824,0.8174,0.385,0.615,0.693,0.3074,0.2974,0.7026
663.jpg,15.686629295349121,0.7822548747062683,0.231,0.769,0.01001,0.9897,0.0164,0.9834,0.699,0.3008,0.03906,0.961
664.jpg,18.038549423217773,0.6396409273147583,0.648,0.3523,0.699,0.3008,0.9194,0.0804,0.991,0.00871,0.0496,0.95
665.jpg,19.015562057495117,0.8307923078536987,0.911,0.0888,0.7827,0.2173,0.6,0.4,0.9727,0.02718,0.8613,0.1384
667.jpg,21.401485443115234,0.8881141543388367,0.434,0.566,0.2815,0.7188,0.381,0.6187,0.9336,0.0666,0.3594,0.6406
668.jpg,22.096023559570312,0.8961643576622009,0.457,0.543,0.1442,0.856,0.1192,0.881,0.749,0.251,0.2227,0.7773
669.jpg,19.773868560791016,0.8574703931808472,0.746,0.254,0.4844,0.5156,0.5312,0.4688,0.9175,0.0827,0.4111,0.589
670.jpg,20.325387954711914,0.8778001070022583,0.7773,0.2227,0.2451,0.755,0.1603,0.84,0.8354,0.1646,0.3486,0.6514
671.jpg,21.47651481628418,0.904151976108551,0.3174,0.6826,0.0656,0.9346,0.04208,0.958,0.8354,0.1646,0.3074,0.693
672.jpg,19.099069595336914,0.8388673663139343,0.772,0.2281,0.2173,0.7827,0.3923,0.6074,0.8823,0.11755,0.461,0.539
673.jpg,22.781583786010742,0.9019932746887207,0.589,0.4111,0.11597,0.8843,0.0666,0.9336,0.543,0.457,0.2018,0.7983
674.jpg,20.219186782836914,0.9001693725585938,0.7124,0.2878,0.1755,0.824,0.291,0.709,0.929,0.07056,0.314,0.686
675.jpg,20.55784034729004,0.8610134124755859,0.9136,0.0863,0.669,0.331,0.9087,0.0914,0.991,0.00871,0.03067,0.969
677.jpg,22.2053165435791,0.8831344246864319,0.4417,0.558,0.3276,0.6724,0.3523,0.648,0.788,0.212,0.496,0.504
678.jpg,23.403547286987305,0.8724344372749329,0.709,0.291,0.2659,0.734,0.1294,0.8706,0.7827,0.2173,0.6226,0.3774
679.jpg,22.82940101623535,0.8708072900772095,0.5737,0.4263,0.0927,0.907,0.2394,0.7607,0.8057,0.1943,0.272,0.728
