image,psnr,ssim,Accurate Color Representation,Blue/Green Color Cast,Vibrant and vivid,Dull and washed-out,"Bright, Colorful Underwater Scene","Dim, Desaturated Underwater Colors",Crystal-clear and Unobstructed Scene,Murky and Obscured View,Balanced and Well-Lit view,Underlit scene and Backlit Objects
1051.jpg,,,0.3381,0.662,0.006004,0.994,0.007122,0.9927,0.615,0.385,0.2751,0.725
1052.jpg,,,0.05664,0.9434,0.676,0.3242,0.956,0.044,0.997,0.0028,0.03964,0.9604
1053.jpg,,,0.2659,0.734,0.003172,0.997,0.0042,0.9956,0.57,0.4302,0.6226,0.3774
1054.jpg,,,0.658,0.3416,0.005642,0.994,0.008064,0.9917,0.291,0.709,0.1666,0.8335
1055.jpg,,,0.4883,0.5117,0.004135,0.996,0.01406,0.986,0.865,0.1348,0.655,0.3452
1056.jpg,,,0.5,0.5,0.00986,0.99,0.02097,0.979,0.3452,0.655,0.585,0.4148
1057.jpg,,,0.3774,0.6226,0.0346,0.9653,0.1294,0.8706,0.801,0.1993,0.4302,0.57
1058.jpg,,,0.4072,0.593,0.2173,0.7827,0.055,0.945,0.5117,0.4883,0.551,0.4495
1059.jpg,,,0.648,0.3523,0.1384,0.8613,0.1128,0.887,0.831,0.1688,0.7153,0.2847
1060.jpg,,,0.6113,0.3887,0.01567,0.9844,0.04208,0.958,0.6074,0.3923,0.604,0.396
1061.jpg,,,0.2281,0.772,0.0526,0.9473,0.0237,0.976,0.9565,0.04337,0.7026,0.2974
1062.jpg,,,0.3208,0.679,0.00619,0.9937,0.00746,0.9927,0.2942,0.7056,0.0526,0.9473
1063.jpg,,,0.05664,0.9434,0.676,0.3242,0.956,0.044,0.997,0.0028,0.03964,0.9604
1064.jpg,,,0.0526,0.9473,0.01187,0.9883,0.02065,0.9795,0.899,0.1009,0.8174,0.1824
1065.jpg,,,0.251,0.749,0.02002,0.98,0.01692,0.983,0.7026,0.2974,0.3074,0.693
1066.jpg,,,0.6,0.4,0.02844,0.9717,0.01971,0.9805,0.4377,0.562,0.251,0.749
1067.jpg,,,0.6226,0.3774,0.002115,0.998,0.0164,0.9834,0.7637,0.2366,0.4111,0.589
1068.jpg,,,0.5312,0.4688,0.00871,0.991,0.01543,0.9844,0.84,0.1603,0.676,0.3242
1069.jpg,,,0.679,0.3208,0.001867,0.998,0.003273,0.9966,0.1192,0.881,0.4727,0.5273
1070.jpg,,,0.7905,0.2095,0.03677,0.9634,0.0326,0.9673,0.3667,0.6333,0.457,0.543
1071.jpg,,,0.212,0.788,0.01133,0.989,0.01473,0.9854,0.615,0.385,0.1404,0.86
1073.jpg,,,0.2281,0.772,0.00573,0.994,0.01133,0.989,0.7773,0.2227,0.269,0.731
1074.jpg,,,0.05664,0.9434,0.676,0.3242,0.956,0.044,0.997,0.0028,0.03964,0.9604
1075.jpg,,,0.8174,0.1824,0.01473,0.9854,0.00649,0.9937,0.2227,0.7773,0.3452,0.655
1076.jpg,,,0.6333,0.3667,0.002512,0.9976,0.003223,0.9966,0.3208,0.679,0.589,0.4111
1077.jpg,,,0.3345,0.6655,0.007935,0.992,0.01942,0.9805,0.8438,0.1561,0.01243,0.988
1078.jpg,,,0.1329,0.867,0.00582,0.994,0.01099,0.989,0.813,0.1871,0.2281,0.772
1079.jpg,,,0.05835,0.942,0.02802,0.972,0.044,0.956,0.948,0.05185,0.434,0.566
1080.jpg,,,0.304,0.696,0.007935,0.992,0.01744,0.9824,0.6724,0.3276,0.4072,0.593
1081.jpg,,,0.848,0.152,0.0888,0.911,0.07697,0.923,0.6226,0.3774,0.551,0.4495
1082.jpg,,,0.2815,0.7188,0.02405,0.976,0.055,0.945,0.82,0.18,0.4495,0.551
1083.jpg,,,0.4,0.6,0.08386,0.916,0.1052,0.895,0.7637,0.2366,0.3486,0.6514
1084.jpg,,,0.1733,0.8267,0.01826,0.982,0.0145,0.9854,0.6895,0.3108,0.699,0.3008
1085.jpg,,,0.05664,0.9434,0.676,0.3242,0.956,0.044,0.997,0.0028,0.03964,0.9604
1086.jpg,,,0.385,0.615,0.02129,0.9785,0.02194,0.978,0.8223,0.1779,0.4302,0.57
1087.jpg,,,0.3774,0.6226,0.00522,0.9946,0.02635,0.9736,0.928,0.0716,0.385,0.615
1088.jpg,,,0.2095,0.7905,0.0326,0.9673,0.0601,0.94,0.929,0.07056,0.5,0.5
1089.jpg,,,0.6895,0.3108,0.003223,0.9966,0.00971,0.99,0.2847,0.7153,0.658,0.3416
1090.jpg,,,0.06757,0.9326,0.007935,0.992,0.02129,0.9785,0.9443,0.05582,0.0863,0.9136
1091.jpg,,,0.314,0.686,0.007694,0.992,0.02635,0.9736,0.755,0.2451,0.734,0.2659
1092.jpg,,,0.1968,0.803,0.02263,0.9775,0.01495,0.985,0.9517,0.04813,0.905,0.09534
1093.jpg,,,0.2095,0.7905,0.00094,0.999,0.005386,0.9946,0.2173,0.7827,0.0851,0.915
1094.jpg,,,0.669,0.331,0.007122,0.9927,0.00899,0.991,0.3523,0.648,0.596,0.4036
1095.jpg,,,0.2783,0.7217,0.006905,0.993,0.006905,0.993,0.2147,0.785,0.4456,0.5547
1096.jpg,,,0.3174,0.6826,0.007233,0.9927,0.02405,0.976,0.5234,0.4766,0.1366,0.8633
1097.jpg,,,0.07697,0.923,0.01495,0.985,0.02635,0.9736,0.539,0.461,0.3074,0.693
1098.jpg,,,0.05664,0.9434,0.676,0.3242,0.956,0.044,0.997,0.0028,0.03964,0.9604
1099.jpg,,,0.8706,0.1294,0.0044,0.9956,0.00407,0.996,0.07477,0.9253,0.4922,0.508
1100.jpg,,,0.709,0.291,0.007694,0.992,0.00522,0.9946,0.1461,0.854,0.2815,0.7188
1101.jpg,,,0.4226,0.5776,0.00927,0.9907,0.006588,0.9937,0.4495,0.551,0.3557,0.644
1102.jpg,,,0.4148,0.585,0.0014105,0.9985,0.001081,0.999,0.02802,0.972,0.251,0.749
1103.jpg,,,0.6,0.4,0.008575,0.991,0.01017,0.9897,0.314,0.686,0.3276,0.6724
1104.jpg,,,0.1871,0.813,0.01616,0.984,0.01033,0.9897,0.593,0.4072,0.2783,0.7217
1105.jpg,,,0.2568,0.743,0.01049,0.9897,0.0379,0.962,0.11755,0.8823,0.1646,0.8354
1106.jpg,,,0.1225,0.8774,0.01912,0.981,0.04535,0.9546,0.948,0.05185,0.5273,0.4727
1107.jpg,,,0.248,0.752,0.535,0.4648,0.881,0.1192,0.9854,0.0145,0.04813,0.9517
1108.jpg,,,0.2783,0.7217,0.5273,0.4727,0.915,0.0851,0.9844,0.01567,0.05835,0.942
1109.jpg,,,0.22,0.78,0.461,0.539,0.8975,0.1023,0.968,0.0321,0.05582,0.9443
1110.jpg,,,0.0592,0.941,0.0888,0.911,0.1329,0.867,0.9897,0.01049,0.004005,0.996
1111.jpg,,,0.1348,0.865,0.5776,0.4226,0.9175,0.0827,0.981,0.01883,0.03516,0.965
1112.jpg,,,0.2069,0.793,0.5547,0.4456,0.906,0.094,0.9746,0.02556,0.0534,0.947
1113.jpg,,,0.3108,0.6895,0.5195,0.4805,0.769,0.231,0.9897,0.01001,0.05792,0.942
1114.jpg,,,0.1896,0.8105,0.63,0.37,0.8267,0.1733,0.986,0.01428,0.0619,0.938
1115.jpg,,,0.1871,0.813,0.4766,0.5234,0.7905,0.2095,0.9907,0.009415,0.0827,0.9175
1116.jpg,,,0.558,0.4417,0.0888,0.911,0.06464,0.9355,0.504,0.496,0.269,0.731
1117.jpg,,,0.3345,0.6655,0.551,0.4495,0.881,0.1192,0.979,0.02097,0.03677,0.9634
1118.jpg,,,0.3381,0.662,0.6113,0.3887,0.7217,0.2783,0.965,0.03516,0.06854,0.9316
1119.jpg,,,0.5,0.5,0.4883,0.5117,0.9253,0.07477,0.9917,0.008064,0.00573,0.994
1120.jpg,,,0.4263,0.5737,0.457,0.543,0.887,0.1128,0.9946,0.005554,0.006588,0.9937
1121.jpg,,,0.6895,0.3108,0.7026,0.2974,0.942,0.05835,0.989,0.01099,0.03568,0.9644
1122.jpg,,,0.4417,0.558,0.0164,0.9834,0.02263,0.9775,0.8223,0.1779,0.946,0.0542
1123.jpg,,,0.615,0.385,0.154,0.8457,0.4187,0.5815,0.9663,0.0336,0.001432,0.9985
1124.jpg,,,0.5312,0.4688,0.7373,0.263,0.9805,0.01971,0.9937,0.00619,0.04208,0.958
1125.jpg,,,0.96,0.04025,0.7744,0.2255,0.893,0.1067,0.987,0.01302,0.1312,0.8687
1126.jpg,,,0.9175,0.0827,0.8174,0.1824,0.8916,0.1082,0.9854,0.01473,0.08154,0.9185
1127.jpg,,,0.1646,0.8354,0.03308,0.967,0.1896,0.8105,0.658,0.3416,0.171,0.829
1128.jpg,,,0.8823,0.11755,0.9355,0.06464,0.956,0.044,0.991,0.00899,0.0542,0.946
1129.jpg,,,0.4417,0.558,0.01666,0.9834,0.0336,0.9663,0.7607,0.2394,0.6895,0.3108
1130.jpg,,,0.539,0.461,0.007065,0.993,0.02931,0.9707,0.589,0.4111,0.212,0.788
1131.jpg,,,0.03568,0.9644,0.0379,0.962,0.0901,0.9097,0.9136,0.0863,0.1993,0.801
1132.jpg,,,0.9087,0.0914,0.8154,0.1848,0.831,0.1688,0.994,0.00573,0.044,0.956
1133.jpg,,,0.0511,0.9487,0.00639,0.9937,0.02844,0.9717,0.8223,0.1779,0.3774,0.6226
1134.jpg,,,0.865,0.1348,0.8267,0.1733,0.905,0.09534,0.9917,0.008316,0.06464,0.9355
1135.jpg,,,0.4111,0.589,0.01543,0.9844,0.0628,0.937,0.793,0.2069,0.5312,0.4688
1136.jpg,,,0.7373,0.263,0.0981,0.902,0.09534,0.905,0.937,0.0628,0.154,0.8457
1137.jpg,,,0.4922,0.508,0.008316,0.9917,0.012054,0.988,0.1082,0.8916,0.3008,0.699
1138.jpg,,,0.848,0.152,0.07587,0.9243,0.254,0.746,0.758,0.2422,0.4,0.6
1139.jpg,,,0.05032,0.9497,0.00986,0.99,0.01385,0.9863,0.6895,0.3108,0.2338,0.766
1140.jpg,,,0.6514,0.3486,0.7056,0.2942,0.6724,0.3276,0.9907,0.009415,0.01826,0.982
1141.jpg,,,0.6514,0.3486,0.6514,0.3486,0.699,0.3008,0.993,0.006905,0.07056,0.929
1142.jpg,,,0.829,0.171,0.6226,0.3774,0.615,0.385,0.9897,0.01049,0.01744,0.9824
1143.jpg,,,0.248,0.752,0.00433,0.9956,0.04813,0.9517,0.9805,0.01942,0.251,0.749
1144.jpg,,,0.1646,0.8354,0.02518,0.9746,0.2366,0.7637,0.961,0.03906,0.001432,0.9985
1145.jpg,,,0.95,0.0496,0.911,0.0888,0.96,0.04025,0.9814,0.01854,0.03906,0.961
1146.jpg,,,0.801,0.1993,0.829,0.171,0.9136,0.0863,0.9907,0.00927,0.02194,0.978
1147.jpg,,,0.9136,0.0863,0.86,0.1404,0.966,0.0341,0.989,0.01116,0.009636,0.99
1148.jpg,,,0.937,0.0628,0.8726,0.1277,0.9243,0.07587,0.979,0.02097,0.00522,0.9946
1149.jpg,,,0.3008,0.699,0.04147,0.9585,0.1067,0.893,0.848,0.152,0.331,0.669
1150.jpg,,,0.4805,0.5195,0.01942,0.9805,0.0876,0.9126,0.895,0.1052,0.2974,0.7026
1151.jpg,,,0.9253,0.07477,0.879,0.12085,0.9644,0.03568,0.9927,0.007233,0.01025,0.9897
1152.jpg,,,0.7056,0.2942,0.0619,0.938,0.15,0.85,0.3523,0.648,0.637,0.363
1153.jpg,,,0.9243,0.07587,0.902,0.0981,0.9424,0.0575,0.993,0.006798,0.04272,0.9575
1154.jpg,,,0.539,0.461,0.002779,0.997,0.02518,0.9746,0.8174,0.1824,0.8335,0.1666
1155.jpg,,,0.9004,0.0995,0.881,0.1192,0.9355,0.06464,0.994,0.00582,0.012825,0.9873
1156.jpg,,,0.8457,0.154,0.8457,0.154,0.9307,0.0695,0.9956,0.00454,0.01799,0.982
1157.jpg,,,0.08154,0.9185,0.03114,0.9688,0.1348,0.865,0.9497,0.05032,0.291,0.709
1158.jpg,,,0.793,0.2069,0.596,0.4036,0.8613,0.1384,0.994,0.006004,0.0145,0.9854
1159.jpg,,,0.655,0.3452,0.772,0.2281,0.948,0.05185,0.998,0.002182,0.01049,0.9897
1160.jpg,,,0.895,0.1052,0.044,0.956,0.2043,0.796,0.596,0.4036,0.248,0.752
1161.jpg,,,0.4072,0.593,0.002823,0.997,0.0601,0.94,0.906,0.094,0.1294,0.8706
1162.jpg,,,0.57,0.4302,0.1294,0.8706,0.154,0.8457,0.9697,0.03021,0.003483,0.9966
1163.jpg,,,0.615,0.385,0.8438,0.1561,0.978,0.02194,0.998,0.001755,0.0248,0.975
1164.jpg,,,0.788,0.212,0.03568,0.9644,0.01473,0.9854,0.304,0.696,0.558,0.4417
1165.jpg,,,0.3074,0.693,0.003511,0.9966,0.02802,0.972,0.972,0.02802,0.5273,0.4727
1166.jpg,,,0.6333,0.3667,0.044,0.956,0.0637,0.9365,0.842,0.1582,0.7124,0.2878
1167.jpg,,,0.696,0.304,0.604,0.396,0.905,0.09534,0.998,0.002083,0.0248,0.975
1168.jpg,,,0.676,0.3242,0.0511,0.9487,0.1023,0.8975,0.7983,0.2018,0.3452,0.655
1169.jpg,,,0.669,0.331,0.74,0.2598,0.9365,0.0637,0.998,0.002182,0.01519,0.985
1170.jpg,,,0.803,0.1968,0.496,0.504,0.8975,0.1023,0.9985,0.001455,0.03308,0.967
1171.jpg,,,0.4072,0.593,0.02443,0.9756,0.1824,0.8174,0.9004,0.0995,0.0827,0.9175
1172.jpg,,,0.562,0.4377,0.4766,0.5234,0.945,0.055,0.998,0.00215,0.04208,0.958
1173.jpg,,,0.3074,0.693,0.004906,0.995,0.03964,0.9604,0.6514,0.3486,0.831,0.1688
1174.jpg,,,0.74,0.2598,0.461,0.539,0.84,0.1603,0.9976,0.002323,0.05032,0.9497
1175.jpg,,,0.644,0.3557,0.0601,0.94,0.06757,0.9326,0.637,0.363,0.5312,0.4688
1176.jpg,,,0.644,0.3557,0.658,0.3416,0.963,0.03732,0.9985,0.0017,0.02596,0.974
1177.jpg,,,0.1023,0.8975,0.02518,0.9746,0.02518,0.9746,0.842,0.1582,0.3208,0.679
1178.jpg,,,0.3381,0.662,0.003273,0.9966,0.02405,0.976,0.86,0.1404,0.251,0.749
1179.jpg,,,0.1582,0.842,0.00407,0.996,0.005386,0.9946,0.3074,0.693,0.693,0.3074
1180.jpg,,,0.0601,0.94,0.012825,0.9873,0.03677,0.9634,0.979,0.02097,0.543,0.457
1181.jpg,,,0.2338,0.766,0.1993,0.801,0.6,0.4,0.9653,0.0346,0.00461,0.9956
1182.jpg,,,0.788,0.212,0.008125,0.9917,0.03622,0.964,0.4302,0.57,0.2783,0.7217
1183.jpg,,,0.813,0.1871,0.655,0.3452,0.709,0.291,0.983,0.01692,0.007233,0.9927
1184.jpg,,,0.9443,0.05582,0.4922,0.508,0.562,0.4377,0.922,0.07806,0.01653,0.9834
1185.jpg,,,0.596,0.4036,0.03622,0.964,0.11755,0.8823,0.953,0.04672,0.4766,0.5234
1186.jpg,,,0.4187,0.5815,0.4456,0.5547,0.9175,0.0827,0.9805,0.01971,0.01912,0.981
1187.jpg,,,0.2281,0.772,0.457,0.543,0.596,0.4036,0.9614,0.03845,0.05185,0.948
1188.jpg,,,0.272,0.728,0.2451,0.755,0.558,0.4417,0.9805,0.01971,0.02802,0.972
1189.jpg,,,0.0927,0.907,0.37,0.63,0.8438,0.1561,0.996,0.003765,0.07477,0.9253
1190.jpg,,,0.3774,0.6226,0.1442,0.856,0.551,0.4495,0.9907,0.009415,0.02194,0.978
1191.jpg,,,0.1919,0.808,0.005642,0.994,0.03622,0.964,0.434,0.566,0.8105,0.1896
1192.jpg,,,0.1348,0.865,0.5547,0.4456,0.928,0.0716,0.998,0.001839,0.07056,0.929
1193.jpg,,,0.78,0.22,0.02518,0.9746,0.08154,0.9185,0.4648,0.535,0.2974,0.7026
1194.jpg,,,0.3208,0.679,0.07806,0.922,0.1329,0.867,0.813,0.1871,0.6,0.4
1195.jpg,,,0.1192,0.881,0.57,0.4302,0.923,0.07697,0.995,0.00483,0.0914,0.9087
1196.jpg,,,0.669,0.331,0.00181,0.998,0.02298,0.977,0.5547,0.4456,0.1582,0.842
1197.jpg,,,0.37,0.63,0.0379,0.962,0.04602,0.954,0.887,0.1128,0.005062,0.995
1198.jpg,,,0.1082,0.8916,0.655,0.3452,0.959,0.04083,0.996,0.004135,0.0526,0.9473
1199.jpg,,,0.0927,0.907,0.6724,0.3276,0.9707,0.02931,0.998,0.00205,0.04602,0.954
1200.jpg,,,0.10376,0.8965,0.655,0.3452,0.958,0.04208,0.9966,0.003376,0.0542,0.946
1201.jpg,,,0.1312,0.8687,0.6895,0.3108,0.956,0.044,0.995,0.004906,0.07367,0.9263
1202.jpg,,,0.11127,0.8887,0.251,0.749,0.9316,0.06854,0.9966,0.003223,0.0534,0.947
1203.jpg,,,0.1733,0.8267,0.662,0.3381,0.987,0.01302,0.995,0.00468,0.02635,0.9736
1204.jpg,,,0.4187,0.5815,0.0159,0.984,0.1192,0.881,0.7373,0.263,0.1184,0.882
1205.jpg,,,0.1688,0.831,0.589,0.4111,0.978,0.02194,0.9966,0.003273,0.03021,0.9697
1206.jpg,,,0.769,0.231,0.003593,0.9966,0.00547,0.9946,0.1225,0.8774,0.6895,0.3108
1207.jpg,,,0.7373,0.263,0.01263,0.9873,0.02097,0.979,0.728,0.272,0.3486,0.6514
1208.jpg,,,0.709,0.291,0.0336,0.9663,0.0901,0.9097,0.658,0.3416,0.5776,0.4226
1209.jpg,,,0.1192,0.881,0.6724,0.3276,0.9893,0.01082,0.9927,0.007122,0.01744,0.9824
1210.jpg,,,0.08386,0.916,0.589,0.4111,0.986,0.01406,0.9956,0.0042,0.0223,0.9775
1211.jpg,,,0.766,0.2338,0.1666,0.8335,0.1481,0.852,0.9272,0.07263,0.00885,0.991
1212.jpg,,,0.05664,0.9434,0.626,0.3738,0.992,0.007694,0.9966,0.00365,0.01883,0.981
1213.jpg,,,0.1052,0.895,0.396,0.604,0.9473,0.0526,0.997,0.002846,0.0326,0.9673
1214.jpg,,,0.1561,0.8438,0.3416,0.658,0.9644,0.03568,0.9917,0.00819,0.01744,0.9824
1215.jpg,,,0.6113,0.3887,0.02931,0.9707,0.0888,0.911,0.7188,0.2815,0.212,0.788
1216.jpg,,,0.3008,0.699,0.03067,0.969,0.07587,0.9243,0.6333,0.3667,0.07587,0.9243
1217.jpg,,,0.1329,0.867,0.3923,0.6074,0.9434,0.05664,0.9927,0.007347,0.0695,0.9307
1218.jpg,,,0.0542,0.946,0.3594,0.6406,0.9604,0.03964,0.9946,0.005554,0.01473,0.9854
1219.jpg,,,0.231,0.769,0.801,0.1993,0.9424,0.0575,0.995,0.004982,0.11597,0.8843
1220.jpg,,,0.2394,0.7607,0.6655,0.3345,0.963,0.03732,0.9893,0.01082,0.10376,0.8965
1221.jpg,,,0.385,0.615,0.5737,0.4263,0.831,0.1688,0.976,0.02405,0.1871,0.813
1222.jpg,,,0.1624,0.8374,0.658,0.3416,0.9653,0.0346,0.979,0.02097,0.03622,0.964
1223.jpg,,,0.09534,0.905,0.4377,0.562,0.803,0.1968,0.996,0.00407,0.04337,0.9565
1224.jpg,,,0.535,0.4648,0.044,0.956,0.1277,0.8726,0.9004,0.0995,0.00454,0.9956
1225.jpg,,,0.1561,0.8438,0.543,0.457,0.937,0.0628,0.9956,0.004467,0.06097,0.939
1226.jpg,,,0.648,0.3523,0.5737,0.4263,0.758,0.2422,0.9897,0.01001,0.02635,0.9736
1227.jpg,,,0.0827,0.9175,0.02333,0.9766,0.02802,0.972,0.363,0.637,0.37,0.63
1228.jpg,,,0.291,0.709,0.381,0.6187,0.551,0.4495,0.982,0.01799,0.02097,0.979
1229.jpg,,,0.07806,0.922,0.212,0.788,0.8726,0.1277,0.979,0.02097,0.08154,0.9185
1230.jpg,,,0.07056,0.929,0.551,0.4495,0.907,0.0927,0.9897,0.01001,0.0379,0.962
1231.jpg,,,0.1348,0.865,0.3074,0.693,0.7637,0.2366,0.9824,0.01772,0.0792,0.921
1232.jpg,,,0.1779,0.8223,0.3523,0.648,0.9004,0.0995,0.994,0.006096,0.03162,0.9683
1233.jpg,,,0.1067,0.893,0.2069,0.793,0.788,0.212,0.9946,0.005386,0.0248,0.975
1234.jpg,,,0.4688,0.5312,0.4766,0.5234,0.6113,0.3887,0.9766,0.02333,0.1603,0.84
1235.jpg,,,0.7153,0.2847,0.1582,0.842,0.381,0.6187,0.658,0.3416,0.385,0.615
1236.jpg,,,0.254,0.746,0.4417,0.558,0.6895,0.3108,0.9873,0.01263,0.1082,0.8916
1237.jpg,,,0.658,0.3416,0.928,0.0716,0.785,0.2147,0.9805,0.01971,0.04672,0.953
1238.jpg,,,0.1144,0.8857,0.01692,0.983,0.04147,0.9585,0.2847,0.7153,0.08154,0.9185
1239.jpg,,,0.7056,0.2942,0.11755,0.8823,0.2069,0.793,0.9434,0.05664,0.002323,0.9976
1240.jpg,,,0.4148,0.585,0.3486,0.6514,0.8057,0.1943,0.9893,0.01082,0.0619,0.938
1241.jpg,,,0.2338,0.766,0.4534,0.547,0.5117,0.4883,0.9487,0.0511,0.562,0.4377
1242.jpg,,,0.3108,0.6895,0.6074,0.3923,0.7056,0.2942,0.979,0.02097,0.1404,0.86
1243.jpg,,,0.2227,0.7773,0.4417,0.558,0.887,0.1128,0.982,0.01826,0.02002,0.98
1244.jpg,,,0.01363,0.9863,0.006798,0.993,0.01567,0.9844,0.8438,0.1561,0.3345,0.6655
1245.jpg,,,0.02002,0.98,0.00514,0.9946,0.01718,0.983,0.941,0.0592,0.566,0.434
1246.jpg,,,0.2338,0.766,0.10376,0.8965,0.3667,0.6333,0.3594,0.6406,0.3667,0.6333
1247.jpg,,,0.3345,0.6655,0.589,0.4111,0.769,0.231,0.9863,0.01385,0.04272,0.9575
1248.jpg,,,0.2227,0.7773,0.00956,0.99,0.0223,0.9775,0.5156,0.4844,0.3108,0.6895
1249.jpg,,,0.2451,0.755,0.01187,0.9883,0.03021,0.9697,0.3923,0.6074,0.1097,0.89
1250.jpg,,,0.272,0.728,0.01065,0.9893,0.2783,0.7217,0.8687,0.1312,0.1779,0.8223
1251.jpg,,,0.4883,0.5117,0.551,0.4495,0.696,0.304,0.984,0.01616,0.044,0.956
1252.jpg,,,0.2815,0.7188,0.57,0.4302,0.78,0.22,0.973,0.02676,0.03568,0.9644
1253.jpg,,,0.1404,0.86,0.585,0.4148,0.813,0.1871,0.9653,0.0346,0.0534,0.947
1254.jpg,,,0.1624,0.8374,0.4727,0.5273,0.801,0.1993,0.976,0.02405,0.04535,0.9546
1255.jpg,,,0.3667,0.6333,0.04025,0.96,0.1023,0.8975,0.7827,0.2173,0.5815,0.4187
1256.jpg,,,0.4766,0.5234,0.01666,0.9834,0.0628,0.937,0.496,0.504,0.171,0.829
1257.jpg,,,0.2069,0.793,0.1896,0.8105,0.7607,0.2394,0.9917,0.008316,0.00819,0.9917
1258.jpg,,,0.78,0.22,0.03568,0.9644,0.0326,0.9673,0.2847,0.7153,0.755,0.2451
1259.jpg,,,0.3108,0.6895,0.84,0.1603,0.946,0.0542,0.981,0.01883,0.02635,0.9736
1260.jpg,,,0.3008,0.699,0.01854,0.9814,0.0695,0.9307,0.658,0.3416,0.07263,0.9272
1261.jpg,,,0.2422,0.758,0.01883,0.981,0.08154,0.9185,0.911,0.0888,0.6226,0.3774
1262.jpg,,,0.5195,0.4805,0.2018,0.7983,0.3774,0.6226,0.981,0.01912,0.002512,0.9976
1263.jpg,,,0.1919,0.808,0.8374,0.1624,0.9634,0.03677,0.9976,0.00259,0.02844,0.9717
1264.jpg,,,0.1582,0.842,0.6826,0.3174,0.982,0.01799,0.998,0.001897,0.00669,0.993
1265.jpg,,,0.7905,0.2095,0.00685,0.993,0.01942,0.9805,0.2974,0.7026,0.272,0.728
1266.jpg,,,0.04672,0.953,0.1348,0.865,0.1688,0.831,0.4226,0.5776,0.558,0.4417
1267.jpg,,,0.6074,0.3923,0.3738,0.626,0.7188,0.2815,0.981,0.01912,0.08154,0.9185
1268.jpg,,,0.4534,0.547,0.644,0.3557,0.9272,0.07263,0.9946,0.005386,0.02556,0.9746
1269.jpg,,,0.3738,0.626,0.0042,0.9956,0.02975,0.97,0.942,0.05835,0.813,0.1871
1270.jpg,,,0.4766,0.5234,0.796,0.2043,0.8354,0.1646,0.9883,0.01169,0.0526,0.9473
1271.jpg,,,0.535,0.4648,0.01718,0.983,0.094,0.906,0.746,0.254,0.1242,0.876
1272.jpg,,,0.1582,0.842,0.263,0.7373,0.3887,0.6113,0.991,0.00871,0.11755,0.8823
1273.jpg,,,0.05582,0.9443,0.03964,0.9604,0.5312,0.4688,0.9775,0.02263,0.0379,0.962
1274.jpg,,,0.07697,0.923,0.1624,0.8374,0.686,0.314,0.9824,0.01744,0.07697,0.923
1275.jpg,,,0.07587,0.9243,0.1097,0.89,0.6074,0.3923,0.976,0.02405,0.0792,0.921
1276.jpg,,,0.1688,0.831,0.2338,0.766,0.7188,0.2815,0.9863,0.01363,0.06854,0.9316
1277.jpg,,,0.1225,0.8774,0.0526,0.9473,0.457,0.543,0.9673,0.0326,0.1348,0.865
1278.jpg,,,0.2783,0.7217,0.07056,0.929,0.11597,0.8843,0.941,0.0592,0.0145,0.9854
1279.jpg,,,0.2338,0.766,0.1871,0.813,0.3523,0.648,0.9497,0.05032,0.1052,0.895
1280.jpg,,,0.0336,0.9663,0.2942,0.7056,0.6226,0.3774,0.9688,0.03114,0.06097,0.939
1281.jpg,,,0.1848,0.8154,0.57,0.4302,0.57,0.4302,0.99,0.00956,0.1023,0.8975
1282.jpg,,,0.4072,0.593,0.0827,0.9175,0.263,0.7373,0.558,0.4417,0.171,0.829
1283.jpg,,,0.1603,0.84,0.1666,0.8335,0.4187,0.5815,0.992,0.007935,0.0914,0.9087
1284.jpg,,,0.2974,0.7026,0.3108,0.6895,0.637,0.363,0.963,0.03732,0.1067,0.893
1285.jpg,,,0.2018,0.7983,0.8965,0.10376,0.9697,0.03021,0.995,0.005062,0.02931,0.9707
1286.jpg,,,0.1052,0.895,0.8335,0.1666,0.9766,0.02333,0.992,0.007694,0.03732,0.963
1287.jpg,,,0.3242,0.676,0.2847,0.7153,0.644,0.3557,0.824,0.1755,0.0637,0.9365
1288.jpg,,,0.1009,0.899,0.84,0.1603,0.939,0.06097,0.989,0.01099,0.0511,0.9487
1289.jpg,,,0.593,0.4072,0.96,0.04025,0.9688,0.03114,0.808,0.1919,0.126,0.874
1290.jpg,,,0.1779,0.8223,0.865,0.1348,0.895,0.1052,0.981,0.01883,0.02443,0.9756
1291.jpg,,,0.05185,0.948,0.801,0.1993,0.8335,0.1666,0.9927,0.007233,0.0967,0.9033
1292.jpg,,,0.5312,0.4688,0.4302,0.57,0.662,0.3381,0.906,0.094,0.0981,0.902
1293.jpg,,,0.8057,0.1943,0.07477,0.9253,0.2173,0.7827,0.7124,0.2878,0.1192,0.881
1294.jpg,,,0.3452,0.655,0.911,0.0888,0.874,0.126,0.989,0.01099,0.01718,0.983
1295.jpg,,,0.5776,0.4226,0.907,0.0927,0.793,0.2069,0.9775,0.02263,0.01302,0.987
1296.jpg,,,0.543,0.457,0.1461,0.854,0.381,0.6187,0.9434,0.05664,0.07806,0.922
1297.jpg,,,0.263,0.7373,0.07367,0.9263,0.3108,0.6895,0.8726,0.1277,0.007935,0.992
1298.jpg,,,0.2173,0.7827,0.9243,0.07587,0.89,0.1097,0.992,0.007576,0.01826,0.982
1299.jpg,,,0.504,0.496,0.3345,0.6655,0.803,0.1968,0.831,0.1688,0.04468,0.955
