image,psnr,ssim,Accurate Color Representation,Blue/Green Color Cast,Vibrant and vivid,Dull and washed-out,"Bright, Colorful Underwater Scene","Dim, Desaturated Underwater Colors",Crystal-clear and Unobstructed Scene,Murky and Obscured View,Balanced and Well-Lit view,Underlit scene and Backlit Objects
1188.jpg,20.041505813598633,0.8534031510353088,0.3242,0.676,0.793,0.2069,0.8843,0.11597,0.9927,0.00746,0.04337,0.9565
1189.jpg,20.348554611206055,0.9040684103965759,0.2659,0.734,0.6406,0.3594,0.7026,0.2974,0.994,0.00582,0.12085,0.879
1190.jpg,20.639760971069336,0.9062389731407166,0.8105,0.1896,0.57,0.4302,0.7827,0.2173,0.989,0.01133,0.02298,0.977
1191.jpg,19.13983154296875,0.9079493880271912,0.676,0.3242,0.1779,0.8223,0.3242,0.676,0.951,0.04886,0.1896,0.8105
1192.jpg,20.47870635986328,0.9037076830863953,0.4688,0.5312,0.915,0.0851,0.985,0.01519,0.998,0.002182,0.0592,0.941
1193.jpg,17.603105545043945,0.854045033454895,0.8438,0.1561,0.1312,0.8687,0.05032,0.9497,0.7124,0.2878,0.2568,0.743
1194.jpg,19.17346954345703,0.8155558705329895,0.381,0.6187,0.5,0.5,0.539,0.461,0.939,0.06097,0.4688,0.5312
1195.jpg,20.07463264465332,0.9012110829353333,0.3345,0.6655,0.831,0.1688,0.9697,0.03021,0.9966,0.003483,0.06854,0.9316
1196.jpg,18.56414031982422,0.8437021970748901,0.743,0.2568,0.1968,0.803,0.1366,0.8633,0.854,0.1461,0.1688,0.831
1197.jpg,17.133203506469727,0.5714884400367737,0.9263,0.07367,0.824,0.1755,0.291,0.709,0.9785,0.02162,0.0336,0.9663
1198.jpg,19.910993576049805,0.9009827375411987,0.4226,0.5776,0.9194,0.0804,0.9175,0.0827,0.996,0.003885,0.1009,0.899
1199.jpg,20.134626388549805,0.9087964296340942,0.4688,0.5312,0.9346,0.0656,0.929,0.07056,0.9985,0.001525,0.1277,0.8726
1200.jpg,20.20037841796875,0.9199180006980896,0.3208,0.679,0.84,0.1603,0.9097,0.0901,0.9956,0.0044,0.1481,0.852
1201.jpg,20.281360626220703,0.9189044237136841,0.2783,0.7217,0.905,0.09534,0.922,0.07806,0.9956,0.0044,0.1688,0.831
1202.jpg,19.308557510375977,0.8401200175285339,0.655,0.3452,0.752,0.248,0.9424,0.0575,0.948,0.05185,0.0851,0.915
1203.jpg,19.52641487121582,0.8414216041564941,0.709,0.291,0.8975,0.1023,0.9683,0.03162,0.98,0.02002,0.1384,0.8613
1204.jpg,16.77588653564453,0.8406772613525391,0.824,0.1755,0.11597,0.8843,0.1624,0.8374,0.8843,0.11597,0.1422,0.858
1205.jpg,19.827146530151367,0.8481160402297974,0.824,0.1755,0.9585,0.04147,0.978,0.02194,0.9897,0.01001,0.1294,0.8706
1206.jpg,20.796674728393555,0.8783209919929504,0.9565,0.04337,0.08154,0.9185,0.04813,0.9517,0.785,0.2147,0.3174,0.6826
1207.jpg,21.09975242614746,0.8950047492980957,0.801,0.1993,0.0534,0.947,0.01363,0.9863,0.4226,0.5776,0.504,0.496
1208.jpg,16.19202423095703,0.7470559477806091,0.879,0.12085,0.3594,0.6406,0.3738,0.626,0.911,0.0888,0.385,0.615
1209.jpg,19.619064331054688,0.8424767851829529,0.6113,0.3887,0.824,0.1755,0.986,0.01406,0.9854,0.01473,0.07806,0.922
1210.jpg,19.956804275512695,0.8433666229248047,0.6074,0.3923,0.8174,0.1824,0.984,0.01616,0.991,0.00885,0.0619,0.938
1211.jpg,17.410974502563477,0.5789146423339844,0.983,0.01692,0.772,0.2281,0.4036,0.596,0.902,0.0981,0.04813,0.9517
1212.jpg,20.528657913208008,0.8626340627670288,0.699,0.3008,0.7983,0.2018,0.993,0.006798,0.9956,0.0044,0.05582,0.9443
1213.jpg,20.60779571533203,0.8585186004638672,0.4495,0.551,0.8633,0.1366,0.9897,0.01033,0.9863,0.01385,0.1294,0.8706
1214.jpg,20.53413200378418,0.8501154780387878,0.637,0.363,0.7983,0.2018,0.9653,0.0346,0.975,0.0248,0.2598,0.74
1215.jpg,18.810588836669922,0.8621243834495544,0.793,0.2069,0.1461,0.854,0.154,0.8457,0.589,0.4111,0.2255,0.7744
1216.jpg,15.901581764221191,0.8244787454605103,0.854,0.1461,0.10376,0.8965,0.126,0.874,0.8613,0.1384,0.05225,0.9478
1217.jpg,20.051986694335938,0.8515283465385437,0.7607,0.2394,0.916,0.08386,0.9272,0.07263,0.9775,0.0223,0.2815,0.7188
1218.jpg,19.296913146972656,0.8245002031326294,0.7188,0.2815,0.922,0.07806,0.954,0.04602,0.9736,0.02635,0.3594,0.6406
1219.jpg,19.623027801513672,0.8107096552848816,0.8457,0.154,0.856,0.1442,0.662,0.3381,0.941,0.0592,0.331,0.669
1220.jpg,19.6330623626709,0.8069692850112915,0.596,0.4036,0.9185,0.08154,0.7607,0.2394,0.9585,0.04147,0.558,0.4417
1221.jpg,19.56465721130371,0.8241515755653381,0.709,0.291,0.961,0.03906,0.8633,0.1366,0.9785,0.02162,0.593,0.4072
1222.jpg,19.615692138671875,0.8049941658973694,0.731,0.269,0.829,0.171,0.7373,0.263,0.969,0.03067,0.1481,0.852
1223.jpg,20.46668243408203,0.8279765844345093,0.7637,0.2366,0.8335,0.1666,0.803,0.1968,0.9863,0.01343,0.0656,0.9346
1224.jpg,17.073394775390625,0.6225774884223938,0.9097,0.0901,0.679,0.3208,0.2147,0.785,0.9756,0.02443,0.0981,0.902
1225.jpg,20.99871063232422,0.8295502066612244,0.4,0.6,0.8267,0.1733,0.644,0.3557,0.9546,0.04535,0.2815,0.7188
1226.jpg,20.590974807739258,0.8337314128875732,0.4766,0.5234,0.8687,0.1312,0.7983,0.2018,0.992,0.007812,0.1329,0.867
1227.jpg,17.0028133392334,0.8353943228721619,0.669,0.331,0.04208,0.958,0.0511,0.9487,0.785,0.2147,0.04742,0.9526
1228.jpg,19.75641632080078,0.810843288898468,0.4883,0.5117,0.4688,0.5312,0.543,0.457,0.9673,0.0326,0.07263,0.9272
1229.jpg,19.32845115661621,0.8038038611412048,0.693,0.3074,0.686,0.314,0.434,0.566,0.887,0.1128,0.1824,0.8174
1230.jpg,19.006546020507812,0.7933539152145386,0.709,0.291,0.7026,0.2974,0.3594,0.6406,0.94,0.0601,0.11597,0.8843
1231.jpg,19.16668701171875,0.797956645488739,0.626,0.3738,0.854,0.1461,0.8687,0.1312,0.984,0.0159,0.1052,0.895
1232.jpg,18.784318923950195,0.7879228591918945,0.496,0.504,0.3738,0.626,0.304,0.696,0.8823,0.11755,0.3486,0.6514
1233.jpg,19.036964416503906,0.7978397607803345,0.604,0.396,0.2043,0.796,0.291,0.709,0.7124,0.2878,0.0927,0.907
1234.jpg,20.627471923828125,0.8452080488204956,0.5234,0.4766,0.152,0.848,0.7124,0.2878,0.9805,0.01942,0.008446,0.9917
1235.jpg,20.464479446411133,0.8402177691459656,0.915,0.0851,0.6074,0.3923,0.734,0.2659,0.964,0.03622,0.1779,0.8223
1236.jpg,20.50285530090332,0.8382231593132019,0.8438,0.1561,0.2018,0.7983,0.752,0.248,0.9614,0.03845,0.004906,0.995
1237.jpg,16.82369041442871,0.7000640630722046,0.596,0.4036,0.8857,0.1144,0.4417,0.558,0.9824,0.01744,0.06854,0.9316
1238.jpg,17.51140785217285,0.8609045147895813,0.2598,0.74,0.0716,0.928,0.1603,0.84,0.679,0.3208,0.0326,0.9673
1239.jpg,17.162782669067383,0.6725708246231079,0.9443,0.05582,0.758,0.2422,0.15,0.85,0.94,0.0601,0.0637,0.9365
1240.jpg,20.637401580810547,0.8457038402557373,0.8354,0.1646,0.314,0.686,0.758,0.2422,0.9683,0.03162,0.00971,0.99
1241.jpg,18.631046295166016,0.8339897394180298,0.9175,0.0827,0.615,0.385,0.5312,0.4688,0.9697,0.03021,0.5273,0.4727
1242.jpg,20.471220016479492,0.843849241733551,0.788,0.212,0.3738,0.626,0.5234,0.4766,0.9883,0.011505,0.03308,0.967
1243.jpg,20.60274314880371,0.8455950617790222,0.2043,0.796,0.1646,0.8354,0.728,0.272,0.9863,0.01343,0.02443,0.9756
1244.jpg,21.401660919189453,0.8739349842071533,0.3276,0.6724,0.03732,0.963,0.0542,0.946,0.8843,0.11597,0.658,0.3416
1245.jpg,21.271312713623047,0.8670269846916199,0.396,0.604,0.04468,0.955,0.06097,0.939,0.856,0.1442,0.7153,0.2847
1246.jpg,18.514240264892578,0.820515513420105,0.8057,0.1943,0.4263,0.5737,0.4111,0.589,0.4727,0.5273,0.3242,0.676
1247.jpg,20.764263153076172,0.8476771712303162,0.596,0.4036,0.2451,0.755,0.766,0.2338,0.986,0.01406,0.04208,0.958
1248.jpg,17.804771423339844,0.79087895154953,0.82,0.18,0.18,0.82,0.1779,0.8223,0.907,0.0927,0.1312,0.8687
1249.jpg,19.399188995361328,0.887603759765625,0.696,0.304,0.1384,0.8613,0.2095,0.7905,0.9033,0.0967,0.1481,0.852
1250.jpg,20.453229904174805,0.8926568031311035,0.248,0.752,0.2173,0.7827,0.2043,0.796,0.9316,0.06854,0.3486,0.6514
1251.jpg,20.698070526123047,0.8511226773262024,0.558,0.4417,0.1919,0.808,0.648,0.3523,0.985,0.01495,0.00629,0.9937
1252.jpg,20.552696228027344,0.8423711657524109,0.4456,0.5547,0.3008,0.699,0.808,0.1919,0.986,0.01428,0.006905,0.993
1253.jpg,20.587194442749023,0.8438106775283813,0.2751,0.725,0.2659,0.734,0.7905,0.2095,0.9805,0.01971,0.00433,0.9956
1254.jpg,20.301990509033203,0.8386697769165039,0.2227,0.7773,0.2255,0.7744,0.3108,0.6895,0.985,0.01519,0.01971,0.9805
1255.jpg,18.86676788330078,0.8352970480918884,0.758,0.2422,0.1225,0.8774,0.1348,0.865,0.6895,0.3108,0.3381,0.662
1256.jpg,20.977619171142578,0.897730827331543,0.626,0.3738,0.4111,0.589,0.4805,0.5195,0.9097,0.0901,0.1192,0.881
1257.jpg,19.98831558227539,0.8314105272293091,0.3923,0.6074,0.154,0.8457,0.3667,0.6333,0.968,0.0321,0.03906,0.961
1258.jpg,20.04421043395996,0.8516408801078796,0.9326,0.06757,0.2815,0.7188,0.171,0.829,0.4648,0.535,0.615,0.385
1259.jpg,20.567211151123047,0.8471646308898926,0.4,0.6,0.7056,0.2942,0.829,0.171,0.99,0.00956,0.01971,0.9805
1260.jpg,16.861143112182617,0.8492187857627869,0.8706,0.1294,0.1422,0.858,0.0716,0.928,0.881,0.1192,0.04272,0.9575
1261.jpg,21.695796966552734,0.8681966066360474,0.752,0.248,0.2783,0.7217,0.3923,0.6074,0.9136,0.0863,0.254,0.746
1262.jpg,16.60064125061035,0.5809632539749146,0.8457,0.154,0.893,0.1067,0.2659,0.734,0.9844,0.01543,0.0223,0.9775
1263.jpg,20.263267517089844,0.8382689356803894,0.5,0.5,0.1871,0.813,0.4148,0.585,0.9663,0.0336,0.04742,0.9526
1264.jpg,20.202898025512695,0.832997739315033,0.4036,0.596,0.4072,0.593,0.9653,0.0346,0.995,0.005062,0.004757,0.995
1265.jpg,19.87586212158203,0.8517988324165344,0.867,0.1329,0.1461,0.854,0.1871,0.813,0.9136,0.0863,0.4072,0.593
1266.jpg,20.130083084106445,0.8683123588562012,0.813,0.1871,0.263,0.7373,0.08386,0.916,0.902,0.0981,0.37,0.63
1267.jpg,20.399925231933594,0.8477217555046082,0.291,0.709,0.2255,0.7744,0.831,0.1688,0.9673,0.0326,0.1009,0.899
1268.jpg,20.705480575561523,0.8467492461204529,0.766,0.2338,0.331,0.669,0.5776,0.4226,0.955,0.04468,0.011505,0.9883
1269.jpg,22.846088409423828,0.8864988088607788,0.6113,0.3887,0.06464,0.9355,0.07056,0.929,0.8726,0.1277,0.8613,0.1384
1270.jpg,20.716203689575195,0.8596139550209045,0.504,0.496,0.263,0.7373,0.7056,0.2942,0.981,0.01912,0.01099,0.989
1271.jpg,16.595205307006836,0.8280684351921082,0.9253,0.07477,0.11597,0.8843,0.03516,0.965,0.831,0.1688,0.1871,0.813
1272.jpg,19.907129287719727,0.8086883425712585,0.593,0.4072,0.3594,0.6406,0.2451,0.755,0.9727,0.02759,0.2366,0.7637
1273.jpg,19.875303268432617,0.8146069645881653,0.551,0.4495,0.3557,0.644,0.4226,0.5776,0.9883,0.011505,0.1023,0.8975
1274.jpg,19.78496742248535,0.7989423871040344,0.22,0.78,0.4377,0.562,0.749,0.251,0.9897,0.01049,0.07367,0.9263
1275.jpg,19.73097801208496,0.8098787069320679,0.57,0.4302,0.5,0.5,0.728,0.272,0.979,0.02097,0.1993,0.801
1276.jpg,19.98221206665039,0.8195412755012512,0.5547,0.4456,0.3345,0.6655,0.4072,0.593,0.9814,0.01854,0.314,0.686
1277.jpg,16.96182632446289,0.7627580165863037,0.8057,0.1943,0.63,0.37,0.457,0.543,0.9736,0.02635,0.3486,0.6514
1278.jpg,16.135929107666016,0.6175743341445923,0.7827,0.2173,0.562,0.4377,0.2366,0.7637,0.941,0.0592,0.03067,0.969
1279.jpg,19.57997703552246,0.802397608757019,0.4417,0.558,0.547,0.4534,0.457,0.543,0.981,0.01883,0.1919,0.808
1280.jpg,15.820998191833496,0.6265855431556702,0.9365,0.0637,0.396,0.604,0.3276,0.6724,0.971,0.02887,0.2147,0.785
1281.jpg,19.464853286743164,0.8072360157966614,0.57,0.4302,0.3887,0.6113,0.263,0.7373,0.989,0.01116,0.04272,0.9575
1282.jpg,17.46022605895996,0.8423503637313843,0.858,0.1422,0.4883,0.5117,0.363,0.637,0.85,0.15,0.0995,0.9004
1283.jpg,19.669801712036133,0.8105490207672119,0.4922,0.508,0.5737,0.4263,0.743,0.2568,0.997,0.002935,0.05664,0.9434
1284.jpg,17.428449630737305,0.8052452206611633,0.9243,0.07587,0.895,0.1052,0.852,0.1481,0.947,0.0534,0.562,0.4377
1285.jpg,21.7752628326416,0.8885095715522766,0.304,0.696,0.8975,0.1023,0.938,0.0619,0.9805,0.01971,0.07477,0.9253
1286.jpg,21.799413681030273,0.8872847557067871,0.09534,0.905,0.8887,0.11127,0.9526,0.04742,0.9897,0.01049,0.1009,0.899
1287.jpg,19.56537437438965,0.8169360160827637,0.8887,0.11127,0.686,0.314,0.728,0.272,0.984,0.0159,0.4377,0.562
1288.jpg,21.60531997680664,0.8906949162483215,0.126,0.874,0.929,0.07056,0.929,0.07056,0.9834,0.01666,0.08154,0.9185
1289.jpg,19.241056442260742,0.843051552772522,0.9727,0.02759,0.7026,0.2974,0.6406,0.3594,0.962,0.0379,0.3381,0.662
1290.jpg,21.47466468811035,0.8853135108947754,0.2069,0.793,0.8057,0.1943,0.9243,0.07587,0.9937,0.00649,0.04742,0.9526
1291.jpg,21.64220428466797,0.8875244855880737,0.10376,0.8965,0.874,0.126,0.881,0.1192,0.9956,0.00433,0.0656,0.9346
1292.jpg,18.220905303955078,0.7969256639480591,0.9688,0.03114,0.728,0.272,0.7217,0.2783,0.8843,0.11597,0.272,0.728
1293.jpg,17.64299964904785,0.8375104069709778,0.9365,0.0637,0.728,0.272,0.543,0.457,0.829,0.171,0.1582,0.842
1294.jpg,21.23189353942871,0.880340039730072,0.4148,0.585,0.9336,0.0666,0.8223,0.1779,0.9854,0.01473,0.0542,0.946
1295.jpg,20.958999633789062,0.882504940032959,0.1779,0.8223,0.709,0.291,0.831,0.1688,0.9897,0.01049,0.0321,0.968
1296.jpg,18.565996170043945,0.7992506623268127,0.874,0.126,0.7373,0.263,0.6406,0.3594,0.813,0.1871,0.1733,0.8267
1297.jpg,17.043012619018555,0.6486007571220398,0.766,0.2338,0.3242,0.676,0.1993,0.801,0.963,0.03732,0.008446,0.9917
1298.jpg,20.85895347595215,0.8775304555892944,0.2255,0.7744,0.5234,0.4766,0.644,0.3557,0.9834,0.0164,0.1097,0.89
1299.jpg,19.991371154785156,0.8226290345191956,0.8438,0.1561,0.7905,0.2095,0.842,0.1582,0.9253,0.07477,0.2018,0.7983
1300.jpg,20.93988037109375,0.8762114644050598,0.3345,0.6655,0.743,0.2568,0.637,0.363,0.979,0.02097,0.1688,0.831
1301.jpg,20.63163185119629,0.8800007700920105,0.0995,0.9004,0.867,0.1329,0.9546,0.04535,0.9907,0.009125,0.03516,0.965
1302.jpg,20.106422424316406,0.8814830780029297,0.1561,0.8438,0.669,0.331,0.8457,0.154,0.9946,0.00514,0.03906,0.961
1303.jpg,20.64197540283203,0.8858993053436279,0.4187,0.5815,0.4417,0.558,0.7744,0.2255,0.988,0.012054,0.04602,0.954
1304.jpg,18.10302734375,0.850005030632019,0.9473,0.0526,0.5547,0.4456,0.1294,0.8706,0.7905,0.2095,0.1023,0.8975
1305.jpg,19.557941436767578,0.8609893918037415,0.696,0.304,0.0967,0.9033,0.1097,0.89,0.9126,0.0876,0.3452,0.655
1306.jpg,21.439708709716797,0.8876638412475586,0.4534,0.547,0.604,0.396,0.8438,0.1561,0.9883,0.011505,0.1312,0.8687
1307.jpg,21.557437896728516,0.8854197263717651,0.1993,0.801,0.676,0.3242,0.746,0.254,0.981,0.01912,0.0619,0.938
1308.jpg,21.387928009033203,0.8748067021369934,0.1422,0.858,0.865,0.1348,0.856,0.1442,0.989,0.01133,0.0876,0.9126
1309.jpg,21.38028335571289,0.8767249584197998,0.0981,0.902,0.8823,0.11755,0.945,0.055,0.9927,0.007233,0.05664,0.9434
1310.jpg,21.21668243408203,0.87362140417099,0.1366,0.8633,0.824,0.1755,0.7217,0.2783,0.977,0.02298,0.0716,0.928
1311.jpg,19.685287475585938,0.9002127647399902,0.5195,0.4805,0.743,0.2568,0.879,0.12085,0.911,0.0888,0.3108,0.6895
1312.jpg,21.01137924194336,0.8707650303840637,0.1582,0.842,0.755,0.2451,0.785,0.2147,0.9897,0.01001,0.0526,0.9473
1313.jpg,20.833255767822266,0.8708522319793701,0.1624,0.8374,0.709,0.291,0.813,0.1871,0.9897,0.01033,0.0619,0.938
1314.jpg,20.55596351623535,0.8618293404579163,0.3667,0.6333,0.566,0.434,0.496,0.504,0.9126,0.0876,0.02635,0.9736
1315.jpg,16.01795196533203,0.7977026700973511,0.906,0.094,0.3276,0.6724,0.2366,0.7637,0.9526,0.04742,0.0901,0.9097
1316.jpg,20.339269638061523,0.8578936457633972,0.11755,0.8823,0.8457,0.154,0.895,0.1052,0.9897,0.01049,0.05582,0.9443
1317.jpg,20.364343643188477,0.863132655620575,0.11127,0.8887,0.879,0.12085,0.858,0.1422,0.989,0.01133,0.0967,0.9033
1318.jpg,20.38689422607422,0.8581905961036682,0.0981,0.902,0.874,0.126,0.937,0.0628,0.986,0.01406,0.09534,0.905
1319.jpg,20.386951446533203,0.8565765619277954,0.06854,0.9316,0.796,0.2043,0.9517,0.04813,0.9956,0.004265,0.0321,0.968
1320.jpg,20.390750885009766,0.8684898018836975,0.0628,0.937,0.876,0.1242,0.8843,0.11597,0.994,0.006004,0.04337,0.9565
1321.jpg,20.28227424621582,0.860485851764679,0.12085,0.879,0.6514,0.3486,0.5815,0.4187,0.994,0.00573,0.03568,0.9644
1322.jpg,20.42084503173828,0.862671434879303,0.1624,0.8374,0.7905,0.2095,0.589,0.4111,0.99,0.00971,0.0656,0.9346
1323.jpg,20.728527069091797,0.8718547821044922,0.1755,0.824,0.831,0.1688,0.585,0.4148,0.989,0.01133,0.0666,0.9336
1324.jpg,19.799089431762695,0.8836933374404907,0.796,0.2043,0.696,0.304,0.8774,0.1225,0.954,0.04602,0.263,0.7373
1325.jpg,20.602710723876953,0.8629741072654724,0.1848,0.8154,0.7827,0.2173,0.699,0.3008,0.986,0.01428,0.0792,0.921
1326.jpg,16.534900665283203,0.8167590498924255,0.967,0.03308,0.3242,0.676,0.1052,0.895,0.766,0.2338,0.269,0.731
1327.jpg,15.948335647583008,0.7872827649116516,0.895,0.1052,0.1896,0.8105,0.1442,0.856,0.911,0.0888,0.1848,0.8154
1328.jpg,20.470104217529297,0.8660815358161926,0.1277,0.8726,0.8726,0.1277,0.8174,0.1824,0.9883,0.01187,0.04813,0.9517
1329.jpg,20.61663818359375,0.8699444532394409,0.1561,0.8438,0.907,0.0927,0.881,0.1192,0.991,0.00871,0.055,0.945
1330.jpg,20.49394989013672,0.8692173361778259,0.154,0.8457,0.808,0.1919,0.6826,0.3174,0.993,0.00669,0.05582,0.9443
1331.jpg,20.491018295288086,0.8691442608833313,0.1646,0.8354,0.852,0.1481,0.547,0.4534,0.9844,0.01567,0.1277,0.8726
1332.jpg,20.378019332885742,0.8718662261962891,0.2147,0.785,0.8916,0.1082,0.749,0.251,0.9863,0.01385,0.07806,0.922
1333.jpg,20.45966339111328,0.8697090744972229,0.1646,0.8354,0.8335,0.1666,0.696,0.304,0.988,0.01224,0.04742,0.9526
1334.jpg,20.44072723388672,0.8700489401817322,0.1733,0.8267,0.772,0.2281,0.6333,0.3667,0.9814,0.01854,0.06097,0.939
1335.jpg,20.34855842590332,0.8689696788787842,0.1968,0.803,0.9126,0.0876,0.6895,0.3108,0.9863,0.01385,0.094,0.906
1336.jpg,20.41126251220703,0.866844117641449,0.1755,0.824,0.7637,0.2366,0.593,0.4072,0.994,0.005913,0.03162,0.9683
1337.jpg,20.72574806213379,0.8800265789031982,0.7905,0.2095,0.772,0.2281,0.8457,0.154,0.9087,0.0914,0.434,0.566
1338.jpg,16.288326263427734,0.7683305740356445,0.9517,0.04813,0.381,0.6187,0.1312,0.8687,0.63,0.37,0.272,0.728
1339.jpg,20.333250045776367,0.8649873733520508,0.1646,0.8354,0.8105,0.1896,0.8105,0.1896,0.9316,0.06854,0.03067,0.969
1340.jpg,20.36534309387207,0.8610274195671082,0.272,0.728,0.948,0.05185,0.758,0.2422,0.9893,0.01065,0.0666,0.9336
1341.jpg,20.373306274414062,0.8654384016990662,0.1294,0.8706,0.696,0.304,0.86,0.1404,0.9844,0.01543,0.07367,0.9263
1342.jpg,20.235332489013672,0.8577345013618469,0.1666,0.8335,0.874,0.126,0.8223,0.1779,0.978,0.02194,0.06097,0.939
1343.jpg,20.109891891479492,0.8558007478713989,0.1755,0.824,0.8975,0.1023,0.831,0.1688,0.976,0.02405,0.07056,0.929
1344.jpg,19.91929054260254,0.8473747372627258,0.1993,0.801,0.916,0.08386,0.758,0.2422,0.986,0.01406,0.1348,0.865
1345.jpg,19.551700592041016,0.8471110463142395,0.1919,0.808,0.9434,0.05664,0.655,0.3452,0.985,0.01495,0.04602,0.954
1346.jpg,19.060508728027344,0.8435096740722656,0.4456,0.5547,0.9336,0.0666,0.793,0.2069,0.976,0.02405,0.02931,0.9707
1347.jpg,18.410602569580078,0.839111864566803,0.4302,0.57,0.852,0.1481,0.801,0.1993,0.99,0.00971,0.07367,0.9263
1348.jpg,18.505216598510742,0.8355147242546082,0.2847,0.7153,0.8267,0.1733,0.4417,0.558,0.986,0.01406,0.055,0.945
1349.jpg,16.745105743408203,0.7947584390640259,0.9546,0.04535,0.3108,0.6895,0.03516,0.965,0.7188,0.2815,0.3276,0.6724
1350.jpg,21.202117919921875,0.8845291137695312,0.7607,0.2394,0.7773,0.2227,0.84,0.1603,0.9355,0.06464,0.3381,0.662
1351.jpg,18.790637969970703,0.8417545557022095,0.2255,0.7744,0.8887,0.11127,0.8267,0.1733,0.986,0.01406,0.03568,0.9644
1352.jpg,20.480148315429688,0.8305555582046509,0.535,0.4648,0.785,0.2147,0.696,0.304,0.979,0.02097,0.2878,0.7124
1353.jpg,20.347049713134766,0.8150430917739868,0.508,0.4922,0.813,0.1871,0.6895,0.3108,0.969,0.03067,0.3276,0.6724
1354.jpg,20.670000076293945,0.8293337225914001,0.2366,0.7637,0.9307,0.0695,0.8965,0.10376,0.9653,0.0346,0.152,0.848
1355.jpg,20.104360580444336,0.813957691192627,0.3774,0.6226,0.907,0.0927,0.772,0.2281,0.971,0.02887,0.385,0.615
1356.jpg,20.511011123657227,0.8228435516357422,0.5547,0.4456,0.85,0.15,0.867,0.1329,0.967,0.03308,0.251,0.749
1357.jpg,20.26708984375,0.815450131893158,0.4805,0.5195,0.876,0.1242,0.824,0.1755,0.988,0.01243,0.2043,0.796
1358.jpg,20.09748649597168,0.8140230774879456,0.4727,0.5273,0.8374,0.1624,0.85,0.15,0.981,0.01883,0.1666,0.8335
1359.jpg,19.797842025756836,0.7942217588424683,0.381,0.6187,0.709,0.291,0.676,0.3242,0.9707,0.02931,0.1481,0.852
1360.jpg,18.831771850585938,0.8714521527290344,0.74,0.2598,0.2018,0.7983,0.2281,0.772,0.752,0.248,0.3416,0.658
1361.jpg,19.951833724975586,0.7923873662948608,0.562,0.4377,0.874,0.126,0.9126,0.0876,0.99,0.00956,0.06854,0.9316
1362.jpg,19.68149757385254,0.8829142451286316,0.637,0.363,0.938,0.0619,0.9175,0.0827,0.921,0.0792,0.4922,0.508
1363.jpg,19.688283920288086,0.7846598029136658,0.4377,0.562,0.9175,0.0827,0.9424,0.0575,0.9897,0.01017,0.06854,0.9316
1364.jpg,20.010942459106445,0.7856805920600891,0.63,0.37,0.696,0.304,0.5312,0.4688,0.958,0.04208,0.248,0.752
1365.jpg,20.257328033447266,0.7960768938064575,0.801,0.1993,0.808,0.1919,0.8823,0.11755,0.99,0.00986,0.06464,0.9355
1366.jpg,20.048490524291992,0.7961969375610352,0.7744,0.2255,0.907,0.0927,0.9473,0.0526,0.992,0.007576,0.02263,0.9775
1367.jpg,20.158370971679688,0.7967847585678101,0.626,0.3738,0.906,0.094,0.82,0.18,0.9316,0.06854,0.2147,0.785
1368.jpg,19.91867446899414,0.7882169485092163,0.5156,0.4844,0.9526,0.04742,0.915,0.0851,0.9683,0.03162,0.1582,0.842
1369.jpg,20.13422966003418,0.8024040460586548,0.543,0.457,0.9316,0.06854,0.923,0.07697,0.997,0.003124,0.02129,0.9785
1370.jpg,20.527280807495117,0.8074276447296143,0.2783,0.7217,0.902,0.0981,0.9473,0.0526,0.9883,0.01187,0.0792,0.921
1371.jpg,18.755992889404297,0.8597497940063477,0.772,0.2281,0.1968,0.803,0.1442,0.856,0.7373,0.263,0.1848,0.8154
1372.jpg,20.375812530517578,0.8026207685470581,0.2659,0.734,0.9097,0.0901,0.8267,0.1733,0.968,0.0321,0.3345,0.6655
1373.jpg,20.185022354125977,0.7847933173179626,0.396,0.604,0.958,0.04208,0.965,0.03516,0.988,0.012054,0.0526,0.9473
1374.jpg,20.230937957763672,0.8840036988258362,0.7827,0.2173,0.973,0.02676,0.9443,0.05582,0.893,0.1067,0.4534,0.547
1375.jpg,19.98577880859375,0.7776346206665039,0.5776,0.4226,0.9443,0.05582,0.9614,0.03845,0.9873,0.01263,0.1082,0.8916
1376.jpg,20.25428009033203,0.7854659557342529,0.5195,0.4805,0.9307,0.0695,0.9194,0.0804,0.9956,0.004467,0.07806,0.922
1377.jpg,20.277820587158203,0.7929505109786987,0.63,0.37,0.8857,0.1144,0.8105,0.1896,0.9834,0.01666,0.09534,0.905
1378.jpg,20.245941162109375,0.7993476986885071,0.585,0.4148,0.9526,0.04742,0.858,0.1422,0.9727,0.02718,0.254,0.746
1379.jpg,20.404863357543945,0.80577552318573,0.6333,0.3667,0.9326,0.06757,0.662,0.3381,0.9688,0.03114,0.3008,0.699
1380.jpg,19.822284698486328,0.8000258803367615,0.3887,0.6113,0.8774,0.1225,0.746,0.254,0.9653,0.0346,0.2366,0.7637
1381.jpg,19.979026794433594,0.8001441955566406,0.547,0.4534,0.7983,0.2018,0.752,0.248,0.9688,0.03114,0.2451,0.755
1382.jpg,17.611648559570312,0.8417783379554749,0.8267,0.1733,0.272,0.728,0.2018,0.7983,0.696,0.304,0.154,0.8457
1383.jpg,19.799591064453125,0.7815796732902527,0.6074,0.3923,0.902,0.0981,0.8965,0.10376,0.977,0.02298,0.212,0.788
