image,psnr,ssim,Accurate Color Representation,Blue/Green Color Cast,Accurate and Natural Color Representation,"Inaccurate, Artifact and uncomfortable Color Cast","Harmonious, Suitable, and Aesthetically Pleasing Color Representation","Distorted, Unfitting, and Visually Displeasing Color Cast",Vibrant and vivid,Dull and washed-out,"Bright, Colorful Underwater Scene","Dim, Desaturated Underwater Colors",Crystal-clear and Unobstructed Scene,Murky and Obscured View,Balanced and Well-Lit view,Underlit scene and Backlit Objects,Richly detailed, Blurry and indistinct,Sharp Aquatic Details,Blurred Movement,Natural Ambient Light,Artificial Light
1343.jpg,23.422412872314453,0.9249358773231506,0.3557,0.644,0.8887,0.11127,0.4883,0.5117,0.793,0.2069,0.7124,0.2878,0.9795,0.02034,0.12085,0.879,0.4036,0.596,0.9956,0.004265,0.985,0.01495
1344.jpg,23.644668579101562,0.9236398339271545,0.4072,0.593,0.9434,0.05664,0.558,0.4417,0.8267,0.1733,0.8154,0.1848,0.991,0.00871,0.1277,0.8726,0.508,0.4922,0.9976,0.002672,0.988,0.01224
1345.jpg,23.4664306640625,0.9234835505485535,0.3923,0.6074,0.941,0.0592,0.696,0.304,0.895,0.1052,0.7153,0.2847,0.9883,0.01187,0.04886,0.951,0.7026,0.2974,0.999,0.001116,0.981,0.01912
1346.jpg,23.06846809387207,0.9181811213493347,0.6,0.4,0.9683,0.03162,0.831,0.1688,0.946,0.0542,0.8633,0.1366,0.9775,0.02263,0.02333,0.9766,0.6113,0.3887,0.995,0.004906,0.972,0.02802
1347.jpg,22.327669143676758,0.9194815158843994,0.6226,0.3774,0.9805,0.01971,0.6895,0.3108,0.854,0.1461,0.813,0.1871,0.988,0.01224,0.02097,0.979,0.3557,0.644,0.9834,0.0164,0.9863,0.01363
1348.jpg,22.356338500976562,0.9161491990089417,0.3887,0.6113,0.9575,0.04272,0.5312,0.4688,0.743,0.2568,0.596,0.4036,0.989,0.01133,0.04208,0.958,0.4495,0.551,0.994,0.006004,0.9824,0.01772
1349.jpg,15.977439880371094,0.8909680843353271,0.939,0.06097,0.9424,0.0575,0.852,0.1481,0.02405,0.976,0.01666,0.9834,0.3923,0.6074,0.2751,0.725,0.626,0.3738,0.9966,0.003273,0.8057,0.1943
1350.jpg,27.48217010498047,0.9687192440032959,0.4036,0.596,0.8687,0.1312,0.4148,0.585,0.3345,0.6655,0.4534,0.547,0.9346,0.0656,0.3174,0.6826,0.2255,0.7744,0.9688,0.03114,0.94,0.0601
1351.jpg,22.764131546020508,0.9194129109382629,0.4148,0.585,0.955,0.04468,0.4883,0.5117,0.755,0.2451,0.596,0.4036,0.9834,0.0164,0.0346,0.9653,0.3738,0.626,0.9956,0.004265,0.981,0.01883
1352.jpg,22.94770622253418,0.8920998573303223,0.10376,0.8965,0.9087,0.0914,0.615,0.385,0.1896,0.8105,0.3174,0.6826,0.987,0.01302,0.2366,0.7637,0.396,0.604,0.954,0.04602,0.852,0.1481
1353.jpg,21.940397262573242,0.8725256323814392,0.07367,0.9263,0.8774,0.1225,0.5815,0.4187,0.3276,0.6724,0.4456,0.5547,0.989,0.01133,0.2659,0.734,0.3923,0.6074,0.9673,0.0326,0.9136,0.0863
1354.jpg,21.770740509033203,0.8797945976257324,0.1023,0.8975,0.9194,0.0804,0.679,0.3208,0.7217,0.2783,0.813,0.1871,0.998,0.001987,0.04083,0.959,0.3738,0.626,0.961,0.03906,0.938,0.0619
1355.jpg,22.234989166259766,0.8725553750991821,0.1097,0.89,0.8887,0.11127,0.752,0.248,0.644,0.3557,0.696,0.304,0.997,0.002981,0.0995,0.9004,0.381,0.6187,0.973,0.02676,0.9316,0.06854
1356.jpg,22.642854690551758,0.8794729709625244,0.1688,0.831,0.808,0.1919,0.5815,0.4187,0.3452,0.655,0.772,0.2281,0.997,0.003027,0.03308,0.967,0.2568,0.743,0.973,0.02676,0.945,0.055
1357.jpg,22.433467864990234,0.8733097314834595,0.1277,0.8726,0.676,0.3242,0.547,0.4534,0.1688,0.831,0.1461,0.854,0.969,0.03067,0.314,0.686,0.3452,0.655,0.9717,0.02844,0.831,0.1688
1358.jpg,22.82597541809082,0.8733553886413574,0.1242,0.876,0.808,0.1919,0.842,0.1582,0.4036,0.596,0.5547,0.4456,0.9976,0.002632,0.07477,0.9253,0.4766,0.5234,0.981,0.01912,0.947,0.0534
1359.jpg,22.278528213500977,0.8586987853050232,0.2847,0.7153,0.4263,0.5737,0.766,0.2338,0.0792,0.921,0.1225,0.8774,0.9844,0.01543,0.1733,0.8267,0.637,0.363,0.9956,0.00461,0.8154,0.1848
1360.jpg,17.730876922607422,0.9323511719703674,0.6724,0.3276,0.9346,0.0656,0.772,0.2281,0.04272,0.9575,0.1277,0.8726,0.8105,0.1896,0.2069,0.793,0.1097,0.89,0.8687,0.1312,0.85,0.15
1361.jpg,22.36972999572754,0.8589438796043396,0.1481,0.852,0.78,0.22,0.658,0.3416,0.2394,0.7607,0.566,0.434,0.996,0.003765,0.04208,0.958,0.2598,0.74,0.9834,0.01666,0.9194,0.0804
1362.jpg,22.46070098876953,0.9629584550857544,0.385,0.615,0.94,0.0601,0.615,0.385,0.461,0.539,0.626,0.3738,0.852,0.1481,0.4226,0.5776,0.1404,0.86,0.9585,0.04147,0.9253,0.07477
1363.jpg,22.353271484375,0.8513638377189636,0.2147,0.785,0.808,0.1919,0.709,0.291,0.3667,0.6333,0.543,0.457,0.9966,0.003325,0.07587,0.9243,0.152,0.848,0.9673,0.0326,0.942,0.05835
1364.jpg,22.294689178466797,0.8538283109664917,0.1968,0.803,0.686,0.314,0.6514,0.3486,0.2095,0.7905,0.5737,0.4263,0.9937,0.00649,0.05032,0.9497,0.434,0.566,0.9966,0.00365,0.9033,0.0967
1365.jpg,22.361209869384766,0.8580513000488281,0.263,0.7373,0.648,0.3523,0.543,0.457,0.1312,0.8687,0.3486,0.6514,0.9956,0.00433,0.03732,0.963,0.2069,0.793,0.9824,0.01744,0.8335,0.1666
1366.jpg,22.12257957458496,0.8530147671699524,0.2568,0.743,0.676,0.3242,0.7026,0.2974,0.3557,0.644,0.679,0.3208,0.9883,0.01187,0.11755,0.8823,0.496,0.504,0.9775,0.02263,0.858,0.1422
1367.jpg,22.064197540283203,0.8568021655082703,0.4377,0.562,0.8174,0.1824,0.6655,0.3345,0.3416,0.658,0.5117,0.4883,0.9487,0.0511,0.1624,0.8374,0.4456,0.5547,0.9697,0.03021,0.796,0.2043
1368.jpg,21.763450622558594,0.8459649682044983,0.269,0.731,0.831,0.1688,0.6826,0.3174,0.4922,0.508,0.6,0.4,0.9736,0.02635,0.1404,0.86,0.272,0.728,0.9365,0.0637,0.852,0.1481
1369.jpg,20.982999801635742,0.8436974883079529,0.1688,0.831,0.793,0.2069,0.6895,0.3108,0.3887,0.6113,0.5234,0.4766,0.996,0.003765,0.08154,0.9185,0.4805,0.5195,0.9785,0.02129,0.916,0.08386
1370.jpg,20.82337188720703,0.8427537679672241,0.0927,0.907,0.788,0.212,0.6724,0.3276,0.5,0.5,0.8687,0.1312,0.997,0.003027,0.02802,0.972,0.2366,0.7637,0.9766,0.02333,0.929,0.07056
1371.jpg,17.900423049926758,0.9235326647758484,0.558,0.4417,0.968,0.0321,0.881,0.1192,0.02129,0.9785,0.1097,0.89,0.7188,0.2815,0.1348,0.865,0.331,0.669,0.905,0.09534,0.852,0.1481
1372.jpg,20.838197708129883,0.8399401903152466,0.0888,0.911,0.7607,0.2394,0.734,0.2659,0.4727,0.5273,0.3345,0.6655,0.9307,0.0695,0.4648,0.535,0.434,0.566,0.9614,0.03845,0.824,0.1755
1373.jpg,21.31263542175293,0.8345988392829895,0.1666,0.8335,0.7773,0.2227,0.686,0.314,0.596,0.4036,0.772,0.2281,0.989,0.01133,0.1144,0.8857,0.4495,0.551,0.99,0.00956,0.929,0.07056
1374.jpg,25.01222038269043,0.9582736492156982,0.381,0.6187,0.942,0.05835,0.7124,0.2878,0.5312,0.4688,0.543,0.457,0.865,0.1348,0.504,0.496,0.1968,0.803,0.964,0.03622,0.9263,0.07367
1375.jpg,21.425495147705078,0.8277823328971863,0.1993,0.801,0.796,0.2043,0.6074,0.3923,0.57,0.4302,0.8223,0.1779,0.9937,0.00649,0.08386,0.916,0.2942,0.7056,0.98,0.02002,0.939,0.06097
1376.jpg,21.313199996948242,0.8341614603996277,0.1779,0.8223,0.74,0.2598,0.696,0.304,0.6333,0.3667,0.7773,0.2227,0.9946,0.005386,0.07697,0.923,0.363,0.637,0.986,0.01406,0.8823,0.11755
1377.jpg,20.557878494262695,0.8318710327148438,0.2783,0.7217,0.679,0.3208,0.696,0.304,0.3486,0.6514,0.3557,0.644,0.993,0.006905,0.1082,0.8916,0.547,0.4534,0.9683,0.03162,0.769,0.231
1378.jpg,21.361328125,0.8464807271957397,0.2227,0.7773,0.731,0.269,0.4688,0.5312,0.4648,0.535,0.4377,0.562,0.9634,0.03677,0.3242,0.676,0.808,0.1919,0.996,0.003885,0.8105,0.1896
1379.jpg,21.495851516723633,0.855755090713501,0.251,0.749,0.6724,0.3276,0.63,0.37,0.272,0.728,0.2394,0.7607,0.958,0.04208,0.269,0.731,0.7373,0.263,0.995,0.00468,0.793,0.2069
1380.jpg,21.946083068847656,0.8585272431373596,0.2018,0.7983,0.6226,0.3774,0.5195,0.4805,0.2095,0.7905,0.1943,0.8057,0.9346,0.0656,0.2659,0.734,0.457,0.543,0.993,0.006798,0.82,0.18
1381.jpg,21.491741180419922,0.8529999852180481,0.539,0.461,0.8633,0.1366,0.644,0.3557,0.5,0.5,0.6226,0.3774,0.99,0.00986,0.1755,0.824,0.2659,0.734,0.9814,0.01854,0.9243,0.07587
1382.jpg,17.546716690063477,0.9157771468162537,0.686,0.314,0.9663,0.0336,0.808,0.1919,0.02162,0.9785,0.1688,0.831,0.596,0.4036,0.08154,0.9185,0.0496,0.95,0.7905,0.2095,0.831,0.1688
1383.jpg,21.445409774780273,0.8358042240142822,0.2783,0.7217,0.865,0.1348,0.676,0.3242,0.5156,0.4844,0.3887,0.6113,0.893,0.1067,0.272,0.728,0.3557,0.644,0.9795,0.02065,0.854,0.1461
1384.jpg,21.626667022705078,0.8443451523780823,0.2847,0.7153,0.699,0.3008,0.547,0.4534,0.2659,0.734,0.4072,0.593,0.8965,0.10376,0.1779,0.8223,0.2018,0.7983,0.9917,0.008064,0.852,0.1481
1385.jpg,21.206275939941406,0.8201842308044434,0.3738,0.626,0.731,0.269,0.63,0.37,0.3208,0.679,0.3557,0.644,0.9326,0.06757,0.2974,0.7026,0.4456,0.5547,0.997,0.003124,0.772,0.2281
1386.jpg,16.925477981567383,0.6141079068183899,0.2394,0.7607,0.5156,0.4844,0.11127,0.8887,0.57,0.4302,0.03516,0.965,0.991,0.00871,0.03906,0.961,0.3208,0.679,0.999,0.0009546,0.842,0.1582
1387.jpg,23.930240631103516,0.9448016285896301,0.3174,0.6826,0.954,0.04602,0.7188,0.2815,0.7026,0.2974,0.7056,0.2942,0.829,0.171,0.4417,0.558,0.3416,0.658,0.9644,0.03568,0.945,0.055
1388.jpg,21.269664764404297,0.8209571242332458,0.3074,0.693,0.8706,0.1294,0.7153,0.2847,0.5547,0.4456,0.5117,0.4883,0.905,0.09534,0.251,0.749,0.272,0.728,0.983,0.01692,0.8354,0.1646
1389.jpg,20.917810440063477,0.8134786486625671,0.1688,0.831,0.881,0.1192,0.6724,0.3276,0.6333,0.3667,0.4805,0.5195,0.928,0.0716,0.231,0.769,0.3594,0.6406,0.986,0.01428,0.8374,0.1624
1390.jpg,20.798587799072266,0.8141973614692688,0.3174,0.6826,0.813,0.1871,0.508,0.4922,0.3452,0.655,0.3108,0.6895,0.8687,0.1312,0.3381,0.662,0.3381,0.662,0.9927,0.00746,0.893,0.1067
1391.jpg,25.433914184570312,0.9219597578048706,0.547,0.4534,0.948,0.05185,0.5195,0.4805,0.5156,0.4844,0.5234,0.4766,0.9883,0.011505,0.06323,0.9365,0.07697,0.923,0.9956,0.00433,0.9746,0.02556
1392.jpg,25.869909286499023,0.9272698760032654,0.615,0.385,0.939,0.06097,0.589,0.4111,0.709,0.291,0.669,0.331,0.9917,0.008316,0.05664,0.9434,0.1993,0.801,0.994,0.005642,0.9736,0.02635
1393.jpg,15.921235084533691,0.9112505316734314,0.535,0.4648,0.9136,0.0863,0.8374,0.1624,0.01519,0.985,0.06097,0.939,0.893,0.1067,0.1779,0.8223,0.4844,0.5156,0.9785,0.02162,0.731,0.269
1394.jpg,25.872814178466797,0.9254490733146667,0.6724,0.3276,0.947,0.0534,0.4844,0.5156,0.3523,0.648,0.4648,0.535,0.988,0.01224,0.06464,0.9355,0.1009,0.899,0.994,0.006096,0.967,0.03308
1395.jpg,25.788944244384766,0.9252660870552063,0.942,0.05835,0.9316,0.06854,0.3774,0.6226,0.769,0.231,0.8105,0.1896,0.983,0.01718,0.02759,0.9727,0.1422,0.858,0.9966,0.003325,0.911,0.0888
1396.jpg,25.82274627685547,0.9307765364646912,0.8706,0.1294,0.959,0.04083,0.4883,0.5117,0.4805,0.5195,0.725,0.2751,0.98,0.02002,0.0601,0.94,0.0695,0.9307,0.9897,0.01001,0.948,0.05185
1397.jpg,26.153493881225586,0.9282915592193604,0.7188,0.2815,0.966,0.0341,0.558,0.4417,0.543,0.457,0.585,0.4148,0.9775,0.0223,0.07697,0.923,0.0804,0.9194,0.9927,0.007233,0.946,0.0542
1398.jpg,25.9314022064209,0.9215092658996582,0.856,0.1442,0.975,0.0248,0.6333,0.3667,0.508,0.4922,0.7056,0.2942,0.9854,0.01473,0.06464,0.9355,0.2147,0.785,0.995,0.005062,0.9443,0.05582
1399.jpg,21.52631378173828,0.9172545671463013,0.5117,0.4883,0.942,0.05835,0.693,0.3074,0.644,0.3557,0.676,0.3242,0.758,0.2422,0.3276,0.6724,0.2366,0.7637,0.9614,0.03845,0.9434,0.05664
1400.jpg,25.841890335083008,0.9251704812049866,0.796,0.2043,0.978,0.02194,0.7124,0.2878,0.793,0.2069,0.876,0.1242,0.9917,0.00819,0.0542,0.946,0.2095,0.7905,0.9946,0.00522,0.9585,0.04147
1401.jpg,25.847688674926758,0.9238880276679993,0.852,0.1481,0.973,0.02676,0.6187,0.381,0.86,0.1404,0.865,0.1348,0.996,0.004135,0.09534,0.905,0.1603,0.84,0.9897,0.01049,0.9604,0.03964
1402.jpg,25.951391220092773,0.9248195290565491,0.879,0.12085,0.9805,0.01942,0.7153,0.2847,0.801,0.1993,0.9365,0.0637,0.996,0.00407,0.04602,0.954,0.126,0.874,0.996,0.004135,0.9526,0.04742
1403.jpg,26.185405731201172,0.9273624420166016,0.793,0.2069,0.982,0.01826,0.746,0.254,0.589,0.4111,0.89,0.1097,0.9893,0.01065,0.03845,0.9614,0.0792,0.921,0.9824,0.01744,0.9355,0.06464
1404.jpg,17.256643295288086,0.9121677875518799,0.793,0.2069,0.971,0.02887,0.813,0.1871,0.02298,0.977,0.1461,0.854,0.86,0.1404,0.094,0.906,0.05582,0.9443,0.7983,0.2018,0.85,0.15
1405.jpg,26.422101974487305,0.9298551082611084,0.766,0.2338,0.961,0.03906,0.5312,0.4688,0.6113,0.3887,0.728,0.272,0.992,0.007935,0.0637,0.9365,0.08154,0.9185,0.993,0.00701,0.9087,0.0914
1406.jpg,26.2635498046875,0.9223159551620483,0.752,0.248,0.961,0.03906,0.6655,0.3345,0.766,0.2338,0.854,0.1461,0.996,0.003885,0.0637,0.9365,0.0851,0.915,0.9897,0.01001,0.906,0.094
1407.jpg,26.115755081176758,0.9245119094848633,0.848,0.152,0.976,0.0237,0.6514,0.3486,0.6514,0.3486,0.915,0.0851,0.9746,0.02556,0.0542,0.946,0.0666,0.9336,0.9907,0.009125,0.9253,0.07477
1408.jpg,26.068334579467773,0.9247294068336487,0.772,0.2281,0.972,0.02802,0.562,0.4377,0.3208,0.679,0.6826,0.3174,0.972,0.02802,0.06097,0.939,0.0601,0.94,0.992,0.007812,0.9575,0.04272
1409.jpg,26.17997169494629,0.9231820106506348,0.8438,0.1561,0.9736,0.02635,0.535,0.4648,0.4226,0.5776,0.793,0.2069,0.984,0.01616,0.0628,0.937,0.10376,0.8965,0.993,0.00701,0.9575,0.04272
1410.jpg,26.005895614624023,0.9283350706100464,0.904,0.096,0.983,0.01718,0.551,0.4495,0.766,0.2338,0.905,0.09534,0.991,0.00871,0.04147,0.9585,0.0792,0.921,0.989,0.01099,0.9697,0.03021
1411.jpg,20.65530014038086,0.9100951552391052,0.543,0.457,0.9487,0.0511,0.734,0.2659,0.547,0.4534,0.686,0.314,0.829,0.171,0.3774,0.6226,0.1968,0.803,0.967,0.03308,0.941,0.0592
1412.jpg,26.059598922729492,0.924177348613739,0.772,0.2281,0.94,0.0601,0.4727,0.5273,0.63,0.37,0.769,0.231,0.991,0.00899,0.03677,0.9634,0.12085,0.879,0.9976,0.002672,0.938,0.0619
1413.jpg,26.07645606994629,0.9210227727890015,0.793,0.2069,0.9746,0.02556,0.5156,0.4844,0.7026,0.2974,0.766,0.2338,0.9863,0.01363,0.0981,0.902,0.1603,0.84,0.995,0.004906,0.9717,0.02844
1414.jpg,25.92203712463379,0.9176663756370544,0.945,0.055,0.987,0.01322,0.63,0.37,0.6,0.4,0.7983,0.2018,0.99,0.00956,0.06097,0.939,0.11127,0.8887,0.9937,0.00619,0.9644,0.03568
1415.jpg,17.371734619140625,0.9020293354988098,0.7983,0.2018,0.955,0.04468,0.7124,0.2878,0.04886,0.951,0.1848,0.8154,0.82,0.18,0.04813,0.9517,0.0863,0.9136,0.676,0.3242,0.78,0.22
1416.jpg,25.88968276977539,0.9154886603355408,0.96,0.04025,0.9795,0.02034,0.655,0.3452,0.879,0.12085,0.9033,0.0967,0.993,0.006798,0.07477,0.9253,0.0981,0.902,0.9893,0.01065,0.968,0.0321
1417.jpg,26.138057708740234,0.9187854528427124,0.906,0.094,0.9785,0.02162,0.5195,0.4805,0.6226,0.3774,0.8154,0.1848,0.9917,0.008316,0.05664,0.9434,0.11755,0.8823,0.992,0.007935,0.9473,0.0526
1418.jpg,26.342634201049805,0.9204971790313721,0.9136,0.0863,0.9604,0.03964,0.6333,0.3667,0.396,0.604,0.6655,0.3345,0.9683,0.03162,0.0927,0.907,0.0695,0.9307,0.9897,0.01033,0.9263,0.07367
1419.jpg,26.210939407348633,0.9233819842338562,0.769,0.231,0.9546,0.04535,0.4456,0.5547,0.457,0.543,0.637,0.363,0.981,0.01883,0.1624,0.8374,0.0981,0.902,0.9863,0.01343,0.941,0.0592
1420.jpg,26.186962127685547,0.9194469451904297,0.728,0.272,0.937,0.0628,0.4072,0.593,0.4766,0.5234,0.535,0.4648,0.992,0.007694,0.126,0.874,0.1366,0.8633,0.996,0.004135,0.965,0.03516
1421.jpg,26.349550247192383,0.9223056435585022,0.813,0.1871,0.8457,0.154,0.3923,0.6074,0.457,0.543,0.4688,0.5312,0.9927,0.007347,0.02518,0.9746,0.1348,0.865,0.998,0.002182,0.9565,0.04337
1422.jpg,26.19281768798828,0.9233280420303345,0.676,0.3242,0.947,0.0534,0.3923,0.6074,0.589,0.4111,0.655,0.3452,0.995,0.004982,0.06464,0.9355,0.2366,0.7637,0.9966,0.003273,0.9644,0.03568
1423.jpg,22.330852508544922,0.9358318448066711,0.6655,0.3345,0.9688,0.03114,0.801,0.1993,0.842,0.1582,0.808,0.1919,0.796,0.2043,0.3174,0.6826,0.2451,0.755,0.962,0.0379,0.9487,0.0511
1424.jpg,25.967819213867188,0.9172502160072327,0.916,0.08386,0.968,0.0321,0.4844,0.5156,0.543,0.457,0.626,0.3738,0.991,0.00871,0.07367,0.9263,0.0792,0.921,0.99,0.00986,0.9473,0.0526
1425.jpg,22.64183807373047,0.9413325786590576,0.874,0.126,0.958,0.04208,0.385,0.615,0.829,0.171,0.8687,0.1312,0.9897,0.01001,0.04813,0.9517,0.1968,0.803,0.9946,0.00547,0.988,0.01243
1426.jpg,18.186708450317383,0.917826771736145,0.923,0.07697,0.977,0.02298,0.7056,0.2942,0.0995,0.9004,0.152,0.848,0.725,0.2751,0.1422,0.858,0.1128,0.887,0.743,0.2568,0.8354,0.1646
1427.jpg,23.251449584960938,0.9480786323547363,0.829,0.171,0.953,0.04672,0.2366,0.7637,0.4922,0.508,0.758,0.2422,0.9873,0.012825,0.02887,0.971,0.1943,0.8057,0.9976,0.002632,0.975,0.0248
1428.jpg,23.48191261291504,0.9527540802955627,0.604,0.396,0.9653,0.0346,0.3345,0.6655,0.772,0.2281,0.9194,0.0804,0.9966,0.00343,0.02405,0.976,0.263,0.7373,0.993,0.00701,0.971,0.02887
1429.jpg,24.00420379638672,0.9526259899139404,0.7827,0.2173,0.948,0.05185,0.231,0.769,0.6724,0.3276,0.8916,0.1082,0.996,0.003765,0.03677,0.9634,0.2281,0.772,0.993,0.00669,0.9727,0.02718
1430.jpg,23.734718322753906,0.9527801275253296,0.57,0.4302,0.9424,0.0575,0.2451,0.755,0.434,0.566,0.89,0.1097,0.989,0.01099,0.02556,0.9746,0.1603,0.84,0.9927,0.00746,0.9727,0.02759
1431.jpg,25.411617279052734,0.9599934220314026,0.758,0.2422,0.945,0.055,0.3774,0.6226,0.769,0.231,0.902,0.0981,0.986,0.01406,0.0346,0.9653,0.3108,0.6895,0.997,0.002846,0.9546,0.04535
1432.jpg,25.284488677978516,0.9546208381652832,0.915,0.0851,0.9272,0.07263,0.2451,0.755,0.5156,0.4844,0.637,0.363,0.9927,0.007347,0.01912,0.981,0.4226,0.5776,0.9985,0.001225,0.9814,0.01854
1433.jpg,24.400564193725586,0.9560239315032959,0.7827,0.2173,0.95,0.0496,0.1294,0.8706,0.4302,0.57,0.7124,0.2878,0.9956,0.00433,0.01678,0.9834,0.3208,0.679,0.998,0.00205,0.9775,0.0223
1434.jpg,24.215818405151367,0.9528488516807556,0.876,0.1242,0.9634,0.03677,0.2281,0.772,0.57,0.4302,0.8105,0.1896,0.989,0.01133,0.01142,0.989,0.1561,0.8438,0.998,0.002115,0.9424,0.0575
1435.jpg,20.948989868164062,0.919395923614502,0.593,0.4072,0.9673,0.0326,0.749,0.251,0.8633,0.1366,0.7827,0.2173,0.8374,0.1624,0.3208,0.679,0.2422,0.758,0.9473,0.0526,0.95,0.0496
1436.jpg,24.304040908813477,0.9533306956291199,0.743,0.2568,0.9775,0.02263,0.2227,0.7773,0.7026,0.2974,0.902,0.0981,0.997,0.002714,0.01826,0.982,0.381,0.6187,0.997,0.002714,0.9814,0.01854
1437.jpg,16.469959259033203,0.9149081110954285,0.7905,0.2095,0.958,0.04208,0.796,0.2043,0.01065,0.9893,0.06757,0.9326,0.4417,0.558,0.1067,0.893,0.1603,0.84,0.984,0.0159,0.752,0.248
1438.jpg,17.409486770629883,0.9082614183425903,0.8706,0.1294,0.96,0.04025,0.8887,0.11127,0.11127,0.8887,0.126,0.874,0.881,0.1192,0.10376,0.8965,0.3345,0.6655,0.9683,0.03162,0.8613,0.1384
1439.jpg,23.058530807495117,0.9480347633361816,0.86,0.1404,0.9526,0.04742,0.1624,0.8374,0.5195,0.4805,0.6826,0.3174,0.975,0.0248,0.00819,0.9917,0.269,0.731,0.9956,0.00461,0.9565,0.04337
1440.jpg,24.529438018798828,0.9566183090209961,0.8057,0.1943,0.981,0.01912,0.2043,0.796,0.5195,0.4805,0.648,0.3523,0.9736,0.02635,0.012726,0.9873,0.1404,0.86,0.9966,0.003593,0.958,0.04208
1441.jpg,23.86619758605957,0.9565521478652954,0.7827,0.2173,0.9697,0.03021,0.2847,0.7153,0.381,0.6187,0.4844,0.5156,0.9795,0.02065,0.0056,0.9946,0.304,0.696,0.998,0.002083,0.948,0.05185
1442.jpg,23.654090881347656,0.9545232653617859,0.7188,0.2815,0.911,0.0888,0.2018,0.7983,0.4766,0.5234,0.731,0.269,0.996,0.004135,0.00878,0.991,0.1603,0.84,0.991,0.00871,0.9517,0.04813
1443.jpg,22.932390213012695,0.9514148831367493,0.615,0.385,0.9795,0.02034,0.385,0.615,0.551,0.4495,0.8154,0.1848,0.9946,0.005386,0.01543,0.9844,0.1225,0.8774,0.9956,0.00433,0.9863,0.01343
1444.jpg,22.97677230834961,0.949688196182251,0.9365,0.0637,0.9756,0.02443,0.4148,0.585,0.4922,0.508,0.796,0.2043,0.9727,0.02718,0.01363,0.9863,0.2422,0.758,0.9976,0.002287,0.9824,0.01772
1445.jpg,23.441761016845703,0.9532042741775513,0.8105,0.1896,0.9727,0.02718,0.37,0.63,0.543,0.457,0.8887,0.11127,0.9883,0.01187,0.05032,0.9497,0.272,0.728,0.996,0.003944,0.9487,0.0511
1446.jpg,23.066911697387695,0.9453219175338745,0.8633,0.1366,0.98,0.02002,0.231,0.769,0.3416,0.658,0.7188,0.2815,0.9897,0.01001,0.0145,0.9854,0.11127,0.8887,0.9946,0.005302,0.9775,0.0223
1447.jpg,23.37031364440918,0.9439581632614136,0.8726,0.1277,0.9697,0.03021,0.1404,0.86,0.566,0.434,0.752,0.248,0.993,0.006905,0.02443,0.9756,0.1943,0.8057,0.9946,0.00522,0.9834,0.0164
1448.jpg,20.948009490966797,0.9153072834014893,0.658,0.3416,0.969,0.03067,0.842,0.1582,0.848,0.152,0.867,0.1329,0.842,0.1582,0.2974,0.7026,0.3276,0.6724,0.9473,0.0526,0.963,0.03732
1449.jpg,16.786272048950195,0.9155070781707764,0.852,0.1481,0.973,0.02676,0.7607,0.2394,0.11127,0.8887,0.2255,0.7744,0.874,0.126,0.07697,0.923,0.2422,0.758,0.902,0.0981,0.86,0.1404
1450.jpg,23.93931770324707,0.9512084722518921,0.8633,0.1366,0.9795,0.02034,0.15,0.85,0.4226,0.5776,0.6895,0.3108,0.99,0.00956,0.03568,0.9644,0.1824,0.8174,0.9927,0.007122,0.984,0.01616
1451.jpg,22.902294158935547,0.9468180537223816,0.743,0.2568,0.9863,0.01385,0.291,0.709,0.4805,0.5195,0.709,0.291,0.9937,0.006588,0.0341,0.966,0.2394,0.7607,0.998,0.00181,0.9775,0.0223
1452.jpg,24.913881301879883,0.9548987150192261,0.954,0.04602,0.983,0.01692,0.4417,0.558,0.655,0.3452,0.8774,0.1225,0.994,0.005642,0.0341,0.966,0.251,0.749,0.9976,0.002472,0.982,0.01826
1453.jpg,24.43033218383789,0.9559615850448608,0.942,0.05835,0.9746,0.02556,0.496,0.504,0.604,0.396,0.856,0.1442,0.9937,0.00649,0.03114,0.9688,0.2847,0.7153,0.9976,0.002472,0.9443,0.05582
1454.jpg,24.612306594848633,0.9582626819610596,0.879,0.12085,0.966,0.0341,0.254,0.746,0.644,0.3557,0.7773,0.2227,0.994,0.006004,0.04272,0.9575,0.2173,0.7827,0.995,0.004982,0.964,0.03622
1455.jpg,24.23082733154297,0.9555380940437317,0.874,0.126,0.9766,0.02333,0.1919,0.808,0.626,0.3738,0.648,0.3523,0.995,0.005062,0.02802,0.972,0.1755,0.824,0.9927,0.007347,0.9634,0.03677
1456.jpg,24.588451385498047,0.9582628607749939,0.916,0.08386,0.954,0.04602,0.126,0.874,0.5273,0.4727,0.803,0.1968,0.9927,0.007233,0.044,0.956,0.1082,0.8916,0.9863,0.01343,0.948,0.05185
1457.jpg,24.489200592041016,0.9578314423561096,0.906,0.094,0.938,0.0619,0.1666,0.8335,0.6406,0.3594,0.8975,0.1023,0.9956,0.004265,0.03308,0.967,0.1582,0.842,0.9966,0.003325,0.9526,0.04742
1458.jpg,24.54472541809082,0.9542867541313171,0.881,0.1192,0.976,0.02405,0.314,0.686,0.6406,0.3594,0.813,0.1871,0.9946,0.00522,0.03568,0.9644,0.3416,0.658,0.992,0.007576,0.948,0.05185
