image,psnr,ssim,Accurate Color Representation,Blue/Green Color Cast,Accurate and Natural Color Representation,"Inaccurate, Artifact and uncomfortable Color Cast","Harmonious, Suitable, and Aesthetically Pleasing Color Representation","Distorted, Unfitting, and Visually Displeasing Color Cast",Vibrant and vivid,Dull and washed-out,"Bright, Colorful Underwater Scene","Dim, Desaturated Underwater Colors",Crystal-clear and Unobstructed Scene,Murky and Obscured View,Balanced and Well-Lit view,Underlit scene and Backlit Objects,Richly detailed, Blurry and indistinct,Sharp Aquatic Details,Blurred Movement,Natural Ambient Light,Artificial Light
465.jpg,19.091718673706055,0.7930697798728943,0.589,0.4111,0.331,0.669,0.0496,0.95,0.04602,0.954,0.4883,0.5117,0.981,0.01912,0.04208,0.958,0.03622,0.964,0.9272,0.07263,0.7827,0.2173
466.jpg,24.349130630493164,0.9250881671905518,0.2173,0.7827,0.1779,0.8223,0.1277,0.8726,0.02759,0.9727,0.0967,0.9033,0.725,0.2751,0.4263,0.5737,0.08154,0.9185,0.801,0.1993,0.7217,0.2783
467.jpg,24.32293701171875,0.9319695830345154,0.304,0.696,0.971,0.02887,0.566,0.434,0.829,0.171,0.9517,0.04813,0.9937,0.00649,0.00885,0.991,0.263,0.7373,0.997,0.002846,0.9688,0.03114
468.jpg,19.481351852416992,0.8429968357086182,0.2751,0.725,0.9307,0.0695,0.596,0.4036,0.3074,0.693,0.743,0.2568,0.785,0.2147,0.3242,0.676,0.0592,0.941,0.876,0.1242,0.928,0.0716
469.jpg,18.544300079345703,0.8804993033409119,0.1968,0.803,0.905,0.09534,0.539,0.461,0.152,0.848,0.3887,0.6113,0.7056,0.2942,0.725,0.2751,0.2147,0.785,0.9604,0.03964,0.86,0.1404
470.jpg,20.601659774780273,0.9399248957633972,0.37,0.63,0.758,0.2422,0.314,0.686,0.2043,0.796,0.396,0.604,0.9497,0.05032,0.2783,0.7217,0.01744,0.9824,0.3174,0.6826,0.8965,0.10376
471.jpg,15.991310119628906,0.8068247437477112,0.07056,0.929,0.1097,0.89,0.1052,0.895,0.1242,0.876,0.3345,0.6655,0.865,0.1348,0.15,0.85,0.1242,0.876,0.5117,0.4883,0.755,0.2451
472.jpg,16.65128517150879,0.7845527529716492,0.154,0.8457,0.4111,0.589,0.3486,0.6514,0.07477,0.9253,0.457,0.543,0.8706,0.1294,0.508,0.4922,0.1561,0.8438,0.923,0.07697,0.772,0.2281
473.jpg,19.328365325927734,0.9052006006240845,0.902,0.0981,0.658,0.3416,0.07263,0.9272,0.1312,0.8687,0.2942,0.7056,0.2394,0.7607,0.731,0.269,0.551,0.4495,0.994,0.006096,0.867,0.1329
474.jpg,20.351804733276367,0.8875688910484314,0.3667,0.6333,0.4,0.6,0.4805,0.5195,0.0575,0.9424,0.1192,0.881,0.589,0.4111,0.4495,0.551,0.171,0.829,0.951,0.04886,0.4417,0.558
475.jpg,18.98225212097168,0.7439343929290771,0.1067,0.893,0.6226,0.3774,0.251,0.749,0.044,0.956,0.0995,0.9004,0.539,0.461,0.746,0.254,0.1144,0.8857,0.9185,0.08154,0.655,0.3452
476.jpg,20.034687042236328,0.9072176218032837,0.2751,0.725,0.7056,0.2942,0.4,0.6,0.1009,0.899,0.331,0.669,0.9604,0.03964,0.5,0.5,0.693,0.3074,0.9966,0.003483,0.7373,0.263
477.jpg,24.127599716186523,0.9184757471084595,0.63,0.37,0.731,0.269,0.1943,0.8057,0.06854,0.9316,0.3276,0.6724,0.752,0.248,0.5547,0.4456,0.1009,0.899,0.858,0.1422,0.8633,0.1366
478.jpg,23.88655662536621,0.9350350499153137,0.5815,0.4187,0.973,0.02676,0.4648,0.535,0.796,0.2043,0.94,0.0601,0.9927,0.007233,0.01033,0.9897,0.37,0.63,0.999,0.00097,0.98,0.02002
479.jpg,23.753992080688477,0.9162634611129761,0.01616,0.984,0.154,0.8457,0.2366,0.7637,0.02759,0.9727,0.291,0.709,0.8965,0.10376,0.434,0.566,0.626,0.3738,0.9727,0.02718,0.6113,0.3887
480.jpg,20.61446189880371,0.8330371379852295,0.615,0.385,0.8105,0.1896,0.18,0.82,0.0716,0.928,0.1128,0.887,0.3923,0.6074,0.3381,0.662,0.1242,0.876,0.829,0.171,0.8223,0.1779
481.jpg,20.453306198120117,0.8646955490112305,0.1779,0.8223,0.596,0.4036,0.1755,0.824,0.0575,0.9424,0.1733,0.8267,0.7217,0.2783,0.37,0.63,0.01049,0.9897,0.6,0.4,0.793,0.2069
482.jpg,23.17239761352539,0.8958517909049988,0.6895,0.3108,0.535,0.4648,0.07263,0.9272,0.006905,0.993,0.02263,0.9775,0.5156,0.4844,0.314,0.686,0.2281,0.772,0.941,0.0592,0.539,0.461
483.jpg,18.834095001220703,0.8871293067932129,0.1052,0.895,0.824,0.1755,0.4688,0.5312,0.22,0.78,0.3774,0.6226,0.848,0.152,0.8374,0.1624,0.152,0.848,0.9805,0.01971,0.9033,0.0967
484.jpg,22.782899856567383,0.885413646697998,0.07587,0.9243,0.63,0.37,0.4111,0.589,0.06464,0.9355,0.1848,0.8154,0.699,0.3008,0.5,0.5,0.3208,0.679,0.8154,0.1848,0.6406,0.3594
485.jpg,20.828357696533203,0.9022789597511292,0.8335,0.1666,0.8916,0.1082,0.331,0.669,0.0716,0.928,0.461,0.539,0.6406,0.3594,0.2147,0.785,0.1097,0.89,0.856,0.1442,0.78,0.22
486.jpg,20.906503677368164,0.891622006893158,0.1329,0.867,0.829,0.171,0.4263,0.5737,0.1225,0.8774,0.539,0.461,0.85,0.15,0.385,0.615,0.3074,0.693,0.9316,0.06854,0.74,0.2598
487.jpg,22.664846420288086,0.9109578132629395,0.2422,0.758,0.304,0.696,0.06097,0.939,0.1067,0.893,0.269,0.731,0.74,0.2598,0.2815,0.7188,0.637,0.363,0.99,0.00971,0.5156,0.4844
488.jpg,22.15884017944336,0.8966768383979797,0.1052,0.895,0.2173,0.7827,0.1404,0.86,0.1067,0.893,0.1023,0.8975,0.4922,0.508,0.7905,0.2095,0.8223,0.1779,0.9893,0.01082,0.6826,0.3174
489.jpg,24.056903839111328,0.909747302532196,0.3242,0.676,0.9746,0.02556,0.4844,0.5156,0.8057,0.1943,0.948,0.05185,0.996,0.004135,0.011505,0.9883,0.3452,0.655,0.9976,0.002512,0.9673,0.0326
490.jpg,24.61847496032715,0.9322854280471802,0.1871,0.813,0.4495,0.551,0.094,0.906,0.231,0.769,0.539,0.461,0.966,0.0341,0.547,0.4534,0.1688,0.831,0.7905,0.2095,0.848,0.152
491.jpg,23.648391723632812,0.93050217628479,0.3486,0.6514,0.461,0.539,0.2751,0.725,0.03732,0.963,0.2847,0.7153,0.8613,0.1384,0.2878,0.7124,0.4456,0.5547,0.9897,0.01017,0.813,0.1871
492.jpg,23.23020362854004,0.890327513217926,0.2451,0.755,0.566,0.434,0.171,0.829,0.03845,0.9614,0.1624,0.8374,0.856,0.1442,0.57,0.4302,0.03845,0.9614,0.7373,0.263,0.648,0.3523
493.jpg,21.116674423217773,0.8958665132522583,0.4263,0.5737,0.8633,0.1366,0.2659,0.734,0.2974,0.7026,0.457,0.543,0.7153,0.2847,0.788,0.212,0.4263,0.5737,0.9775,0.02263,0.874,0.126
494.jpg,21.220895767211914,0.9148959517478943,0.03964,0.9604,0.626,0.3738,0.593,0.4072,0.7056,0.2942,0.709,0.291,0.937,0.0628,0.669,0.331,0.2451,0.755,0.9736,0.02635,0.9346,0.0656
495.jpg,17.914382934570312,0.834537148475647,0.1968,0.803,0.604,0.396,0.5312,0.4688,0.0901,0.9097,0.363,0.637,0.6113,0.3887,0.212,0.788,0.496,0.504,0.9814,0.01854,0.8154,0.1848
496.jpg,20.162662506103516,0.9186887145042419,0.11127,0.8887,0.89,0.1097,0.7124,0.2878,0.78,0.22,0.796,0.2043,0.9863,0.01363,0.3242,0.676,0.2451,0.755,0.9604,0.03964,0.74,0.2598
497.jpg,21.847381591796875,0.9143192172050476,0.304,0.696,0.8057,0.1943,0.2568,0.743,0.3242,0.676,0.82,0.18,0.9805,0.01971,0.9517,0.04813,0.57,0.4302,0.99,0.00986,0.939,0.06097
498.jpg,18.34605598449707,0.8810151815414429,0.4226,0.5776,0.74,0.2598,0.304,0.696,0.0901,0.9097,0.2815,0.7188,0.907,0.0927,0.6406,0.3594,0.01616,0.984,0.796,0.2043,0.8843,0.11597
499.jpg,20.392864227294922,0.9386321306228638,0.07367,0.9263,0.746,0.254,0.539,0.461,0.291,0.709,0.4922,0.508,0.8105,0.1896,0.769,0.231,0.679,0.3208,0.997,0.003124,0.796,0.2043
500.jpg,23.266206741333008,0.8976908922195435,0.3774,0.6226,0.9775,0.02263,0.558,0.4417,0.679,0.3208,0.942,0.05835,0.984,0.0159,0.01343,0.9863,0.4072,0.593,0.9995,0.0005794,0.9717,0.02844
501.jpg,21.647377014160156,0.8965388536453247,0.171,0.829,0.248,0.752,0.269,0.731,0.11597,0.8843,0.263,0.7373,0.893,0.1067,0.11755,0.8823,0.1404,0.86,0.893,0.1067,0.7827,0.2173
502.jpg,20.337953567504883,0.9224874973297119,0.331,0.669,0.858,0.1422,0.5815,0.4187,0.2338,0.766,0.5776,0.4226,0.596,0.4036,0.4417,0.558,0.0592,0.941,0.911,0.0888,0.879,0.12085
503.jpg,17.130508422851562,0.8545870184898376,0.2394,0.7607,0.7026,0.2974,0.3008,0.699,0.2451,0.755,0.85,0.15,0.8613,0.1384,0.3887,0.6113,0.0496,0.95,0.551,0.4495,0.7905,0.2095
504.jpg,19.561195373535156,0.8484475612640381,0.0542,0.946,0.8687,0.1312,0.8438,0.1561,0.11127,0.8887,0.3923,0.6074,0.535,0.4648,0.8374,0.1624,0.03114,0.9688,0.8057,0.1943,0.876,0.1242
505.jpg,19.75591278076172,0.8701431751251221,0.22,0.78,0.4688,0.5312,0.3416,0.658,0.3923,0.6074,0.7637,0.2366,0.911,0.0888,0.251,0.749,0.0666,0.9336,0.9272,0.07263,0.769,0.231
506.jpg,22.269264221191406,0.901573657989502,0.1779,0.8223,0.7026,0.2974,0.3242,0.676,0.1404,0.86,0.2659,0.734,0.709,0.291,0.504,0.496,0.055,0.945,0.8823,0.11755,0.9136,0.0863
508.jpg,18.354393005371094,0.9003257751464844,0.381,0.6187,0.5312,0.4688,0.2095,0.7905,0.3594,0.6406,0.7124,0.2878,0.9355,0.06464,0.3486,0.6514,0.3486,0.6514,0.955,0.04468,0.86,0.1404
509.jpg,24.237476348876953,0.9324175715446472,0.4417,0.558,0.385,0.615,0.57,0.4302,0.154,0.8457,0.1871,0.813,0.686,0.314,0.7153,0.2847,0.8105,0.1896,0.994,0.00573,0.648,0.3523
510.jpg,17.244972229003906,0.8410004377365112,0.696,0.304,0.7744,0.2255,0.1968,0.803,0.0967,0.9033,0.3208,0.679,0.6895,0.3108,0.2422,0.758,0.01343,0.9863,0.693,0.3074,0.7026,0.2974
511.jpg,23.09769058227539,0.9002271294593811,0.3887,0.6113,0.954,0.04602,0.3381,0.662,0.6187,0.381,0.921,0.0792,0.9946,0.00522,0.01519,0.985,0.1666,0.8335,0.991,0.00885,0.966,0.0341
512.jpg,19.59795379638672,0.7941167950630188,0.3887,0.6113,0.615,0.385,0.562,0.4377,0.1384,0.8613,0.2783,0.7217,0.746,0.254,0.4111,0.589,0.09534,0.905,0.956,0.044,0.9336,0.0666
513.jpg,18.67392921447754,0.8955262899398804,0.5547,0.4456,0.916,0.08386,0.4417,0.558,0.696,0.304,0.842,0.1582,0.9565,0.04337,0.63,0.37,0.1561,0.8438,0.876,0.1242,0.856,0.1442
514.jpg,22.544662475585938,0.9228155016899109,0.848,0.152,0.9697,0.03021,0.85,0.15,0.15,0.85,0.2974,0.7026,0.755,0.2451,0.585,0.4148,0.3667,0.6333,0.9863,0.01385,0.7188,0.2815
515.jpg,20.644664764404297,0.8169095516204834,0.3074,0.693,0.3774,0.6226,0.171,0.829,0.03964,0.9604,0.18,0.82,0.9272,0.07263,0.1824,0.8174,0.03622,0.964,0.7827,0.2173,0.6,0.4
516.jpg,18.93411636352539,0.886354386806488,0.2751,0.725,0.858,0.1422,0.434,0.566,0.272,0.728,0.686,0.314,0.8965,0.10376,0.1848,0.8154,0.08386,0.916,0.969,0.03067,0.881,0.1192
517.jpg,22.886762619018555,0.9316663146018982,0.4111,0.589,0.9136,0.0863,0.6333,0.3667,0.7056,0.2942,0.9326,0.06757,0.9487,0.0511,0.2568,0.743,0.05664,0.9434,0.8223,0.1779,0.8457,0.154
518.jpg,22.22039031982422,0.9095815420150757,0.03906,0.961,0.543,0.457,0.3174,0.6826,0.2974,0.7026,0.4263,0.5737,0.8706,0.1294,0.535,0.4648,0.254,0.746,0.984,0.01616,0.679,0.3208
519.jpg,24.455930709838867,0.9392713308334351,0.1192,0.881,0.8774,0.1225,0.7744,0.2255,0.272,0.728,0.5737,0.4263,0.676,0.3242,0.7056,0.2942,0.4187,0.5815,0.959,0.04083,0.7983,0.2018
520.jpg,22.794485092163086,0.9115641117095947,0.3345,0.6655,0.4688,0.5312,0.1603,0.84,0.2451,0.755,0.4456,0.5547,0.8975,0.1023,0.2366,0.7637,0.1128,0.887,0.8354,0.1646,0.7153,0.2847
521.jpg,21.003128051757812,0.9281822443008423,0.4727,0.5273,0.6826,0.3174,0.4072,0.593,0.1404,0.86,0.4,0.6,0.696,0.304,0.2568,0.743,0.363,0.637,0.9824,0.01744,0.6655,0.3345
522.jpg,23.81740951538086,0.9092093706130981,0.363,0.637,0.944,0.05624,0.5117,0.4883,0.8154,0.1848,0.972,0.02802,0.9917,0.008316,0.01363,0.9863,0.3381,0.662,0.995,0.004757,0.9526,0.04742
523.jpg,21.939226150512695,0.8881406188011169,0.2568,0.743,0.7637,0.2366,0.304,0.696,0.09534,0.905,0.5815,0.4187,0.7124,0.2878,0.3108,0.6895,0.10376,0.8965,0.9336,0.0666,0.637,0.363
524.jpg,18.93763542175293,0.8388850688934326,0.269,0.731,0.7373,0.263,0.385,0.615,0.1366,0.8633,0.4417,0.558,0.923,0.07697,0.3887,0.6113,0.0901,0.9097,0.881,0.1192,0.808,0.1919
525.jpg,21.55022621154785,0.919218897819519,0.00202,0.998,0.1688,0.831,0.5273,0.4727,0.1294,0.8706,0.1666,0.8335,0.5156,0.4844,0.272,0.728,0.4648,0.535,0.9756,0.02443,0.7056,0.2942
526.jpg,18.034696578979492,0.8999049663543701,0.2451,0.755,0.6074,0.3923,0.3667,0.6333,0.4111,0.589,0.5273,0.4727,0.907,0.0927,0.385,0.615,0.1366,0.8633,0.9253,0.07477,0.755,0.2451
527.jpg,17.740198135375977,0.900759220123291,0.3416,0.658,0.696,0.304,0.3416,0.658,0.5547,0.4456,0.772,0.2281,0.959,0.04083,0.1348,0.865,0.1848,0.8154,0.959,0.04083,0.6826,0.3174
528.jpg,20.72100257873535,0.9037367701530457,0.1294,0.8706,0.4766,0.5234,0.4688,0.5312,0.2095,0.7905,0.496,0.504,0.796,0.2043,0.596,0.4036,0.551,0.4495,0.9883,0.01187,0.769,0.231
529.jpg,22.943334579467773,0.9373608827590942,0.8457,0.154,0.9326,0.06757,0.78,0.22,0.1824,0.8174,0.1442,0.856,0.3108,0.6895,0.6406,0.3594,0.585,0.4148,0.9863,0.01363,0.655,0.3452
530.jpg,20.9482421875,0.9050173163414001,0.6,0.4,0.4805,0.5195,0.1561,0.8438,0.2878,0.7124,0.4844,0.5156,0.7124,0.2878,0.37,0.63,0.2451,0.755,0.9336,0.0666,0.7124,0.2878
531.jpg,18.486806869506836,0.818684995174408,0.2878,0.7124,0.867,0.1329,0.331,0.669,0.2878,0.7124,0.4883,0.5117,0.9473,0.0526,0.8706,0.1294,0.0336,0.9663,0.644,0.3557,0.808,0.1919
532.jpg,21.626548767089844,0.9095227718353271,0.07697,0.923,0.4302,0.57,0.4727,0.5273,0.248,0.752,0.4766,0.5234,0.881,0.1192,0.4036,0.596,0.854,0.1461,0.996,0.003765,0.8687,0.1312
533.jpg,20.231237411499023,0.8297933340072632,0.2878,0.7124,0.604,0.396,0.09534,0.905,0.04672,0.953,0.3381,0.662,0.969,0.03067,0.02556,0.9746,0.0326,0.9673,0.995,0.004982,0.867,0.1329
534.jpg,19.570709228515625,0.8921322822570801,0.272,0.728,0.8057,0.1943,0.2598,0.74,0.0888,0.911,0.3738,0.626,0.905,0.09534,0.4036,0.596,0.07587,0.9243,0.8843,0.11597,0.7773,0.2227
535.jpg,19.19938087463379,0.8758866190910339,0.4417,0.558,0.9526,0.04742,0.5273,0.4727,0.5776,0.4226,0.743,0.2568,0.921,0.0792,0.728,0.272,0.1366,0.8633,0.82,0.18,0.8174,0.1824
536.jpg,19.74672508239746,0.8218138813972473,0.2422,0.758,0.8633,0.1366,0.5547,0.4456,0.1442,0.856,0.314,0.686,0.9443,0.05582,0.4766,0.5234,0.1242,0.876,0.915,0.0851,0.731,0.269
537.jpg,16.704164505004883,0.8682410717010498,0.496,0.504,0.9517,0.04813,0.7153,0.2847,0.813,0.1871,0.8857,0.1144,0.939,0.06097,0.3108,0.6895,0.5195,0.4805,0.9805,0.01971,0.876,0.1242
538.jpg,22.428380966186523,0.8950805068016052,0.3008,0.699,0.543,0.457,0.2783,0.7217,0.0695,0.9307,0.251,0.749,0.669,0.331,0.1919,0.808,0.1348,0.865,0.8057,0.1943,0.6406,0.3594
539.jpg,20.46459197998047,0.9011690020561218,0.1993,0.801,0.686,0.314,0.676,0.3242,0.4,0.6,0.5815,0.4187,0.743,0.2568,0.1603,0.84,0.2394,0.7607,0.963,0.03732,0.8354,0.1646
540.jpg,24.46620750427246,0.9446019530296326,0.11755,0.8823,0.8916,0.1082,0.7905,0.2095,0.3887,0.6113,0.8374,0.1624,0.9585,0.04147,0.304,0.696,0.1294,0.8706,0.856,0.1442,0.808,0.1919
541.jpg,23.409027099609375,0.877860426902771,0.248,0.752,0.8857,0.1144,0.4187,0.5815,0.2659,0.734,0.648,0.3523,0.4688,0.5312,0.6333,0.3667,0.04535,0.9546,0.879,0.12085,0.8975,0.1023
542.jpg,19.809473037719727,0.8540205359458923,0.37,0.63,0.852,0.1481,0.4534,0.547,0.11755,0.8823,0.3452,0.655,0.8726,0.1277,0.3774,0.6226,0.0601,0.94,0.942,0.05835,0.8105,0.1896
543.jpg,23.545406341552734,0.9041844606399536,0.8374,0.1624,0.9497,0.05032,0.543,0.457,0.7827,0.2173,0.86,0.1404,0.9893,0.01082,0.0145,0.9854,0.3242,0.676,0.9985,0.001245,0.968,0.0321
544.jpg,21.28998374938965,0.8719204068183899,0.434,0.566,0.558,0.4417,0.09534,0.905,0.1144,0.8857,0.2422,0.758,0.8374,0.1624,0.615,0.385,0.01666,0.9834,0.749,0.251,0.9004,0.0995
545.jpg,19.346677780151367,0.8593304753303528,0.637,0.363,0.291,0.709,0.00669,0.993,0.01473,0.9854,0.1192,0.881,0.3557,0.644,0.3416,0.658,0.01116,0.989,0.6826,0.3174,0.8154,0.1848
546.jpg,19.991477966308594,0.8667775988578796,0.4922,0.508,0.808,0.1919,0.1848,0.8154,0.11597,0.8843,0.4111,0.589,0.9136,0.0863,0.1082,0.8916,0.05185,0.948,0.9194,0.0804,0.679,0.3208
547.jpg,20.345319747924805,0.8502424359321594,0.1082,0.8916,0.1242,0.876,0.03568,0.9644,0.1023,0.8975,0.1442,0.856,0.3208,0.679,0.1294,0.8706,0.1277,0.8726,0.7153,0.2847,0.4072,0.593
548.jpg,19.914487838745117,0.8357852697372437,0.1128,0.887,0.3276,0.6724,0.22,0.78,0.1242,0.876,0.4377,0.562,0.615,0.385,0.3074,0.693,0.2451,0.755,0.9697,0.03021,0.658,0.3416
549.jpg,21.62506103515625,0.840338945388794,0.0666,0.9336,0.457,0.543,0.1896,0.8105,0.1461,0.854,0.6895,0.3108,0.7607,0.2394,0.4495,0.551,0.1993,0.801,0.865,0.1348,0.662,0.3381
550.jpg,22.42759895324707,0.8864927291870117,0.03964,0.9604,0.1896,0.8105,0.2227,0.7773,0.0526,0.9473,0.0995,0.9004,0.743,0.2568,0.4187,0.5815,0.248,0.752,0.9517,0.04813,0.699,0.3008
551.jpg,23.389623641967773,0.8742752075195312,0.02596,0.974,0.04672,0.953,0.0666,0.9336,0.07056,0.929,0.1144,0.8857,0.543,0.457,0.2847,0.7153,0.562,0.4377,0.9434,0.05664,0.6406,0.3594
552.jpg,22.074819564819336,0.8779553771018982,0.8887,0.11127,0.7744,0.2255,0.1312,0.8687,0.02034,0.9795,0.0927,0.907,0.6113,0.3887,0.154,0.8457,0.02931,0.9707,0.801,0.1993,0.669,0.331
553.jpg,21.574420928955078,0.8551892042160034,0.269,0.731,0.1993,0.801,0.1312,0.8687,0.02556,0.9746,0.08154,0.9185,0.4883,0.5117,0.304,0.696,0.15,0.85,0.4417,0.558,0.4922,0.508
554.jpg,21.54889488220215,0.9080511927604675,0.6333,0.3667,0.8174,0.1824,0.566,0.434,0.1404,0.86,0.1481,0.852,0.7827,0.2173,0.2255,0.7744,0.4648,0.535,0.9253,0.07477,0.648,0.3523
555.jpg,23.93291473388672,0.9039075970649719,0.2095,0.7905,0.9727,0.02759,0.254,0.746,0.78,0.22,0.854,0.1461,0.9863,0.01363,0.01519,0.985,0.22,0.78,0.992,0.007576,0.9424,0.0575
556.jpg,23.161012649536133,0.8919274210929871,0.6113,0.3887,0.662,0.3381,0.1329,0.867,0.272,0.728,0.539,0.461,0.9644,0.03568,0.7373,0.263,0.02518,0.9746,0.731,0.269,0.9087,0.0914
557.jpg,23.59351348876953,0.9260022640228271,0.0851,0.915,0.2281,0.772,0.04672,0.953,0.02931,0.9707,0.1582,0.842,0.539,0.461,0.1968,0.803,0.3923,0.6074,0.929,0.07056,0.615,0.385
558.jpg,17.514965057373047,0.8198440670967102,0.4377,0.562,0.4688,0.5312,0.1733,0.8267,0.04208,0.958,0.1896,0.8105,0.558,0.4417,0.0534,0.947,0.01116,0.989,0.676,0.3242,0.6,0.4
559.jpg,18.186105728149414,0.8443895578384399,0.4805,0.5195,0.6514,0.3486,0.2095,0.7905,0.03516,0.965,0.2394,0.7607,0.655,0.3452,0.3242,0.676,0.03732,0.963,0.8633,0.1366,0.8057,0.1943
560.jpg,17.34373664855957,0.8015393018722534,0.662,0.3381,0.772,0.2281,0.3276,0.6724,0.2338,0.766,0.3557,0.644,0.856,0.1442,0.457,0.543,0.07263,0.9272,0.8857,0.1144,0.84,0.1603
561.jpg,15.634984016418457,0.7644718885421753,0.662,0.3381,0.829,0.171,0.3523,0.648,0.2018,0.7983,0.251,0.749,0.4805,0.5195,0.3074,0.693,0.03162,0.9683,0.7056,0.2942,0.5737,0.4263
562.jpg,17.722612380981445,0.8679719567298889,0.3523,0.648,0.743,0.2568,0.0981,0.902,0.1968,0.803,0.4688,0.5312,0.4766,0.5234,0.4922,0.508,0.1919,0.808,0.6895,0.3108,0.696,0.304
563.jpg,20.06264877319336,0.8507869243621826,0.1225,0.8774,0.3174,0.6826,0.4727,0.5273,0.0511,0.9487,0.1779,0.8223,0.793,0.2069,0.254,0.746,0.1384,0.8613,0.9316,0.06854,0.8633,0.1366
564.jpg,19.943775177001953,0.8664477467536926,0.363,0.637,0.699,0.3008,0.2255,0.7744,0.269,0.731,0.434,0.566,0.8774,0.1225,0.615,0.385,0.01942,0.9805,0.626,0.3738,0.89,0.1097
565.jpg,16.641746520996094,0.8623572587966919,0.769,0.231,0.655,0.3452,0.2281,0.772,0.4111,0.589,0.585,0.4148,0.2783,0.7217,0.5234,0.4766,0.02162,0.9785,0.543,0.457,0.8267,0.1733
566.jpg,22.8726749420166,0.9091617465019226,0.3242,0.676,0.9194,0.0804,0.1871,0.813,0.63,0.37,0.905,0.09534,0.988,0.012054,0.01616,0.984,0.547,0.4534,0.999,0.000804,0.971,0.02887
567.jpg,21.202489852905273,0.8602918982505798,0.231,0.769,0.1442,0.856,0.094,0.906,0.007812,0.992,0.08386,0.916,0.84,0.1603,0.1561,0.8438,0.00871,0.991,0.7056,0.2942,0.8154,0.1848
568.jpg,19.73035430908203,0.9019253253936768,0.4727,0.5273,0.4688,0.5312,0.2751,0.725,0.2069,0.793,0.4883,0.5117,0.8354,0.1646,0.269,0.731,0.02802,0.972,0.543,0.457,0.9185,0.08154
569.jpg,19.4858341217041,0.8461765050888062,0.3523,0.648,0.5,0.5,0.269,0.731,0.2942,0.7056,0.363,0.637,0.82,0.18,0.3557,0.644,0.0237,0.976,0.8154,0.1848,0.921,0.0792
570.jpg,16.41690444946289,0.8873762488365173,0.2974,0.7026,0.7637,0.2366,0.648,0.3523,0.1384,0.8613,0.263,0.7373,0.7637,0.2366,0.5156,0.4844,0.1348,0.865,0.9355,0.06464,0.856,0.1442
571.jpg,21.773733139038086,0.8926995396614075,0.644,0.3557,0.865,0.1348,0.4922,0.508,0.2227,0.7773,0.6826,0.3174,0.6724,0.3276,0.1329,0.867,0.2255,0.7744,0.9346,0.0656,0.8105,0.1896
572.jpg,18.486635208129883,0.8412392735481262,0.4727,0.5273,0.4226,0.5776,0.18,0.82,0.0967,0.9033,0.381,0.6187,0.854,0.1461,0.0851,0.915,0.04147,0.9585,0.803,0.1968,0.769,0.231
573.jpg,25.272232055664062,0.937200129032135,0.3008,0.699,0.385,0.615,0.2281,0.772,0.231,0.769,0.535,0.4648,0.796,0.2043,0.4648,0.535,0.1624,0.8374,0.78,0.22,0.8916,0.1082
574.jpg,18.65475082397461,0.8561492562294006,0.6113,0.3887,0.7983,0.2018,0.4688,0.5312,0.09534,0.905,0.4,0.6,0.7607,0.2394,0.2847,0.7153,0.1277,0.8726,0.899,0.1009,0.8267,0.1733
575.jpg,19.16377067565918,0.8428728580474854,0.3008,0.699,0.4302,0.57,0.1993,0.801,0.0542,0.946,0.11755,0.8823,0.7188,0.2815,0.1582,0.842,0.03964,0.9604,0.8613,0.1384,0.8223,0.1779
576.jpg,17.834842681884766,0.826966404914856,0.4456,0.5547,0.3523,0.648,0.1442,0.856,0.04813,0.9517,0.1329,0.867,0.0967,0.9033,0.1422,0.858,0.1943,0.8057,0.7905,0.2095,0.6074,0.3923
577.jpg,22.572826385498047,0.8788235187530518,0.3738,0.626,0.956,0.044,0.1755,0.824,0.4,0.6,0.734,0.2659,0.971,0.02887,0.01799,0.982,0.3276,0.6724,0.999,0.000883,0.9326,0.06757
578.jpg,19.342031478881836,0.794187605381012,0.1404,0.86,0.8223,0.1779,0.3523,0.648,0.1294,0.8706,0.547,0.4534,0.9243,0.07587,0.3452,0.655,0.2173,0.7827,0.937,0.0628,0.508,0.4922
579.jpg,24.220611572265625,0.9220485687255859,0.547,0.4534,0.272,0.728,0.04672,0.953,0.0341,0.966,0.02162,0.9785,0.655,0.3452,0.5117,0.4883,0.2069,0.793,0.8857,0.1144,0.535,0.4648
580.jpg,21.216135025024414,0.819773256778717,0.508,0.4922,0.1688,0.831,0.02718,0.9727,0.08386,0.916,0.1097,0.89,0.585,0.4148,0.1919,0.808,0.2281,0.772,0.865,0.1348,0.6514,0.3486
581.jpg,21.322668075561523,0.8316479921340942,0.331,0.669,0.2281,0.772,0.03622,0.964,0.04083,0.959,0.1366,0.8633,0.615,0.385,0.6406,0.3594,0.2043,0.796,0.942,0.05835,0.686,0.314
582.jpg,22.621816635131836,0.8336330652236938,0.0716,0.928,0.3667,0.6333,0.1561,0.8438,0.1144,0.8857,0.3242,0.676,0.8057,0.1943,0.6074,0.3923,0.272,0.728,0.946,0.0542,0.749,0.251
583.jpg,20.987680435180664,0.8043290376663208,0.6,0.4,0.2878,0.7124,0.07587,0.9243,0.1225,0.8774,0.2659,0.734,0.6406,0.3594,0.2366,0.7637,0.0888,0.911,0.8687,0.1312,0.852,0.1481
